,number_of_visits
0140432086,0.0002303
1561794643,0.000229
0892819596,0.000229
0970452519,0.0002288
0140444211,0.0002279
0192834983,0.0002273
1855383446,0.0002255
0691023476,0.0002254
0070358184,0.0002251
0385058985,0.0002242
0312877811,0.0002236
0811823644,0.0002224
0877014485,0.0002197
0449214931,0.0002195
0879753374,0.0002164
0007133235,0.0002161
086571455X,0.0002159
0024096903,0.0002151
0195146042,0.0002121
0553067966,0.0002118
1853260630,0.0002106
1567315682,0.0002103
0028625129,0.0002102
0679762698,0.00021
0875420133,0.0002098
0809257300,0.0002093
0816038716,0.0002079
0679761659,0.0002071
0809246295,0.0002061
0465069347,0.0002057
0312956878,0.0002051
1578050383,0.0002016
1559275286,0.0001998
1569246564,0.0001983
0875421261,0.000198
0449911470,0.0001969
1859848982,0.0001951
0743517873,0.0001946
0226451178,0.0001937
0679410767,0.0001925
0395883164,0.0001915
0671799037,0.0001914
0684800519,0.0001908
1578632455,0.0001903
0809247240,0.0001881
0743517849,0.0001878
156718670X,0.0001873
0310210089,0.0001873
031220471X,0.0001848
087542791X,0.0001835
0674361539,0.0001825
0226467759,0.0001814
0231107889,0.0001808
0767908252,0.0001799
0879804351,0.0001797
0735202915,0.0001795
1560989661,0.0001783
0875421318,0.0001775
0140440488,0.0001773
0671872761,0.0001761
0895948915,0.0001738
0520227891,0.0001737
1567182577,0.0001736
0793168201,0.0001724
0967916208,0.0001718
1891984136,0.0001703
0762705124,0.0001685
0802117058,0.0001629
0671505882,0.0001613
0140444270,0.0001598
0761522212,0.0001595
0324182392,0.0001594
0198700555,0.0001587
1559270608,0.000158
1573241997,0.0001578
0062515055,0.0001576
0875963633,0.0001574
0793160324,0.0001545
0785275290,0.0001542
0195014766,0.0001528
0060959436,0.0001507
0966963563,0.0001506
1564146014,0.0001506
0738702544,0.0001499
0787901830,0.0001498
1401397484,0.0001498
0873526996,0.0001481
0872201368,0.0001473
0735710732,0.0001465
1559273917,0.0001463
0915144867,0.0001462
079312610X,0.0001456
0937539562,0.0001453
1574532030,0.0001439
0877739986,0.0001436
0440508320,0.0001425
0536017123,0.0001422
0792276140,0.0001421
0679731148,0.0001421
0226505235,0.0001419
029271159X,0.0001419
1559276177,0.0001416
1400100674,0.0001413
0671015206,0.0001399
0139536477,0.0001397
0140286780,0.0001393
020172149X,0.0001391
0070066787,0.0001388
0195133404,0.0001385
1555520154,0.0001384
1582342296,0.0001369
0071364102,0.0001367
013090533X,0.000134
1559276185,0.0001335
0964988801,0.0001327
0961413549,0.0001324
0226457982,0.0001314
0740718584,0.0001312
0743422112,0.0001308
088295055X,0.0001298
0805832149,0.0001295
0471119911,0.0001293
1570250723,0.0001293
030681076X,0.0001283
0517415283,0.0001278
0767900553,0.0001278
0688160905,0.0001274
0312866593,0.0001272
0879753455,0.0001263
0312258577,0.0001261
0385237847,0.0001251
0192833707,0.0001245
0881846481,0.0001242
0028485009,0.0001236
1588790231,0.0001229
0460873822,0.0001227
0066211298,0.0001223
0679751114,0.0001222
0738702226,0.0001222
0553214144,0.0001218
0743529030,0.0001217
0471575631,0.0001203
0521357306,0.0001197
0873378636,0.0001194
0071387102,0.0001192
1879384493,0.0001174
0953881024,0.0001172
0136638236,0.0001165
0673218465,0.0001163
0312284446,0.0001162
1576830284,0.0001158
0735201609,0.0001152
0312263562,0.000115
1564965163,0.0001149
0226245322,0.0001145
0312191766,0.0001145
0811908399,0.0001143
0787234796,0.0001142
0937382019,0.0001138
1586214713,0.0001138
1584500263,0.0001134
1558508481,0.0001119
0072476702,0.0001119
0671618601,0.0001111
019280118X,0.0001108
0844232394,0.0001106
0688136915,0.0001105
0937765023,0.0001099
0896081036,0.0001097
1574532162,0.0001096
0813335531,0.0001096
0844255610,0.000109
0060931175,0.000109
0324183518,0.000109
0872201783,0.0001089
1893384004,0.0001079
0736910190,0.0001062
1890132160,0.0001054
0873190459,0.0001053
0192835971,0.0001039
1558606580,0.0001038
0553351702,0.0001033
0310501091,0.000103
0309057779,0.0001026
0930323114,0.0001016
0875420036,0.0001001
1572580143,9.93e-05
1567181643,9.91e-05
0793166861,9.9e-05
0852295316,9.87e-05
1557385238,9.78e-05
0800757106,9.75e-05
0932813453,9.68e-05
0910311978,9.67e-05
0966085604,9.66e-05
0375754776,9.63e-05
0818405716,9.63e-05
0132663546,9.45e-05
0071379444,9.44e-05
1840461365,9.37e-05
0679738762,9.32e-05
0192828932,9.3e-05
1568386265,9.23e-05
0835606759,9.21e-05
0882821962,9.14e-05
0415043182,9.13e-05
0767904834,9.05e-05
1559638346,9.03e-05
0486248631,8.98e-05
1889096083,8.96e-05
1555520294,8.92e-05
0471144479,8.89e-05
0963037900,8.72e-05
0060928727,8.72e-05
0205302912,8.71e-05
031021467X,8.69e-05
0471122386,8.63e-05
1555520537,8.61e-05
0671700758,8.6e-05
0806523565,8.56e-05
1586210912,8.53e-05
0812929004,8.33e-05
0787952257,8.28e-05
1579541046,8.27e-05
0130200387,8.27e-05
0865475458,8.25e-05
1561840262,8.23e-05
0738204005,8.16e-05
0970145403,8.16e-05
0538882425,8.15e-05
157174102X,8.14e-05
1551800594,8.13e-05
0345429184,8.11e-05
0071350209,8.05e-05
0743202767,8.02e-05
0446520942,8.01e-05
0800757173,7.99e-05
0879511532,7.97e-05
1899836322,7.97e-05
0446524174,7.9e-05
0071360530,7.88e-05
0139573909,7.87e-05
0966279301,7.86e-05
0521347971,7.85e-05
0875421288,7.82e-05
0805454020,7.79e-05
0028639073,7.78e-05
1560252758,7.77e-05
1580910920,7.75e-05
1567182542,7.75e-05
1929039026,7.73e-05
006093574X,7.72e-05
0471350958,7.7e-05
0671775308,7.7e-05
0879804475,7.67e-05
0553081322,7.64e-05
9686769455,7.62e-05
0140447571,7.6e-05
0935702326,7.52e-05
069102832X,7.5e-05
0316735612,7.45e-05
1565078616,7.43e-05
0072472685,7.42e-05
0449219984,7.4e-05
0875423574,7.38e-05
0785708898,7.37e-05
0964988860,7.36e-05
0679642587,7.31e-05
0375416285,7.29e-05
0875164838,7.26e-05
0892812516,7.24e-05
0805452265,7.2e-05
0767904575,7.19e-05
0922356572,7.15e-05
1560436123,7.14e-05
0226026698,7.13e-05
0743507800,7.13e-05
084236689X,7.06e-05
1893642011,7.02e-05
031220955X,7.01e-05
0262540428,7.01e-05
0195015401,6.94e-05
0060652950,6.81e-05
007013359X,6.71e-05
0805831231,6.71e-05
052148443X,6.69e-05
0471329347,6.67e-05
0140167153,6.66e-05
1550224875,6.66e-05
014044047X,6.65e-05
0691056579,6.62e-05
0670882178,6.61e-05
1559276827,6.56e-05
0452283612,6.54e-05
0671635301,6.49e-05
1559276673,6.48e-05
0684825325,6.46e-05
0226245330,6.45e-05
0688121195,6.43e-05
0449213315,6.42e-05
0195003640,6.41e-05
073571102X,6.35e-05
078688777X,6.31e-05
0892214910,6.27e-05
0071386262,6.26e-05
0321062000,6.25e-05
0595210554,6.23e-05
0895263351,6.23e-05
0873375440,6.18e-05
0140189858,6.16e-05
0671579592,6.11e-05
097197540X,6.07e-05
014044629X,6.07e-05
0451165209,6.03e-05
0312245637,6.02e-05
0792273737,6e-05
0061096865,5.97e-05
0486229076,5.94e-05
0060652896,5.93e-05
0786101946,5.92e-05
0816513244,5.9e-05
0060955368,5.89e-05
0722534159,5.87e-05
1899836071,5.84e-05
0140868887,5.83e-05
1886669090,5.77e-05
0722528531,5.76e-05
068485192X,5.74e-05
047132339X,5.74e-05
0140432078,5.73e-05
0066210836,5.71e-05
155860569X,5.7e-05
1931468141,5.69e-05
0310501016,5.67e-05
0671894870,5.61e-05
1572240695,5.61e-05
1568981139,5.6e-05
1875889469,5.59e-05
0933347103,5.52e-05
0873481402,5.52e-05
0961970901,5.5e-05
0226245349,5.48e-05
1558605347,5.45e-05
081331951X,5.42e-05
0471291331,5.38e-05
0684801388,5.38e-05
0231107897,5.37e-05
0024104418,5.34e-05
0310215668,5.3e-05
0671763164,5.29e-05
0140441921,5.28e-05
0789727609,5.22e-05
0844259616,5.2e-05
0892839643,5.17e-05
0670873713,5.13e-05
0226500365,5.13e-05
0966489144,5.08e-05
0618149163,5.05e-05
0735710791,5.03e-05
1559276924,5e-05
0895948036,5e-05
0874770858,4.98e-05
1558743944,4.97e-05
0460873806,4.96e-05
0375405909,4.92e-05
1885803192,4.92e-05
0835208338,4.92e-05
0887309992,4.91e-05
0872204200,4.86e-05
1580081436,4.85e-05
013860925X,4.85e-05
0071388761,4.83e-05
0136119719,4.81e-05
1559276851,4.79e-05
0385495900,4.79e-05
1558747524,4.79e-05
0812568796,4.78e-05
0130127310,4.77e-05
0889651507,4.75e-05
0449001113,4.74e-05
1570424713,4.73e-05
0393314677,4.73e-05
0028609883,4.69e-05
0324066805,4.69e-05
1572580151,4.65e-05
0446677477,4.65e-05
0895947447,4.64e-05
0761514414,4.61e-05
0743517822,4.61e-05
089486971X,4.61e-05
0451167228,4.61e-05
1930097441,4.61e-05
1567184464,4.59e-05
1559270888,4.58e-05
0736907270,4.58e-05
0743517857,4.55e-05
1572242523,4.54e-05
0619059621,4.52e-05
1557987912,4.47e-05
041507892X,4.46e-05
0394586042,4.45e-05
0910019665,4.45e-05
0553214063,4.44e-05
0451627466,4.42e-05
0316720917,4.39e-05
0879753366,4.38e-05
0789723700,4.33e-05
0687132878,4.29e-05
0452270545,4.29e-05
080652023X,4.26e-05
0534534325,4.25e-05
0071412743,4.24e-05
0943210372,4.23e-05
0762412550,4.23e-05
0671027034,4.19e-05
1573240761,4.18e-05
0787944386,4.18e-05
1855381125,4.17e-05
0393952436,4.17e-05
0312192673,4.15e-05
0310243238,4.15e-05
0962327204,4.13e-05
0671581864,4.12e-05
1564145301,4.12e-05
0060951605,4.07e-05
0449911578,4.05e-05
0618046720,4.04e-05
0321081048,4.01e-05
0916990192,4e-05
0300084285,3.96e-05
0816034141,3.96e-05
0140447180,3.96e-05
0226500357,3.96e-05
157675037X,3.96e-05
1557094713,3.95e-05
0804104999,3.93e-05
0618052852,3.92e-05
0874831512,3.89e-05
1857880706,3.89e-05
0735711704,3.89e-05
0130423319,3.88e-05
074352070X,3.85e-05
1580624766,3.84e-05
0471392286,3.81e-05
1882929241,3.81e-05
1567186254,3.81e-05
0321091027,3.79e-05
0375418857,3.78e-05
0345425839,3.78e-05
0930323491,3.74e-05
0897933818,3.73e-05
087975558X,3.73e-05
0743517865,3.72e-05
1567184448,3.69e-05
0471406589,3.68e-05
1555811361,3.66e-05
0805365583,3.65e-05
0451167236,3.65e-05
1571742255,3.62e-05
0849961912,3.61e-05
0192836919,3.59e-05
0553107143,3.59e-05
0521457300,3.56e-05
0140440046,3.55e-05
0618141014,3.54e-05
1584500662,3.53e-05
1571741097,3.53e-05
0061313424,3.53e-05
059522055X,3.52e-05
0809233495,3.52e-05
1580911005,3.48e-05
1886230285,3.45e-05
0875421997,3.44e-05
0877288747,3.43e-05
0140440550,3.41e-05
0673467740,3.38e-05
0471295647,3.35e-05
0385301898,3.33e-05
087220376X,3.33e-05
1929837011,3.33e-05
071671504X,3.32e-05
0716736934,3.32e-05
0030212294,3.31e-05
0735101426,3.3e-05
0684859211,3.3e-05
1570715882,3.29e-05
0736901884,3.29e-05
0374221871,3.27e-05
1562863282,3.27e-05
0736907890,3.26e-05
0689822081,3.22e-05
0453008690,3.22e-05
0835604381,3.19e-05
087584801X,3.17e-05
1563680777,3.16e-05
0964593408,3.16e-05
0875163238,3.14e-05
0345428897,3.11e-05
0743203224,3.09e-05
0201612577,3.09e-05
1880317524,3.06e-05
0897331532,3.06e-05
0740703579,3.06e-05
0684823772,3.05e-05
0743517830,3.04e-05
0688124003,3.03e-05
0970919506,3.03e-05
0940687291,3.03e-05
0393051099,3.02e-05
0393956512,3.02e-05
0140258779,3.02e-05
0425081834,3.02e-05
0922915458,3.01e-05
1874719187,3e-05
0674004124,2.99e-05
0716742578,2.96e-05
0813330858,2.95e-05
0133033899,2.95e-05
0134106717,2.95e-05
0201172852,2.94e-05
0688160999,2.9e-05
0875847471,2.9e-05
0553211668,2.9e-05
0395962870,2.89e-05
0071402314,2.88e-05
0226750213,2.85e-05
0534235565,2.84e-05
0838409342,2.84e-05
0932813615,2.82e-05
0684801620,2.82e-05
1570627487,2.81e-05
1555520421,2.8e-05
0671708821,2.76e-05
0471246549,2.76e-05
0521645506,2.73e-05
0300084293,2.72e-05
0120489201,2.71e-05
0500278466,2.7e-05
1904151035,2.67e-05
097173304X,2.67e-05
052135448X,2.65e-05
0452275644,2.64e-05
0446527556,2.64e-05
0722532881,2.64e-05
0963747800,2.63e-05
1558672621,2.63e-05
0786883561,2.63e-05
0376020431,2.63e-05
0761508600,2.62e-05
1558606785,2.62e-05
1570429596,2.58e-05
1929194196,2.57e-05
0764586823,2.56e-05
0534385419,2.55e-05
1567182526,2.55e-05
0201793040,2.54e-05
093530066X,2.54e-05
1559633891,2.53e-05
0735712506,2.52e-05
0375420797,2.52e-05
155935271X,2.51e-05
0140444785,2.5e-05
0735710740,2.5e-05
1857883020,2.5e-05
0787948020,2.48e-05
0805041087,2.47e-05
0679421904,2.46e-05
0830723358,2.45e-05
0716734168,2.43e-05
0312115601,2.42e-05
0060516070,2.42e-05
094068747X,2.42e-05
0534378625,2.41e-05
0471190950,2.4e-05
013016559X,2.4e-05
0452267250,2.39e-05
0966963520,2.39e-05
1551803542,2.39e-05
0060196580,2.39e-05
0787952273,2.38e-05
076240969X,2.37e-05
0393045501,2.35e-05
0471435716,2.33e-05
1928607047,2.32e-05
0201339897,2.31e-05
0393307948,2.3e-05
0805412662,2.28e-05
1583487948,2.27e-05
0517205017,2.26e-05
0674171039,2.25e-05
1563523302,2.24e-05
067941746X,2.22e-05
0684870681,2.22e-05
0671887076,2.21e-05
1559353392,2.21e-05
0716733706,2.2e-05
1567310745,2.19e-05
0684856360,2.19e-05
1555812244,2.18e-05
1567186572,2.17e-05
1566634180,2.17e-05
0672321483,2.13e-05
0871137801,2.13e-05
0030353734,2.13e-05
1587620685,2.13e-05
0393976068,2.12e-05
0898798140,2.11e-05
0872203883,2.11e-05
0321112555,2.11e-05
047132146X,2.11e-05
0684863022,2.1e-05
0062732781,2.09e-05
0743420373,2.08e-05
1559276517,2.07e-05
078687015X,2.05e-05
0595219578,2.05e-05
0385309201,2.05e-05
067976268X,2.04e-05
0262610795,2.04e-05
158827683X,2.03e-05
1891315072,2.02e-05
1887178287,2.01e-05
1899836225,2.01e-05
0486277984,2.01e-05
0877734526,2.01e-05
0446391336,2e-05
0736901914,2e-05
0300023731,2e-05
0471120448,1.99e-05
0782140203,1.98e-05
0965993035,1.97e-05
0060934913,1.96e-05
0395920981,1.96e-05
015505452X,1.95e-05
0452279054,1.95e-05
0812094883,1.94e-05
1559276835,1.92e-05
0226253252,1.91e-05
0195089588,1.91e-05
061823974X,1.91e-05
0060184817,1.91e-05
0805420185,1.91e-05
0877283486,1.9e-05
1568843224,1.9e-05
0879758856,1.88e-05
0966489128,1.87e-05
0910311544,1.87e-05
1578050391,1.87e-05
0887309984,1.87e-05
1567181120,1.85e-05
0375411747,1.85e-05
0764554476,1.85e-05
0887307841,1.84e-05
0060555661,1.83e-05
0801090997,1.83e-05
0822013185,1.8e-05
1571742476,1.8e-05
0060976195,1.79e-05
089526711X,1.76e-05
0618035915,1.75e-05
0375758259,1.74e-05
0823058581,1.73e-05
067481200X,1.73e-05
0393308065,1.73e-05
0140150927,1.73e-05
0767900421,1.72e-05
0872201775,1.71e-05
0671743228,1.7e-05
0671869965,1.7e-05
0613140982,1.68e-05
0030212146,1.68e-05
0140139966,1.66e-05
1566251117,1.66e-05
0766825191,1.61e-05
0201725908,1.61e-05
0070525587,1.59e-05
0875421369,1.59e-05
1580632041,1.58e-05
1884667139,1.57e-05
0070323046,1.57e-05
0324164858,1.57e-05
014044453X,1.57e-05
0970116209,1.56e-05
1586637134,1.56e-05
0380006766,1.56e-05
0471247014,1.54e-05
0964036770,1.54e-05
0684841886,1.53e-05
1590400194,1.53e-05
067176070X,1.52e-05
0873643135,1.52e-05
0684823713,1.51e-05
0205287840,1.51e-05
1559638354,1.51e-05
0793138086,1.5e-05
0452272815,1.5e-05
0915035200,1.49e-05
0553274864,1.49e-05
0393961451,1.48e-05
0201441950,1.47e-05
1901250962,1.46e-05
0803282125,1.46e-05
0767903021,1.46e-05
0471281395,1.44e-05
0967840201,1.44e-05
0130873047,1.44e-05
1564141551,1.43e-05
0971384800,1.42e-05
1565113209,1.42e-05
0743517814,1.42e-05
0226476510,1.42e-05
0395907683,1.42e-05
0684859955,1.41e-05
0394701003,1.41e-05
0135296374,1.39e-05
0060652942,1.39e-05
0072478616,1.39e-05
0672316498,1.37e-05
0805386882,1.36e-05
1891944096,1.36e-05
0938399101,1.35e-05
0071380396,1.35e-05
0854351647,1.34e-05
0142002364,1.33e-05
0395948622,1.32e-05
0451528662,1.31e-05
0471035122,1.31e-05
0130979988,1.31e-05
0965317102,1.3e-05
0820315311,1.29e-05
0130866407,1.28e-05
0316600059,1.26e-05
1842220012,1.26e-05
0786406585,1.26e-05
0471414646,1.24e-05
0782901123,1.22e-05
0882951254,1.21e-05
0679431373,1.21e-05
1886230366,1.19e-05
0674510410,1.17e-05
0132952610,1.17e-05
1557861080,1.17e-05
0618249060,1.17e-05
0931432723,1.17e-05
0806973064,1.16e-05
0140143459,1.16e-05
0060932813,1.16e-05
0767902432,1.15e-05
0395907748,1.15e-05
0195126580,1.15e-05
0451174127,1.15e-05
0674992628,1.14e-05
0806523832,1.14e-05
032300895X,1.14e-05
0262621088,1.13e-05
0891061231,1.13e-05
0967840228,1.12e-05
0452277930,1.12e-05
1564143511,1.12e-05
1880559277,1.12e-05
0939040085,1.11e-05
0875420761,1.1e-05
0486296024,1.09e-05
078670621X,1.09e-05
0805052526,1.09e-05
1588276821,1.09e-05
0876043406,1.09e-05
068482356X,1.08e-05
0898794714,1.07e-05
0844231185,1.07e-05
086571312X,1.07e-05
0805330755,1.06e-05
0962067164,1.06e-05
0932813534,1.05e-05
1587622084,1.04e-05
0452266602,1.04e-05
0071385290,1.04e-05
0880889187,1.03e-05
0930323645,1.02e-05
1899836527,1.02e-05
0130840998,1.02e-05
0609607707,1e-05
0812929934,1e-05
0918222885,9.9e-06
0071412913,9.7e-06
0553213717,9.6e-06
0310219582,9.6e-06
0321023978,9.6e-06
0735711968,9.6e-06
0887308392,9.5e-06
1591840015,9.5e-06
0671796240,9.5e-06
0374528004,9.5e-06
020168859X,9.5e-06
0814479421,9.4e-06
0449213501,9.4e-06
0553374443,9.3e-06
0452281326,9.3e-06
1564968677,9.3e-06
0007100035,9.3e-06
0684846349,9.2e-06
0072909994,9.2e-06
0446386367,9.2e-06
0812211650,9.1e-06
089281554X,9.1e-06
0385500599,9.1e-06
1580080855,9e-06
1564144941,9e-06
038549369X,8.9e-06
0140120904,8.9e-06
1569248184,8.9e-06
0941380068,8.9e-06
0786118105,8.9e-06
0201409747,8.9e-06
0135285712,8.8e-06
0805330976,8.8e-06
0471215449,8.8e-06
