,number_of_visits
0452010713,0.000638
0471281395,0.0006371
074323538X,0.0006344
0875848192,0.0006292
0060555661,0.0006227
1580622577,0.0006223
0553583182,0.0006218
1572242140,0.0006196
0966638328,0.0006188
0887306667,0.0006172
0918222885,0.0006165
1561706280,0.0006165
1891984217,0.0006163
0874777984,0.0006133
0809229897,0.0006117
030681076X,0.0006084
0471414646,0.0006059
0449911470,0.0006055
156305339X,0.0006026
0425081028,0.0005983
0131014986,0.0005919
0609608002,0.0005902
1890344060,0.0005887
0060516402,0.0005826
0671791540,0.0005791
0688039693,0.0005738
0385030096,0.0005738
0449902927,0.0005726
0688128165,0.0005706
1561705365,0.0005682
0486287386,0.0005646
0735200661,0.0005602
0070511136,0.0005576
0226284182,0.0005563
0446673463,0.0005504
0805011943,0.0005498
0684868016,0.0005494
1581150784,0.0005481
0345410025,0.0005437
0671724002,0.0005412
0071401946,0.0005399
0793136644,0.0005363
0684850028,0.0005339
0931580439,0.0005332
0967089328,0.0005327
0671015206,0.0005312
155643393X,0.000531
0060927585,0.0005294
0671727524,0.0005293
0933121288,0.0005251
1559391766,0.0005176
0471592242,0.0005175
0735201978,0.0005166
0385499345,0.0005147
1567181325,0.0005143
0684856360,0.0005128
0735713308,0.0005123
007140807X,0.0005118
0802775985,0.0005116
0385303122,0.0005063
0887306136,0.0005044
0679755551,0.0005042
0140282025,0.0005036
0060516070,0.0005032
0553266462,0.0005029
1571740562,0.0005016
0500282293,0.0005007
0486290735,0.0004984
1571741038,0.0004961
159184021X,0.0004961
0787956678,0.0004959
1570715882,0.0004903
0786883561,0.0004901
0671733354,0.0004876
0743520696,0.0004855
1587622084,0.0004847
0471177504,0.0004838
0671746073,0.0004836
0140444211,0.0004834
1578518261,0.000483
0553562835,0.0004799
006093574X,0.0004794
0226467716,0.0004748
1886284253,0.0004747
0440147301,0.0004737
0688170366,0.0004731
188516730X,0.0004716
0486419312,0.0004712
0486411443,0.0004698
0140442014,0.0004687
0842359060,0.0004679
1581152507,0.0004673
0446673870,0.0004667
0671316451,0.0004631
0517880857,0.0004621
0875421849,0.0004615
0060533226,0.0004615
0787234796,0.0004606
0684849143,0.0004604
0671891634,0.00046
0887306187,0.0004593
0887307280,0.0004584
002900151X,0.0004553
0553286749,0.0004549
0887309992,0.0004548
067179227X,0.0004539
0805011714,0.0004532
0875423574,0.0004495
0446602744,0.0004488
087477845X,0.0004484
0785274316,0.0004482
1578563682,0.0004479
0743520718,0.0004456
0793168201,0.0004453
0385483961,0.0004453
0887309151,0.000445
074352506X,0.0004446
007138703X,0.0004419
0887306292,0.0004412
0874775043,0.0004379
0671765914,0.0004365
0874774241,0.0004359
1565541464,0.0004356
0465067107,0.0004353
0887307043,0.0004345
1572242523,0.0004341
0252068920,0.0004326
039472903X,0.0004317
0738208175,0.0004306
0452283833,0.0004305
0684846349,0.0004299
1578511445,0.000428
1585420212,0.0004253
1580626823,0.0004246
0395906253,0.0004237
0912411481,0.0004227
156138626X,0.0004214
0393318346,0.0004199
0393318486,0.0004192
0310210089,0.0004181
1576832201,0.0004162
1580622240,0.0004142
0618249060,0.0004127
1879505444,0.0004127
0831400447,0.0004097
0553245767,0.000409
1577312295,0.0004085
1558747524,0.0004084
188623017X,0.0004074
156205810X,0.0004072
0740718584,0.000404
0671891049,0.0004029
0679757651,0.0004023
0874779731,0.0004003
0674194241,0.0004002
0446678430,0.0004002
0486295834,0.0004001
0345428897,0.0003996
0452270863,0.0003993
0609806262,0.0003978
0671708821,0.0003977
0786865954,0.0003975
0375713425,0.0003971
087584863X,0.0003967
0446394599,0.0003963
1577310462,0.0003958
0785271198,0.0003947
0553279726,0.0003943
039370095X,0.0003942
0967751705,0.0003937
0446676950,0.0003929
1879181584,0.0003922
1580622534,0.0003918
1577312406,0.0003916
1576751996,0.0003899
0553276999,0.0003898
0967286247,0.0003897
0553371657,0.0003896
0937611352,0.000389
0393310353,0.0003875
1559391014,0.0003871
0915556324,0.0003871
0814471145,0.0003864
1880032759,0.0003854
0761519661,0.0003849
002864283X,0.0003846
0809229773,0.0003837
0440145368,0.0003824
0452283574,0.0003812
074325001X,0.0003811
0452281326,0.0003807
0875847404,0.0003793
0960170618,0.0003781
0671673254,0.0003765
0738204633,0.0003763
0814479928,0.0003758
0830822763,0.000375
076111940X,0.0003749
1578515572,0.0003744
0471357642,0.0003743
0880889187,0.0003727
0875163092,0.0003716
0793173655,0.0003716
1581800460,0.0003715
0471353124,0.0003705
0385237847,0.0003702
0195136306,0.0003702
0062501976,0.0003691
1551803542,0.0003691
0786303158,0.0003689
0919345921,0.0003676
0310209307,0.0003667
0471189626,0.0003667
0071388591,0.0003662
0071412913,0.0003657
0060652969,0.0003648
1558503919,0.0003642
0399519904,0.000364
0060932902,0.0003637
0140178244,0.0003627
096673839X,0.0003621
0684870681,0.000362
0688103804,0.0003618
0071412743,0.0003617
0449002829,0.0003612
067162248X,0.0003612
1855383446,0.0003597
0892818662,0.0003586
0449219984,0.0003585
0471204013,0.000358
1578516870,0.0003576
0553374397,0.0003555
0300088981,0.0003549
0761101608,0.0003548
1581802366,0.0003541
0316321001,0.0003532
0553274872,0.0003531
089486971X,0.0003518
1577310993,0.0003515
1400046831,0.0003511
0750699035,0.0003504
1574101129,0.00035
0609609491,0.0003497
0761110526,0.0003493
0452272815,0.0003491
0735712026,0.0003488
1567184855,0.0003487
0874778980,0.0003486
0060959371,0.0003485
0671621009,0.0003475
0743227905,0.0003464
0140432078,0.0003464
0399146709,0.0003462
1891279017,0.0003455
0793160278,0.0003455
0312083165,0.0003445
0312929870,0.0003443
039952827X,0.0003437
1567183603,0.0003437
0786880708,0.0003418
0875847161,0.0003415
1582970912,0.0003401
0767908864,0.00034
157851486X,0.0003389
0060951605,0.0003388
0393310728,0.0003382
0786887176,0.0003381
155738486X,0.0003381
0393315703,0.0003375
0029019869,0.000334
0967162440,0.0003336
0609805363,0.0003334
0142002364,0.0003326
0802138292,0.0003319
047132339X,0.0003314
1577311868,0.0003306
0140286780,0.00033
0671213326,0.0003298
0070680345,0.0003296
0875164269,0.0003294
0764113992,0.0003291
1572180714,0.0003288
1577310128,0.0003277
0553371320,0.0003272
0062503995,0.0003264
0440506255,0.0003262
0761510575,0.000325
0688069711,0.0003245
048629899X,0.0003242
0446673072,0.0003225
0809231581,0.0003224
0818403969,0.0003218
0130957011,0.000321
0471515388,0.0003209
0201710382,0.0003207
0465021212,0.0003204
188327222X,0.0003203
0688172156,0.0003198
0938399101,0.0003196
0873379101,0.0003194
0312310846,0.0003184
0937611697,0.0003182
0963865439,0.0003177
0761522131,0.0003174
0486411249,0.000317
0960638881,0.0003168
0948390530,0.0003167
1561705322,0.0003165
0892814500,0.0003165
0764552775,0.0003161
0671745212,0.0003151
0887308244,0.0003151
0070511144,0.000315
0446676683,0.0003149
0446386367,0.0003142
0139649581,0.000314
1564967743,0.0003138
0800785991,0.0003135
0060652950,0.0003134
1561705403,0.0003131
0195141628,0.0003129
0971476993,0.0003128
0743525159,0.0003128
0135853982,0.0003126
0471225347,0.000312
0895948389,0.00031
0596000359,0.0003089
0140281916,0.0003088
0471436399,0.0003084
0471444936,0.0003079
0967162432,0.0003078
068482471X,0.0003074
034537410X,0.0003072
0310236487,0.0003057
0737304243,0.0003057
0684845776,0.0003056
0887309097,0.0003055
0553067966,0.0003046
0471059706,0.0003045
0691027641,0.0003035
0060652934,0.0003034
1576751740,0.0003033
0679736042,0.0003032
1581150989,0.0003026
0471386308,0.0003017
1576752356,0.0003015
0385479506,0.0003011
0679749861,0.0003006
1572241985,0.0003003
0395687187,0.0003002
068480056X,0.0003
0130669970,0.0003
0070522359,0.0002987
0936965088,0.0002984
0060520221,0.0002983
0671701355,0.0002978
0425099733,0.0002978
0553263900,0.0002978
0471397296,0.0002974
0786864370,0.0002968
1567181406,0.0002968
0786311312,0.0002966
0070527261,0.0002963
073520019X,0.0002951
0375407723,0.0002942
0879757051,0.0002942
0517415283,0.0002941
0310214785,0.0002939
0201700883,0.0002932
0071386262,0.0002931
0553585975,0.0002929
1561703494,0.0002921
0521284147,0.0002921
0201311453,0.000291
0314257918,0.0002909
0684841460,0.0002895
0802467997,0.0002892
1555704026,0.0002892
0131000691,0.0002886
0452275350,0.0002877
0684848813,0.0002877
0671657135,0.0002869
0140120904,0.0002864
0142001104,0.0002862
1581602820,0.0002855
1561840262,0.0002848
0071363092,0.0002848
0071362614,0.0002846
1562863282,0.0002841
0672316498,0.0002837
0446528382,0.0002834
0865713847,0.0002832
0465016154,0.0002829
0060934913,0.0002824
0321127307,0.0002821
0671700758,0.0002817
076791029X,0.0002817
0156329301,0.0002817
0452283248,0.0002814
0806523832,0.000281
0966797000,0.0002798
020132797X,0.0002797
0060932910,0.0002795
0071411909,0.0002792
0446385077,0.0002792
0865714827,0.0002782
0814470726,0.000278
1568870205,0.0002775
0764102869,0.0002768
1880115026,0.0002767
1565656296,0.0002764
1891686038,0.0002763
0887308171,0.0002763
0785274308,0.0002762
0887309836,0.0002759
0875846327,0.0002756
1572242205,0.0002753
0060086270,0.000275
1571741593,0.0002743
006051471X,0.0002741
0071362460,0.0002741
0764526413,0.0002738
0684844419,0.0002737
0446530867,0.0002732
0070525587,0.0002729
0399528636,0.0002729
0446394998,0.0002723
0964595354,0.0002722
0805061738,0.000272
1878424068,0.000272
0380715775,0.0002718
0787955116,0.0002715
0830819711,0.0002714
0262541157,0.0002713
081447795X,0.0002709
0385029306,0.0002707
0786868414,0.0002705
0062516329,0.0002705
0385495927,0.0002698
0399145419,0.0002697
0440507790,0.0002688
0071360751,0.0002688
0446314080,0.0002687
0970643500,0.0002686
0393324397,0.0002685
0130903272,0.0002684
0767904818,0.0002683
0071357246,0.0002682
051509028X,0.0002677
1580910637,0.0002674
0809224356,0.0002674
0875848842,0.0002669
1576600351,0.0002663
0140296468,0.0002663
0761506160,0.0002655
0967187109,0.0002652
0060928972,0.0002646
0787948039,0.0002645
0452265193,0.0002645
0875165982,0.0002644
0393321886,0.0002643
1561701688,0.0002642
0029184673,0.0002628
0446531774,0.0002625
0818405716,0.0002625
1564143511,0.0002624
0553268147,0.000262
0140257314,0.0002615
1581151993,0.0002614
0812932293,0.0002614
0684801523,0.0002613
0684811464,0.0002607
0967499011,0.0002606
0875848346,0.0002604
0879803975,0.0002604
096787551X,0.0002602
1581801467,0.00026
0321011473,0.0002595
0451167228,0.0002587
0130165832,0.0002585
0743203151,0.0002583
1572242167,0.0002581
0882791346,0.0002575
0743200403,0.0002573
0471359386,0.0002571
1891686003,0.000257
0618335404,0.0002566
0553061771,0.0002566
0070680396,0.0002566
0670031860,0.0002555
0521627494,0.0002554
0262550423,0.0002554
0837709121,0.0002553
0786866578,0.0002553
0140436790,0.0002552
0140235310,0.0002552
0205360734,0.0002539
0887306144,0.0002538
0553371835,0.0002536
0679763996,0.0002535
0452270545,0.0002533
0964326191,0.000253
0767900340,0.000253
0809058405,0.0002528
0060653019,0.0002525
073551982X,0.0002523
0875166105,0.0002518
019286212X,0.0002518
0316600059,0.0002518
0395700132,0.0002513
0836280849,0.0002512
0573699216,0.0002512
0684850419,0.0002511
1558608702,0.0002511
0671750186,0.0002511
0812933044,0.000251
0385483821,0.0002509
089879983X,0.0002505
1567184995,0.0002502
020530902X,0.0002501
0767909089,0.0002501
1885167482,0.0002492
1561584118,0.000249
0890899940,0.0002489
0743529065,0.0002486
0743212347,0.0002485
0875848834,0.0002482
1564144984,0.0002477
0440507545,0.0002475
0385493223,0.0002473
0312958684,0.0002471
0385502257,0.0002457
0684838494,0.0002456
0785263500,0.0002452
0425104257,0.0002451
0060523794,0.0002447
1556524625,0.0002446
0793144337,0.0002446
0764552279,0.0002444
0875849105,0.0002442
0967205905,0.0002439
0891348581,0.0002434
0688112730,0.0002432
038548254X,0.0002424
1581152744,0.000242
0449213315,0.000242
0967509912,0.0002418
0938716360,0.0002416
0658001353,0.0002413
156860064X,0.0002413
0842345523,0.0002412
0131001175,0.0002399
0029183308,0.0002398
0312194668,0.0002398
0130462152,0.0002394
1578631505,0.0002392
0070089973,0.0002391
0911226311,0.0002382
0553210092,0.0002382
081440765X,0.000238
0844203491,0.0002376
0767904842,0.0002375
0671671642,0.0002373
0201703394,0.0002371
0671733419,0.0002367
0062516507,0.0002366
0671880748,0.0002364
0875163025,0.0002359
0070610479,0.0002358
0060081988,0.0002357
0471237744,0.0002357
0515087378,0.0002356
0684855313,0.0002356
0062516965,0.0002351
1585421162,0.000235
0312199880,0.0002343
0446675962,0.0002343
0070246440,0.000234
0471295639,0.0002336
1572580143,0.0002335
0684846470,0.0002335
0029117062,0.0002335
0785274405,0.0002335
0671887173,0.0002334
0380810336,0.0002331
0910924007,0.0002329
0471430676,0.0002329
1580174485,0.0002327
0071379304,0.0002323
0060973358,0.0002315
093871628X,0.0002314
0133036030,0.0002312
0312281544,0.0002309
0062501496,0.0002309
0684834316,0.0002302
1561705357,0.0002295
1878424092,0.0002292
0471291986,0.000229
006251184X,0.000229
0028638352,0.0002286
1857883039,0.0002285
0915132370,0.0002284
0156870118,0.000228
140190131X,0.0002279
0875847897,0.0002279
0553379658,0.0002278
0875844405,0.0002276
158180055X,0.0002276
0874778379,0.0002275
0966234138,0.0002273
0471370088,0.0002269
0141001895,0.0002268
0735202850,0.0002267
0385496680,0.0002265
0785264817,0.0002263
0385472560,0.000226
0449911640,0.0002259
0961320303,0.0002259
0898621283,0.0002256
0440505003,0.0002253
0735710627,0.0002252
0915144867,0.0002252
0312271913,0.0002251
0380723743,0.0002246
0787955086,0.0002243
0658001450,0.0002241
007137048X,0.000224
0875165060,0.0002239
0071357807,0.0002236
0684803313,0.0002232
0452281172,0.0002229
0967916208,0.0002228
1931866007,0.0002227
0070653283,0.0002226
067179437X,0.0002225
0738703109,0.0002225
0793155614,0.0002223
0443062617,0.0002222
1572242582,0.0002222
0876293577,0.0002217
0679754938,0.0002216
0679751114,0.0002215
0875163017,0.0002214
0967059844,0.0002211
1573227358,0.0002205
1573920339,0.0002195
1555520693,0.0002195
0877282463,0.0002195
0140173188,0.0002185
0875421261,0.0002185
0750671637,0.0002182
0812210379,0.0002181
073820482X,0.0002176
0415222818,0.0002176
0967875501,0.0002176
0071418717,0.0002175
0380807009,0.0002175
0970058705,0.0002175
0060922583,0.0002174
0070329338,0.0002173
0446691437,0.0002172
0964191644,0.0002169
014044095X,0.0002166
0446674265,0.0002163
1578512549,0.0002162
0761521496,0.0002161
1580624820,0.0002158
0764112945,0.0002156
0749432187,0.0002153
0875848036,0.0002151
0894803123,0.000215
0226320618,0.0002149
047102466X,0.0002149
0070504776,0.0002145
0553378589,0.0002145
0941599191,0.0002143
0785243038,0.0002141
0312144776,0.0002139
0310250005,0.0002138
0738205141,0.0002137
0875426638,0.0002132
0875421210,0.0002132
0316180661,0.0002131
0471527092,0.0002126
1573921769,0.0002124
0072482567,0.0002121
0785266666,0.000212
0070242674,0.000212
0814477186,0.0002117
1878901729,0.0002116
0875420133,0.0002114
0029001013,0.0002112
0735200394,0.000211
0312281188,0.0002106
0310234697,0.0002103
0764554816,0.0002102
0029113121,0.0002102
0312284543,0.0002102
0471136174,0.0002099
0671739891,0.0002097
0446529575,0.0002094
0062503421,0.0002091
0913543209,0.000209
0787953105,0.000209
0786868244,0.0002089
0761510001,0.0002089
1576751198,0.0002088
0761528172,0.0002088
0440202019,0.0002087
0415278449,0.0002086
0385504454,0.0002085
0679762698,0.0002084
0786868236,0.000208
0935257012,0.0002078
0674518586,0.0002077
0449003612,0.0002077
0195142365,0.0002076
0471382477,0.0002076
0875162045,0.0002072
0399527494,0.0002072
013979591X,0.0002069
0071380396,0.0002068
0142002488,0.0002066
0804831904,0.0002065
0446520942,0.0002065
020172149X,0.0002063
0671797506,0.0002063
0440507561,0.0002063
0312187572,0.0002061
0521357306,0.0002061
0874779766,0.0002059
0618219196,0.0002055
1885167296,0.0002054
0671708260,0.0002053
0887309135,0.0002052
0449911624,0.0002052
0679731148,0.0002052
0767903005,0.0002051
0684869683,0.0002049
052180079X,0.0002045
0312954115,0.0002044
1573240834,0.0002042
0684811634,0.0002041
0553375490,0.0002041
1569244979,0.0002039
0967206715,0.0002039
0130411507,0.0002039
0375705619,0.0002037
0786868163,0.0002037
1578511437,0.0002036
038072572X,0.0002034
079316799X,0.0002031
091822635X,0.000203
076191269X,0.0002026
0679762884,0.0002025
0743525051,0.0002025
0028741129,0.0002025
0060955899,0.0002025
0399525408,0.0002024
0201570483,0.0002023
0071362363,0.0002022
014019536X,0.0002022
0399550003,0.0002021
039370324X,0.0002018
0805040978,0.0002017
0452276853,0.0002017
0060931159,0.0002014
1556520727,0.0002012
0062513710,0.000201
0451528123,0.0002009
1571740767,0.0002008
055329993X,0.0002004
1561708291,0.0002003
0671761552,0.0002002
0785243631,0.0001999
0873377885,0.0001998
0688168507,0.0001998
0393322343,0.0001998
1561707295,0.0001997
0684835282,0.0001997
0028642201,0.0001996
0324071515,0.0001995
0743214285,0.0001993
1572240229,0.0001992
0787903620,0.0001991
0140260404,0.0001987
B000063TON,0.0001986
0767900421,0.0001985
1578511933,0.0001985
0385421311,0.0001984
0933291159,0.000198
0446670642,0.0001979
1567181414,0.000197
0865475784,0.0001969
0452266602,0.0001967
0684841479,0.0001966
0425099997,0.0001965
0060913916,0.0001964
0887306152,0.0001964
0471144479,0.000196
1568848684,0.0001959
0671746219,0.0001958
0761514406,0.0001958
0875849385,0.0001957
1569246297,0.0001954
0553375407,0.0001953
0156007088,0.0001951
0915132664,0.0001951
0875848974,0.0001948
0452272041,0.0001945
080078412X,0.0001944
0631231366,0.0001944
1569120501,0.0001943
0062503642,0.0001942
1571741402,0.0001933
1561703478,0.0001932
013026248X,0.0001926
0738703192,0.0001924
0070248176,0.0001923
0671657860,0.0001921
0787908703,0.000192
0966740017,0.0001919
0884151158,0.0001918
0787950165,0.0001917
0066620554,0.0001917
0380006766,0.0001915
0970214308,0.0001914
1578561256,0.0001912
0865713596,0.0001912
0812931181,0.0001911
0029055156,0.000191
0062503790,0.000191
0963203401,0.0001909
0375420797,0.0001908
0071410945,0.0001908
0072482591,0.0001905
0553281097,0.0001902
0486277879,0.0001901
0915035634,0.0001901
1580623026,0.0001901
0451174127,0.0001901
0844232424,0.00019
0891348573,0.0001899
0399523820,0.0001895
0871319055,0.0001895
0684831465,0.0001894
1578513332,0.0001894
0471409154,0.0001892
0910311641,0.0001892
1576751244,0.000189
0471361909,0.0001885
0823023753,0.0001883
0134106717,0.0001883
0879804203,0.0001881
0895947366,0.000188
1891279025,0.0001877
0130090255,0.0001876
006251783X,0.0001874
1857883020,0.000187
1580622054,0.000187
0823056201,0.0001869
1878424076,0.0001866
0130289221,0.0001865
0814471234,0.0001865
0809105543,0.0001865
0380785080,0.0001862
0071360530,0.0001862
0273649167,0.000186
0966773233,0.0001859
0738204307,0.0001857
0787952028,0.0001857
0735712018,0.0001856
0879754249,0.0001852
0764116622,0.000185
093404113X,0.000185
0553265008,0.0001848
0764550616,0.0001848
0915132729,0.0001847
0787947954,0.0001846
0898154081,0.0001843
0446670537,0.0001843
0875162606,0.0001842
0142001902,0.0001838
0385493231,0.0001836
0809247992,0.0001835
0609805797,0.0001834
0312289774,0.0001833
0887309585,0.000183
0787955132,0.0001829
0375407731,0.0001829
0471573302,0.0001829
0789723700,0.0001829
0684853108,0.0001828
1888232005,0.0001826
0553379011,0.0001825
0316532681,0.0001822
0240803744,0.0001821
0966431200,0.0001819
1572242299,0.0001818
0609800906,0.0001818
1578511429,0.0001817
0883472996,0.0001817
0671885251,0.0001816
0875162584,0.0001815
0688161499,0.0001812
0942061411,0.0001811
1564143961,0.000181
0553343661,0.000181
0471000604,0.0001809
0913543780,0.0001808
0743228626,0.0001807
0060938463,0.0001807
0471126500,0.0001807
0743526589,0.0001807
031021467X,0.0001806
0883781042,0.0001805
0071419721,0.0001805
0471578266,0.0001805
0226468011,0.0001801
0814479421,0.0001801
0967098807,0.0001801
0385262426,0.0001799
0130749214,0.0001797
0452269350,0.0001794
0814479359,0.0001792
068487170X,0.000179
0761517529,0.0001789
0140245227,0.0001786
0070062188,0.0001786
002907990X,0.0001785
0743462688,0.0001785
0679768092,0.0001783
1565075331,0.0001783
0553280384,0.000178
0961413514,0.0001779
091122629X,0.0001775
0735710740,0.0001774
0486255093,0.0001773
1576750604,0.0001773
0814405452,0.0001773
0609809091,0.0001772
0814479200,0.0001769
0891415637,0.0001768
0787945269,0.0001767
0966132769,0.0001766
1580083110,0.0001764
0684832488,0.0001763
0070240205,0.0001763
091581109X,0.0001763
157675006X,0.0001759
1580622585,0.0001756
1573241776,0.0001754
0452278376,0.0001753
0844232432,0.0001752
1576750191,0.0001752
1885167563,0.0001751
1558606580,0.0001751
088730995X,0.0001746
0060958405,0.0001745
1558605827,0.0001744
0735202869,0.0001742
0684863758,0.0001742
0821409700,0.000174
0140126384,0.0001739
0679758569,0.0001738
0399524479,0.0001737
157174102X,0.0001736
0471119601,0.0001735
0684857073,0.0001732
0887308856,0.0001732
0553573136,0.0001732
0965967239,0.0001731
0471225800,0.0001731
0822013185,0.000173
0345423712,0.000173
0684827085,0.000173
0883473240,0.0001729
0809225034,0.0001726
0767904524,0.0001725
0932194400,0.0001725
1571742700,0.0001724
1402200552,0.0001724
1931468141,0.0001724
0070580561,0.0001722
0764553410,0.0001722
0930323114,0.000172
0060632313,0.0001719
0618127445,0.0001718
1886093040,0.0001717
0787948047,0.0001716
0062515020,0.0001716
0874777518,0.0001716
0060971843,0.0001715
038549369X,0.0001715
1572240938,0.0001715
0060514922,0.0001714
0875847382,0.0001712
0425081834,0.0001711
0892819596,0.000171
0517123207,0.000171
053312977X,0.000171
0440507189,0.000171
0060652381,0.0001709
0890872465,0.0001707
0130179647,0.0001707
087877050X,0.0001704
1564968375,0.0001702
0875165575,0.00017
0967450659,0.0001699
0811816281,0.0001699
0895947811,0.0001699
1564146758,0.0001698
1879237237,0.0001696
1565547063,0.0001695
0873642147,0.0001695
0890897603,0.0001693
140190033X,0.0001693
0131759477,0.000169
0743520815,0.000169
0767903730,0.0001688
0312143427,0.0001687
0446362999,0.0001687
0805056491,0.0001687
0805460845,0.0001686
0133033899,0.0001686
0061319759,0.0001686
0875420486,0.0001686
0966002474,0.0001685
0787954810,0.0001685
0805072675,0.0001684
0060915870,0.0001684
0130262781,0.0001681
1558505113,0.000168
0887308635,0.0001678
0140255265,0.0001676
0071352872,0.0001675
0743455967,0.0001673
0965963837,0.0001672
0877849455,0.000167
1583762051,0.000167
0830822208,0.000167
0449207862,0.0001668
1890132284,0.0001667
1568385048,0.0001666
0029184657,0.0001665
0201626950,0.0001665
0766813606,0.0001665
0962088110,0.0001665
0517605252,0.0001664
0471410144,0.0001663
060980281X,0.0001663
0875848982,0.0001658
0814478808,0.0001658
1561707929,0.0001657
1564145581,0.0001656
0764552570,0.0001656
0071351825,0.0001655
0873648153,0.0001654
0684800500,0.0001653
0028626303,0.0001653
038549162X,0.0001653
1581602626,0.0001652
0679720200,0.0001651
0226467759,0.0001651
0787958476,0.000165
1582341028,0.0001649
0764550349,0.0001649
0385499841,0.0001649
0135412110,0.0001649
0471225819,0.0001648
0688094554,0.0001646
0072441070,0.0001645
0931432723,0.0001644
0672321513,0.0001643
0671739166,0.0001643
0201328046,0.0001643
0671872761,0.0001642
0844231010,0.0001641
0375700188,0.0001641
0785264787,0.000164
1571743847,0.0001639
0971229007,0.0001638
0963266713,0.0001638
0961413506,0.0001638
1562924885,0.0001638
0262621045,0.0001637
0786868686,0.0001637
0070610487,0.0001636
0130090565,0.0001635
0875421296,0.0001634
1892123924,0.0001634
0060006781,0.0001632
0875164838,0.0001631
0425175014,0.0001631
0345425839,0.0001631
087584877X,0.000163
0449911500,0.0001629
188603933X,0.0001628
1576750310,0.0001627
0071349243,0.0001627
0425111709,0.0001627
0879804475,0.0001626
1886669090,0.0001624
0060006641,0.0001624
0787963941,0.0001624
078796378X,0.0001623
1883629004,0.0001622
187842422X,0.0001621
0743204662,0.0001621
1585420875,0.000162
0684836599,0.000162
0131025716,0.0001618
0814406807,0.0001618
0130783862,0.0001618
0471355437,0.0001618
0811827577,0.0001618
0743201507,0.0001617
0071363645,0.0001613
0142001619,0.0001613
0201770369,0.0001613
0786887117,0.0001613
0716752379,0.000161
1576751538,0.000161
1573929344,0.0001609
0520054539,0.0001608
0465069347,0.0001608
1572241381,0.0001606
1565544463,0.0001606
0385498500,0.0001606
0879800232,0.0001605
1580627714,0.0001603
0465051596,0.0001602
0913543543,0.0001602
0471292524,0.0001601
0517881640,0.00016
1565636260,0.00016
0452264189,0.0001599
0609608398,0.0001598
0688147631,0.0001598
0688179061,0.0001597
1891984144,0.0001597
0132638495,0.0001596
0871401622,0.0001595
0071385649,0.0001594
0875421830,0.0001593
0618056734,0.0001593
0879804351,0.0001593
1576833097,0.0001593
0029190908,0.0001592
031224665X,0.0001589
0071373616,0.0001587
0446673714,0.0001587
031287782X,0.0001587
0385265425,0.0001585
0140264450,0.0001585
0793153883,0.0001584
1559948752,0.0001584
044050564X,0.0001583
0449223256,0.0001583
088347316X,0.0001583
0060012781,0.0001582
0486299880,0.0001582
0860916464,0.0001582
0446606219,0.0001581
1891279041,0.0001581
0471159034,0.000158
0452275644,0.000158
0735710732,0.0001579
0393321932,0.0001578
0883473232,0.0001578
0684847434,0.0001577
0740733370,0.0001577
0735712506,0.0001573
0425150755,0.0001573
0465071384,0.0001573
0671674323,0.0001572
