,number_of_visits
0684810840,3.77e-05
0786868686,3.74e-05
073571245X,3.73e-05
1567184995,3.67e-05
0916410625,3.66e-05
B000002BVB,3.63e-05
0385304234,3.61e-05
1881378241,3.61e-05
0471387177,3.6e-05
0787940011,3.57e-05
0312877811,3.56e-05
0811908402,3.55e-05
0471396346,3.5e-05
0131001175,3.5e-05
0156008548,3.41e-05
0936894709,3.41e-05
0816513244,3.39e-05
0028625250,3.39e-05
0066211581,3.37e-05
048640661X,3.37e-05
0130891347,3.34e-05
1578050391,3.34e-05
055357485X,3.33e-05
0440508452,3.31e-05
1576750604,3.3e-05
0192836692,3.27e-05
1879505444,3.27e-05
0140390529,3.26e-05
0738700010,3.26e-05
0060928972,3.25e-05
1561707929,3.25e-05
1581800460,3.24e-05
0449213315,3.22e-05
007136479X,3.2e-05
0805415505,3.19e-05
0809229765,3.18e-05
0807072095,3.18e-05
0452273730,3.17e-05
0142000566,3.17e-05
0471322873,3.17e-05
0465072690,3.16e-05
006662035X,3.15e-05
B0000025H2,3.13e-05
0060538244,3.13e-05
0007108435,3.1e-05
0814406262,3.06e-05
0964840197,3.06e-05
0609610570,3.02e-05
0385265425,2.98e-05
156170878X,2.98e-05
0520227891,2.97e-05
0553278258,2.96e-05
0873377885,2.95e-05
0830718621,2.95e-05
0735710732,2.94e-05
0813318742,2.94e-05
019282015X,2.89e-05
0965287408,2.88e-05
1588276686,2.84e-05
1882883357,2.74e-05
0738204870,2.73e-05
0876284756,2.73e-05
0743203224,2.72e-05
0684841886,2.72e-05
0970302207,2.71e-05
0767900596,2.69e-05
0842318631,2.68e-05
0968492819,2.65e-05
1569800405,2.65e-05
0684852861,2.63e-05
0060988606,2.63e-05
1564145905,2.6e-05
0814714099,2.59e-05
0553528734,2.56e-05
0156870118,2.55e-05
0930031954,2.55e-05
0324071515,2.54e-05
0812094883,2.54e-05
0452275350,2.53e-05
0875848850,2.52e-05
0967343925,2.51e-05
0312192061,2.5e-05
0786100257,2.5e-05
0966190858,2.49e-05
078688441X,2.49e-05
0891091920,2.47e-05
0300001479,2.47e-05
0965274810,2.46e-05
0520064119,2.44e-05
1890318426,2.43e-05
007140998X,2.43e-05
0609607782,2.42e-05
0971511306,2.41e-05
1882180879,2.41e-05
0827375921,2.41e-05
0738200301,2.39e-05
0963837281,2.38e-05
0136797547,2.36e-05
0465045219,2.36e-05
0735712638,2.34e-05
B0000787EV,2.32e-05
0071387730,2.29e-05
0452282500,2.29e-05
0793141281,2.28e-05
156511521X,2.28e-05
0375402144,2.26e-05
002862114X,2.26e-05
0671657860,2.25e-05
0375413030,2.23e-05
0195078063,2.23e-05
0871319594,2.23e-05
0553213881,2.23e-05
0684854236,2.2e-05
0451167228,2.18e-05
0871565099,2.15e-05
1575770326,2.15e-05
0072294280,2.14e-05
0972572007,2.13e-05
188207193X,2.12e-05
0767903021,2.11e-05
0136279449,2.11e-05
0030537932,2.1e-05
1571741666,2.1e-05
0876288654,2.05e-05
0130262781,2.04e-05
0553260847,2.04e-05
0761532390,2.04e-05
0471399973,2.04e-05
1560254106,2.04e-05
0873377737,2.02e-05
0873375548,2e-05
0788160192,1.99e-05
0811908399,1.98e-05
0155083775,1.97e-05
1852400536,1.96e-05
0060652896,1.95e-05
0966230612,1.95e-05
1580625886,1.95e-05
0876288638,1.95e-05
1558507590,1.94e-05
1561701114,1.92e-05
0965046109,1.91e-05
0684827557,1.91e-05
0609807994,1.9e-05
0060195711,1.89e-05
0891415505,1.88e-05
0738204005,1.83e-05
0878913297,1.83e-05
0684851938,1.83e-05
157856512X,1.81e-05
0415187206,1.81e-05
0801836573,1.79e-05
0061418609,1.79e-05
0192860925,1.78e-05
1568383665,1.77e-05
0345423712,1.76e-05
1570711461,1.76e-05
0972238603,1.75e-05
0060915188,1.73e-05
0873375645,1.73e-05
1568216300,1.72e-05
0883658941,1.7e-05
0062725009,1.69e-05
0671213326,1.67e-05
1885167202,1.67e-05
0679763996,1.65e-05
0070067090,1.64e-05
0674005481,1.63e-05
0873375750,1.63e-05
0887305946,1.57e-05
1570231788,1.57e-05
0139316507,1.57e-05
0873376013,1.56e-05
0735710783,1.56e-05
1570627452,1.55e-05
0072294272,1.51e-05
0671733354,1.51e-05
0688136915,1.5e-05
0764550942,1.5e-05
0679776397,1.5e-05
0130654930,1.5e-05
0671708260,1.49e-05
0156232073,1.48e-05
0897933818,1.48e-05
0684826550,1.48e-05
0028643186,1.48e-05
0553251473,1.47e-05
1576750337,1.45e-05
0831400722,1.44e-05
0883910330,1.44e-05
0809246295,1.43e-05
1558672621,1.42e-05
0446677566,1.42e-05
0688164668,1.42e-05
0375418857,1.41e-05
067339347X,1.41e-05
0072294264,1.4e-05
0787953105,1.39e-05
1581800649,1.39e-05
0071383263,1.39e-05
1559632232,1.37e-05
0961599596,1.36e-05
053437610X,1.35e-05
0716760371,1.35e-05
0201567512,1.34e-05
0028636120,1.34e-05
068482356X,1.34e-05
0060988339,1.33e-05
0684800519,1.33e-05
0809233495,1.33e-05
0060932813,1.32e-05
155963555X,1.32e-05
0471109894,1.32e-05
193081920X,1.31e-05
0814479200,1.3e-05
0446526800,1.3e-05
0451200438,1.29e-05
0072131780,1.29e-05
0310210089,1.28e-05
0520229029,1.27e-05
0873375637,1.26e-05
1401901123,1.26e-05
0385483961,1.25e-05
0827371985,1.25e-05
1572241136,1.24e-05
0793136644,1.24e-05
0694525049,1.24e-05
0380793296,1.24e-05
0830816526,1.23e-05
0809247240,1.23e-05
0684852314,1.22e-05
0028629558,1.22e-05
0471397512,1.21e-05
0345331028,1.21e-05
0671574582,1.2e-05
0786884274,1.2e-05
1565113209,1.2e-05
0804743851,1.2e-05
0970138598,1.18e-05
1928607047,1.18e-05
0451167236,1.17e-05
0028624556,1.17e-05
1559271701,1.17e-05
080661711X,1.17e-05
0674510534,1.16e-05
0802117058,1.16e-05
0743507096,1.15e-05
0521379253,1.15e-05
0761521305,1.14e-05
0465075525,1.13e-05
0534217508,1.13e-05
0471215449,1.12e-05
1565115201,1.12e-05
093696507X,1.12e-05
0671726099,1.11e-05
0875421229,1.11e-05
0072528788,1.1e-05
0883780305,1.1e-05
031220955X,1.08e-05
0671708635,1.08e-05
0801058279,1.06e-05
0275974162,1.06e-05
0743509358,1.05e-05
0553081322,1.04e-05
1886284253,1.04e-05
0865472750,1.04e-05
0446608254,1.03e-05
0966143779,1.02e-05
0273637541,1.02e-05
0679778012,1e-05
0684811464,1e-05
1559274638,1e-05
0395957915,9.9e-06
0674194241,9.9e-06
031024823X,9.9e-06
0789723700,9.9e-06
0937611603,9.9e-06
0892816147,9.8e-06
0471332224,9.7e-06
067188011X,9.7e-06
0743211456,9.6e-06
1572700432,9.6e-06
1565112717,9.6e-06
0139178074,9.5e-06
0915811375,9.5e-06
0471144479,9.5e-06
0486287386,9.4e-06
0028637410,9.4e-06
157129046X,9.3e-06
0268000735,9.3e-06
0842336893,9.3e-06
0060081988,9.2e-06
0449002829,9.2e-06
0375405909,9.2e-06
0618127445,9.1e-06
031230269X,9e-06
0312247389,9e-06
0060652381,9e-06
0932750427,9e-06
1578516870,8.9e-06
1893956032,8.9e-06
0060928883,8.9e-06
0060919833,8.8e-06
0738204307,8.8e-06
0451190262,8.7e-06
0743223977,8.7e-06
0787945137,8.7e-06
0873374940,8.7e-06
0471177504,8.6e-06
0671043218,8.6e-06
0743507088,8.5e-06
1889262293,8.5e-06
068483801X,8.4e-06
0671761986,8.4e-06
0809232618,8.3e-06
0873643135,8.3e-06
0520202503,8.2e-06
0860917886,8.2e-06
1571741984,8.1e-06
0822020599,8.1e-06
1571741097,8.1e-06
1581801521,8e-06
0449912248,8e-06
0300088310,7.9e-06
0195218884,7.9e-06
0553380834,7.9e-06
0066620996,7.9e-06
0671673521,7.9e-06
1904151159,7.8e-06
002862727X,7.8e-06
1580624235,7.7e-06
1572241810,7.7e-06
002861738X,7.6e-06
1576751279,7.6e-06
0679755101,7.6e-06
0028629302,7.5e-06
0262511231,7.5e-06
0767906594,7.5e-06
0449908852,7.5e-06
0385498497,7.4e-06
0816735654,7.4e-06
156860064X,7.4e-06
087773996X,7.4e-06
0446678619,7.4e-06
086571455X,7.3e-06
1559942789,7.3e-06
1401900399,7.3e-06
0937611565,7.3e-06
1579490190,7.3e-06
0375758259,7.3e-06
0132045796,7.2e-06
1568302215,7.2e-06
0553210750,7.2e-06
0750699035,7.1e-06
0071348271,7.1e-06
0688172393,7e-06
0963037900,7e-06
1581152507,7e-06
0791424200,6.9e-06
1891434071,6.9e-06
0394572300,6.9e-06
0231113129,6.9e-06
0609607723,6.7e-06
0446676683,6.7e-06
0066620678,6.7e-06
1561706272,6.6e-06
0966854608,6.6e-06
0151001855,6.6e-06
0452278015,6.5e-06
1564964353,6.5e-06
0966143787,6.5e-06
0811827577,6.4e-06
0809231026,6.4e-06
1561700231,6.4e-06
0814470653,6.4e-06
0631231366,6.3e-06
0131569511,6.2e-06
0471144452,6.2e-06
0887308570,6.2e-06
0783895445,6.1e-06
1564967980,6.1e-06
067179809X,6.1e-06
0520224558,6.1e-06
1879215349,6.1e-06
1576751538,6e-06
0071373683,6e-06
0891082638,5.9e-06
0553712942,5.9e-06
0028629434,5.9e-06
0345428897,5.9e-06
0321043693,5.8e-06
0805063471,5.8e-06
0451527542,5.8e-06
