,number_of_visits
186448070X,0.000488
0966190858,0.0004868
0452282500,0.000485
1887472592,0.0004824
0738702129,0.0004809
0937611697,0.000478
1577311930,0.0004752
1571741593,0.0004751
0671891634,0.0004723
0517886839,0.0004705
073571102X,0.0004694
0534551335,0.0004679
1578631025,0.0004677
0915035634,0.0004664
1572242140,0.0004582
0814470939,0.0004556
1560252758,0.0004506
0964595354,0.000449
0226451178,0.0004464
0805832149,0.0004463
0595172873,0.0004462
0800757106,0.0004459
0072476702,0.0004458
0452283612,0.0004448
0273656058,0.0004425
1580630588,0.0004355
0679731148,0.0004336
0449907848,0.0004287
0312203152,0.0004264
1561703427,0.000426
074321630X,0.0004231
078212187X,0.0004223
0735711518,0.0004193
1571742700,0.0004186
0393321932,0.0004147
0393307077,0.0004137
1889964042,0.0004115
1886939101,0.0004097
1879384493,0.0004092
1571742727,0.0004081
1865082309,0.0004081
0679736042,0.0004063
0967334608,0.0004023
0764112945,0.0004022
0679720235,0.0004009
1562863282,0.0003989
0735713243,0.0003977
0060927585,0.0003972
0735711704,0.0003918
0395742838,0.0003907
0801857716,0.0003867
1928611044,0.0003863
0963761188,0.0003858
0028637410,0.0003851
0060512180,0.000383
0966230612,0.000382
0385494084,0.000381
0968492800,0.0003804
0205287840,0.0003782
1565078616,0.0003776
1577330528,0.0003744
0684859955,0.0003716
1559638354,0.0003694
0964883937,0.0003664
0195115422,0.0003656
0767909143,0.0003654
0844285242,0.0003627
0072430788,0.0003594
0312985487,0.0003582
0736901914,0.0003567
0944031900,0.0003533
0060988606,0.0003528
1583331069,0.0003525
0425168735,0.0003495
0060934913,0.0003494
0787955116,0.0003488
0844235563,0.0003449
0759614326,0.0003445
0415226759,0.0003429
0449213315,0.0003397
1581210094,0.0003373
0679757031,0.0003358
1893705153,0.0003352
1572242299,0.0003342
0553081322,0.000333
0968615104,0.0003321
0066619912,0.0003316
155848020X,0.0003295
0520054539,0.0003288
039373093X,0.0003286
0671765469,0.0003273
1855383640,0.0003236
156205810X,0.0003207
0071409394,0.0003201
0945253133,0.000319
0873646215,0.000314
1555704026,0.0003108
0764553755,0.0003104
0070219257,0.0003096
0674992121,0.0003095
0793160294,0.0003084
B00007FYI3,0.0003079
048620295X,0.0003025
1558508481,0.0002996
0195125002,0.0002993
0201725908,0.0002993
0446912115,0.0002978
0618046720,0.0002964
0874778549,0.0002958
0879696494,0.0002948
0201793040,0.0002925
0375402802,0.0002924
0970145403,0.0002882
0968492819,0.0002834
0375415467,0.0002832
0399146067,0.0002815
1403347085,0.0002806
1877864587,0.0002792
0139524339,0.000277
1577311574,0.0002769
0553528521,0.0002764
0312263392,0.0002744
0971516502,0.0002727
0375700374,0.0002722
0793142954,0.0002693
0486278875,0.0002691
0967851408,0.0002684
0517883015,0.0002648
0865713847,0.0002646
0425111709,0.0002635
0679751114,0.0002633
0735710732,0.0002632
0451167228,0.0002625
1561704741,0.0002614
0688160999,0.0002604
1558605347,0.0002603
1564965163,0.0002601
0735710740,0.0002558
0838907814,0.0002556
0393315703,0.0002543
0133033899,0.0002523
0793160324,0.0002436
1558606580,0.0002435
1564597210,0.0002434
0536017123,0.0002429
0871319055,0.0002424
0395687187,0.0002384
0842378960,0.000237
1561703737,0.0002369
086571455X,0.0002368
1555535615,0.000234
0943210372,0.0002332
0310214785,0.0002329
0471132985,0.0002326
1889964034,0.000232
0965867900,0.000232
0201483858,0.0002315
0553379011,0.0002309
0440223067,0.0002307
0941188701,0.0002292
047120367X,0.0002277
0964883902,0.0002276
0141001895,0.0002274
0684856204,0.0002241
0892814500,0.0002222
0970751702,0.0002217
0963545809,0.0002216
188628444X,0.0002211
0399524479,0.0002198
037572527X,0.0002192
0766107493,0.0002188
1561705322,0.0002186
0471143383,0.0002183
1585420123,0.000216
0385478542,0.0002156
0385474288,0.0002125
0738200301,0.0002091
0385494092,0.0002089
1885538901,0.0002088
0873375580,0.0002086
0937611352,0.0002086
0806502002,0.0002085
0262133822,0.0002083
047132339X,0.0002071
0766103005,0.0002071
0425106861,0.000206
0679763996,0.000204
0060930519,0.0002007
0195115686,0.0001992
1401397417,0.000199
0618335404,0.0001976
0743524616,0.000197
0446527394,0.0001951
0965274810,0.000194
0743417003,0.0001909
0802139752,0.0001902
0743445694,0.0001895
0785278117,0.0001888
1879505495,0.0001881
0743203151,0.000188
0520222296,0.0001877
0195146042,0.0001869
0671764128,0.0001865
027365604X,0.0001855
0393051099,0.0001844
0631228748,0.0001842
067176070X,0.0001822
B00005A3K8,0.0001765
0471575631,0.0001763
0762409819,0.0001749
0965857409,0.0001739
0679445013,0.0001738
0830723358,0.0001734
0679424954,0.0001728
1565113209,0.0001717
0972425403,0.0001708
0385490119,0.0001653
0937539260,0.0001639
1565113950,0.0001631
032416470X,0.0001605
186105193X,0.0001596
0814471773,0.0001589
0688160905,0.0001583
0446385077,0.0001578
0062518046,0.0001574
0029166837,0.0001569
0395920981,0.0001561
0688170358,0.0001556
0140258779,0.0001539
0375409076,0.0001521
1551800594,0.0001512
0694515957,0.000151
1555703704,0.0001506
0425181944,0.0001502
038550229X,0.0001499
0061008559,0.0001496
093022289X,0.0001491
1881760006,0.0001488
0140281584,0.0001478
0759680566,0.0001477
047138979X,0.0001472
0028642201,0.0001467
0486652327,0.0001459
0553379658,0.0001459
082259689X,0.0001455
1558606785,0.0001451
0805057552,0.0001449
157224268X,0.0001444
0195090594,0.0001441
0060194979,0.0001441
1573922110,0.0001439
0688179509,0.0001433
0883473437,0.0001432
0764173618,0.0001422
0395578205,0.0001417
0688169074,0.000141
047116044X,0.0001408
0520224566,0.0001408
157129046X,0.000139
0300076754,0.000138
1568581076,0.000137
0449909921,0.0001366
1571741054,0.0001361
0471392642,0.0001354
0071357696,0.0001352
0070647577,0.000135
0691026157,0.0001341
0658010786,0.0001337
0452283248,0.0001336
1559942800,0.0001322
0793107474,0.0001314
0743204794,0.0001312
0694523666,0.0001309
0873377885,0.0001307
0205302912,0.0001305
0812930967,0.0001305
1567313825,0.0001301
0922356572,0.0001299
0066621194,0.0001295
0070145113,0.0001295
0767902432,0.0001293
0393051242,0.0001292
0440506255,0.000129
1561707929,0.0001287
0671693409,0.0001282
0415240174,0.0001274
189395630X,0.000127
0789723700,0.0001264
0060928204,0.0001261
0538882425,0.000126
053453578X,0.0001258
0609801198,0.0001253
1567181554,0.000125
0937611107,0.0001247
0789404419,0.0001233
1559276517,0.0001223
047154860X,0.0001219
1879505444,0.0001198
1560871385,0.0001197
1577312309,0.0001194
0684800519,0.0001186
0873377931,0.0001181
0961413514,0.0001176
0375713425,0.0001174
0520221656,0.0001166
1571780998,0.0001162
1561707473,0.0001159
0871138298,0.0001159
1578050952,0.0001158
0374175233,0.0001147
0679778012,0.0001131
0375405909,0.0001119
0393048810,0.0001112
0809094894,0.0001108
0024104418,0.0001106
0694518018,0.0001104
1558608400,0.0001092
0140445102,0.0001088
0875166105,0.0001085
0195851161,0.0001085
0375501665,0.0001083
1893642011,0.0001081
0471396346,0.0001081
0520076699,0.0001074
053312977X,0.0001072
007137048X,0.0001072
0809227835,0.0001051
157805091X,0.0001042
1573222372,0.0001039
0471247014,0.0001039
0789437600,0.0001033
1573922390,0.0001032
0070066787,0.000103
0471122386,0.0001024
0941188299,0.0001012
068484821X,0.0001007
093502882X,0.0001007
0750641304,0.0001006
1578050391,0.0001005
1890132365,9.92e-05
1564557014,9.77e-05
0393057828,9.69e-05
1880317524,9.63e-05
1572580151,9.62e-05
1578860032,9.59e-05
0964010496,9.56e-05
1578512328,9.49e-05
0671745212,9.48e-05
0471247669,9.1e-05
0028624556,9.08e-05
083081308X,9.02e-05
0446670537,8.99e-05
0517123207,8.97e-05
0595219578,8.95e-05
0324066805,8.9e-05
1587620685,8.83e-05
0891079335,8.8e-05
0767904834,8.66e-05
0449002829,8.53e-05
0071343105,8.51e-05
0764550586,8.5e-05
1578511895,8.49e-05
0070696152,8.44e-05
0375418865,8.44e-05
0894908243,8.37e-05
1572580143,8.21e-05
1893756092,8.21e-05
0609606840,8.2e-05
159007078X,8.17e-05
0136119719,8.16e-05
0500278466,8.1e-05
0939040085,8.09e-05
0765701502,8.06e-05
0130669970,7.98e-05
0618056734,7.98e-05
0835607070,7.95e-05
8120801636,7.94e-05
0465084672,7.94e-05
0072472685,7.89e-05
0871136643,7.84e-05
0887309356,7.83e-05
020172913X,7.74e-05
0393039307,7.72e-05
047122703X,7.71e-05
0451201051,7.68e-05
0735712026,7.63e-05
0521576040,7.51e-05
156792025X,7.48e-05
0735710627,7.45e-05
0312866593,7.38e-05
055337446X,7.36e-05
1904151108,7.32e-05
0879695803,7.27e-05
1559632232,7.26e-05
0192880519,7.25e-05
1931412677,7.23e-05
1892525712,7.22e-05
060961083X,7.21e-05
1558680608,7.07e-05
1580083579,7.02e-05
0060928883,6.96e-05
0070327157,6.96e-05
0262610795,6.92e-05
0521092302,6.9e-05
0324065914,6.89e-05
0735712018,6.87e-05
0883684454,6.87e-05
0425178277,6.85e-05
0688172393,6.8e-05
0415223296,6.75e-05
1880393026,6.68e-05
0471015873,6.61e-05
0130102024,6.6e-05
0934986207,6.58e-05
0553379798,6.58e-05
0716733706,6.49e-05
0873375637,6.45e-05
1570250723,6.44e-05
0674576330,6.42e-05
0374158959,6.38e-05
0932102115,6.34e-05
0205315119,6.34e-05
059514506X,6.28e-05
0838417744,6.23e-05
031021467X,6.2e-05
0786887788,6.17e-05
0553371835,6.16e-05
0130646369,6.09e-05
0873375645,5.95e-05
0471123498,5.89e-05
1565114140,5.88e-05
0195078063,5.87e-05
0805330755,5.85e-05
1580622585,5.83e-05
0195066618,5.83e-05
0910311544,5.78e-05
1879505592,5.76e-05
0471315737,5.74e-05
0275974162,5.7e-05
0694523658,5.64e-05
0786868686,5.61e-05
026269185X,5.6e-05
0966085604,5.59e-05
0471394211,5.58e-05
0471250708,5.56e-05
0452269350,5.55e-05
0679738762,5.55e-05
1931468141,5.48e-05
0910311641,5.47e-05
0071363483,5.47e-05
0830822712,5.46e-05
0256112312,5.39e-05
0805330976,5.38e-05
1571740767,5.38e-05
1401900399,5.31e-05
0375418857,5.26e-05
0679761659,5.25e-05
0130840998,5.23e-05
0393316823,5.21e-05
0674006135,5.2e-05
0679746749,5.17e-05
0273643800,5.05e-05
0446386367,5.01e-05
0738202878,4.99e-05
0310920337,4.98e-05
0071376496,4.97e-05
060980281X,4.96e-05
0072396814,4.94e-05
0300087276,4.91e-05
0140260404,4.91e-05
0061096865,4.87e-05
0030212294,4.84e-05
0394588797,4.83e-05
0881846481,4.74e-05
0898628210,4.73e-05
1884956173,4.7e-05
0521379253,4.69e-05
0873378016,4.69e-05
0060956348,4.68e-05
1561706272,4.68e-05
0471390712,4.67e-05
0844244945,4.65e-05
1882940008,4.65e-05
0471180416,4.61e-05
0618206787,4.6e-05
039951838X,4.59e-05
0803282125,4.56e-05
0486404331,4.54e-05
0935755942,4.51e-05
0735201242,4.5e-05
0345432797,4.45e-05
0897933818,4.41e-05
0964130521,4.35e-05
0471144479,4.31e-05
1591391466,4.28e-05
0609806297,4.27e-05
0871592428,4.25e-05
1558196536,4.25e-05
1558686150,4.22e-05
0785275290,4.21e-05
0810840847,4.21e-05
0471384550,4.17e-05
1561707295,4.16e-05
0521457653,4.16e-05
0451625854,4.12e-05
1565922824,4.1e-05
0393092194,4.09e-05
0793138086,4.07e-05
038549517X,4.06e-05
0262621045,4.04e-05
0321062000,4.01e-05
0972020705,4e-05
0471515388,3.99e-05
0674816242,3.95e-05
1893384152,3.94e-05
1557094713,3.94e-05
0313232008,3.93e-05
0805365583,3.93e-05
0670031518,3.91e-05
0130423319,3.89e-05
1561701114,3.88e-05
0941380068,3.86e-05
0892839309,3.84e-05
0471085537,3.83e-05
0964965003,3.8e-05
0394572300,3.79e-05
0385030096,3.77e-05
0865713928,3.77e-05
158115030X,3.76e-05
0375401660,3.75e-05
0873378156,3.74e-05
0823058581,3.74e-05
0930323114,3.72e-05
0838409342,3.71e-05
0517205017,3.7e-05
0694524867,3.7e-05
0967686113,3.69e-05
0030221145,3.67e-05
0844231185,3.65e-05
0892819596,3.61e-05
0321112555,3.6e-05
0596000359,3.6e-05
0066210836,3.57e-05
0553375423,3.57e-05
0672321483,3.54e-05
0785270450,3.52e-05
0930031628,3.51e-05
0451190262,3.48e-05
0060196580,3.48e-05
0471190950,3.47e-05
0130749214,3.46e-05
1928607047,3.43e-05
0963600109,3.41e-05
0030244277,3.4e-05
1880559897,3.4e-05
0736901884,3.38e-05
0471330213,3.38e-05
0471378178,3.34e-05
0910019665,3.33e-05
0961413506,3.33e-05
0875849385,3.3e-05
0963600117,3.3e-05
0887308902,3.29e-05
0738204307,3.26e-05
0805319425,3.26e-05
0553374443,3.25e-05
0324182392,3.25e-05
1572241136,3.24e-05
007139687X,3.23e-05
1580083048,3.21e-05
0553214632,3.2e-05
1559947241,3.19e-05
0674006542,3.18e-05
0028642376,3.18e-05
0674002350,3.17e-05
0471291064,3.17e-05
0793154154,3.16e-05
0140245480,3.16e-05
0452280745,3.15e-05
0961413549,3.13e-05
0471387177,3.09e-05
0060976195,3.09e-05
1561706892,3.08e-05
0345429184,3.06e-05
0887309135,3.02e-05
1566634180,2.98e-05
0787902934,2.97e-05
0896081036,2.97e-05
0812929934,2.96e-05
0967686105,2.94e-05
0970116217,2.93e-05
0395902223,2.92e-05
0891348018,2.91e-05
0964988801,2.9e-05
1572481374,2.89e-05
0553272454,2.89e-05
0440506158,2.86e-05
0809232618,2.86e-05
0963401947,2.85e-05
0738204870,2.85e-05
0887307043,2.82e-05
0761508600,2.81e-05
0452281326,2.81e-05
0465006957,2.8e-05
0395608449,2.79e-05
0785264477,2.78e-05
0142000566,2.78e-05
0465030912,2.78e-05
0716727250,2.78e-05
0871319063,2.77e-05
0807047090,2.77e-05
0393972135,2.76e-05
0072501847,2.75e-05
0071373683,2.74e-05
013860925X,2.73e-05
0070358184,2.72e-05
0192892878,2.71e-05
061823974X,2.7e-05
0899666612,2.7e-05
1581150172,2.68e-05
0892812516,2.67e-05
0070066426,2.65e-05
1893956172,2.65e-05
0735711968,2.64e-05
0140444270,2.64e-05
0915035170,2.61e-05
0805365567,2.61e-05
0060012781,2.61e-05
1559635452,2.6e-05
1885068506,2.59e-05
0679600701,2.57e-05
0195092864,2.56e-05
0385502257,2.51e-05
0130866407,2.51e-05
0736907270,2.48e-05
0844281395,2.46e-05
1880394219,2.46e-05
0425081028,2.45e-05
0814406807,2.44e-05
0875848036,2.44e-05
0684846470,2.44e-05
1578565227,2.43e-05
0609611062,2.43e-05
0618149163,2.43e-05
1901250962,2.42e-05
0520225147,2.4e-05
0932666183,2.39e-05
053437610X,2.39e-05
0446676543,2.39e-05
0395907748,2.38e-05
0882791346,2.37e-05
1930004052,2.35e-05
0030258170,2.33e-05
0534378625,2.33e-05
0374159777,2.3e-05
0471580503,2.28e-05
0910311978,2.27e-05
0830816305,2.25e-05
0618127453,2.25e-05
0786198834,2.24e-05
1564968677,2.24e-05
0130262781,2.24e-05
0394553705,2.23e-05
0520217500,2.23e-05
0425142957,2.23e-05
0451627768,2.23e-05
1886806101,2.22e-05
0520202503,2.22e-05
1576600351,2.22e-05
0805373659,2.22e-05
1562863029,2.22e-05
0345428897,2.21e-05
007136479X,2.19e-05
073820210X,2.17e-05
0814404243,2.17e-05
0201328046,2.15e-05
0312258577,2.14e-05
0786406585,2.13e-05
0140264450,2.11e-05
0822020599,2.1e-05
0937765023,2.08e-05
1578515572,2.08e-05
0071381937,2.06e-05
0684840073,2.03e-05
0764526413,2.02e-05
0471401692,2.02e-05
1587620014,2e-05
0471285714,1.99e-05
1890132160,1.99e-05
0716734168,1.98e-05
0395985889,1.98e-05
0471035122,1.96e-05
0814477232,1.95e-05
0966279301,1.95e-05
0671671642,1.94e-05
0321078438,1.94e-05
0967206715,1.93e-05
006051471X,1.92e-05
0618141014,1.91e-05
0674000897,1.89e-05
0375751467,1.89e-05
020172149X,1.89e-05
0471409154,1.88e-05
0618052852,1.87e-05
0071359796,1.86e-05
0060652926,1.84e-05
1582971587,1.83e-05
0136797547,1.83e-05
1859734936,1.81e-05
0884198812,1.81e-05
0800785991,1.8e-05
0765603055,1.79e-05
0312877811,1.79e-05
019286212X,1.79e-05
0310920329,1.77e-05
0130103101,1.77e-05
0898795125,1.76e-05
0670888125,1.76e-05
0764586823,1.75e-05
0609803654,1.74e-05
0764550632,1.73e-05
1561704903,1.72e-05
0812933044,1.71e-05
014200121X,1.7e-05
0471382574,1.68e-05
039577019X,1.67e-05
1567185800,1.67e-05
0767900596,1.66e-05
0201172852,1.65e-05
0870341200,1.65e-05
0694523704,1.64e-05
0534235565,1.63e-05
047132146X,1.62e-05
0071370285,1.62e-05
0140157352,1.62e-05
074320641X,1.62e-05
0140172173,1.61e-05
0007153732,1.61e-05
0393318486,1.61e-05
1577662334,1.61e-05
1580650031,1.6e-05
1567310311,1.6e-05
0786407867,1.6e-05
0066619939,1.58e-05
0300072880,1.58e-05
0892563524,1.55e-05
1573929344,1.55e-05
158065004X,1.54e-05
0486229076,1.54e-05
0446386391,1.54e-05
0028740483,1.54e-05
0520225082,1.53e-05
0375406697,1.53e-05
0595210554,1.53e-05
0395908752,1.53e-05
1576752445,1.52e-05
0670882178,1.52e-05
0941188655,1.52e-05
0670874493,1.52e-05
1580081436,1.49e-05
1584500662,1.49e-05
0743201507,1.49e-05
0534534325,1.49e-05
039952598X,1.48e-05
0802839746,1.48e-05
B000066TPP,1.48e-05
0953881024,1.47e-05
0395948622,1.47e-05
0787956678,1.47e-05
0694525049,1.46e-05
0201567512,1.44e-05
0553212788,1.44e-05
067089155X,1.43e-05
0310219582,1.42e-05
0963837281,1.41e-05
1586637134,1.4e-05
0844232394,1.39e-05
0807047058,1.36e-05
0471008796,1.35e-05
B0000694WN,1.35e-05
0930323491,1.35e-05
1881554082,1.34e-05
0812568796,1.33e-05
0415146941,1.33e-05
0471215449,1.33e-05
0684837137,1.32e-05
1567313302,1.32e-05
1574532138,1.32e-05
1584500263,1.31e-05
0787946044,1.31e-05
074321613X,1.31e-05
068486407X,1.3e-05
0375725121,1.29e-05
0787960438,1.28e-05
0393974812,1.27e-05
0786870729,1.27e-05
0471214167,1.25e-05
1890132284,1.25e-05
0962067164,1.25e-05
0553712942,1.24e-05
0618035915,1.24e-05
1565923510,1.24e-05
047100720X,1.22e-05
0812926978,1.22e-05
1576752518,1.21e-05
0195089588,1.21e-05
155553001X,1.21e-05
0688169813,1.21e-05
1929177259,1.19e-05
0226058980,1.19e-05
0136279449,1.18e-05
0449908887,1.16e-05
0465031269,1.15e-05
1559271701,1.15e-05
1904151035,1.15e-05
0471329347,1.14e-05
0930323645,1.14e-05
0446526800,1.14e-05
0060984031,1.13e-05
0471641731,1.12e-05
0465069908,1.12e-05
0471225401,1.12e-05
1578565375,1.11e-05
0028635868,1.11e-05
0932813615,1.11e-05
0875846327,1.11e-05
0072441070,1.1e-05
1843330121,1.09e-05
0937611565,1.09e-05
1576600491,1.09e-05
0811835480,1.09e-05
156170878X,1.08e-05
1561700231,1.07e-05
031287782X,1.07e-05
0156072246,1.06e-05
1585421383,1.06e-05
1561504297,1.05e-05
1559633891,1.05e-05
0520064119,1.04e-05
1879237326,1.04e-05
1578518261,1.04e-05
079316978X,1.04e-05
0873374916,1.03e-05
1580626823,1.02e-05
0964988860,1.02e-05
0066620791,1.02e-05
0471352322,1.01e-05
0385029306,1.01e-05
0140240845,1e-05
047119557X,1e-05
0671739166,1e-05
0764554476,1e-05
0486425576,9.9e-06
0415187206,9.9e-06
0471384577,9.9e-06
0694524859,9.8e-06
1572242167,9.8e-06
0140143459,9.8e-06
0066620678,9.8e-06
0812931181,9.7e-06
076890241X,9.7e-06
0716735954,9.7e-06
0449908852,9.6e-06
0066620783,9.6e-06
0716742578,9.4e-06
0814402453,9.4e-06
0618056645,9.3e-06
0761530983,9.3e-06
0198503652,9.3e-06
0911589090,9.3e-06
0399527494,9.2e-06
0226467716,9.2e-06
068481868X,9.1e-06
0195138260,9e-06
0060956526,9e-06
0471383090,9e-06
0471246549,9e-06
0735202389,9e-06
0837709121,9e-06
0395981492,8.9e-06
0679762671,8.9e-06
0673467740,8.9e-06
0140432051,8.9e-06
079312610X,8.8e-06
0452270863,8.8e-06
0471133000,8.7e-06
0895948338,8.7e-06
0262540681,8.7e-06
0767908864,8.6e-06
0939490005,8.6e-06
0486299880,8.5e-06
0932102093,8.5e-06
0071373373,8.5e-06
1588790231,8.5e-06
