,number_of_visits
0882898701,0.0009871
0201328046,0.000965
0764104012,0.0009618
0486411249,0.0009583
0446529117,0.0009545
0573699216,0.0009219
0446314420,0.0008998
0887307396,0.0008812
0446673870,0.0008706
0743507096,0.0008672
1581152744,0.0008661
0967875501,0.0008538
0534261248,0.0008528
0787960756,0.0008506
0814403352,0.0008476
0070517827,0.000838
1571743030,0.0008322
0399527494,0.0008322
069100899X,0.0008125
0140436790,0.0008049
B000000NNX,0.0007895
0879803738,0.0007874
0800757106,0.0007815
0743462688,0.0007707
0787950343,0.0007694
0679420118,0.0007655
0934968144,0.0007619
0679736042,0.0007578
0439313899,0.0007252
1559277440,0.0007034
1401900399,0.0007021
081447795X,0.0006968
0967590809,0.000694
1582341338,0.0006709
093689489X,0.0006695
0910627096,0.0006621
1561794643,0.0006603
039373093X,0.0006553
157660084X,0.0006541
0451167228,0.0006488
1582971587,0.0006485
0471380717,0.0006473
0914955675,0.0006427
1582911037,0.0006421
0892214910,0.0006396
0684864061,0.0006306
1878901729,0.0006292
0072503661,0.0006289
089486971X,0.0006267
0738203866,0.0006263
068486312X,0.0006255
0805011714,0.0006088
0891079335,0.0006032
1561706892,0.0005961
002864168X,0.0005804
1840461365,0.0005695
0451167236,0.0005621
0679751114,0.0005605
0060920386,0.0005519
0471189626,0.0005513
0449214923,0.0005383
003018083X,0.0005375
0312186347,0.0005373
0738204870,0.0005372
0962992372,0.0005356
0471281395,0.0005272
0130103101,0.000527
0060527153,0.0005268
0140444955,0.0005244
0761509046,0.0005236
0393314758,0.0005181
0060977582,0.0005154
0553371835,0.0005116
041507892X,0.0005059
0750674601,0.0005017
1561452181,0.0005
1561452041,0.0005
0743522893,0.000498
019511552X,0.0004971
0553061771,0.0004941
0312964137,0.0004922
0312271921,0.0004885
1582342334,0.0004819
1581150172,0.0004802
0130669970,0.0004801
0875423574,0.0004778
0071362614,0.000476
0877849455,0.0004707
1574533320,0.0004686
1561703427,0.0004612
0871401622,0.0004529
0486408930,0.0004509
0872201473,0.0004457
0440576474,0.0004433
0262511231,0.0004422
0875420508,0.0004414
0452278376,0.000438
1582341036,0.0004341
0060951605,0.0004299
0823045404,0.0004278
1561703478,0.0004251
0070248176,0.0004227
B00000273U,0.0004196
0871402114,0.0004173
0471381403,0.0004085
0062735098,0.0003999
1580911005,0.000396
0735712506,0.0003828
0071387579,0.0003787
1570250723,0.0003775
186448070X,0.0003767
0684865424,0.0003761
0875421288,0.0003753
157174102X,0.0003708
0670031518,0.0003696
0140282025,0.0003615
0300079605,0.0003581
0793160294,0.0003559
0395502209,0.0003553
041522862X,0.0003552
0750631325,0.0003552
0674006542,0.0003539
0449215431,0.0003524
0060928204,0.0003513
0471155616,0.0003476
0679441247,0.0003469
0072352361,0.0003425
096167363X,0.0003406
0312310013,0.0003398
0517037351,0.0003368
1565114108,0.0003367
0960170642,0.0003345
0028615557,0.0003298
0312155549,0.0003246
0130195073,0.0003243
0875421849,0.0003213
0446670537,0.0003211
1560252758,0.0003201
0743500555,0.0003174
0881339393,0.0003169
0062500171,0.0003158
0449907848,0.0003154
0688178057,0.0003122
0830717765,0.0003111
0830819746,0.000311
0887309518,0.0003109
0452283612,0.0003106
0471008796,0.0003089
0072863641,0.0003013
0786198834,0.000299
0553081322,0.0002986
0415285941,0.0002953
0385265425,0.0002935
1577311140,0.0002935
0793136644,0.0002916
0060196580,0.0002883
0060523794,0.0002765
1576832201,0.0002738
0738202762,0.0002728
0451625250,0.0002724
0312209045,0.0002714
0486275639,0.0002711
0830819711,0.0002693
0870520717,0.0002691
0395742838,0.0002646
1565113209,0.0002628
0872204529,0.0002623
0395907748,0.0002623
158065004X,0.000261
0312119089,0.000259
0471384550,0.0002539
0618127453,0.0002483
039472903X,0.0002479
0471247391,0.0002462
0679762698,0.0002455
039952827X,0.0002438
1559942789,0.0002433
0201727013,0.0002423
0262632551,0.0002421
0226505235,0.0002418
1561701114,0.0002344
0140159940,0.0002323
0520077776,0.0002308
0684859955,0.0002285
156170671X,0.0002272
1571741593,0.0002266
1572242299,0.0002265
068486407X,0.0002255
1571740872,0.0002244
0060516402,0.0002238
0310521815,0.0002217
0830822208,0.0002214
1565544315,0.0002205
0812933060,0.0002203
0743227581,0.0002197
0471988456,0.0002187
B000002BRB,0.0002186
076790088X,0.0002155
1879505495,0.0002142
0066210879,0.0002131
0072358386,0.0002057
1928607047,0.0002052
0440582253,0.0002048
0130840998,0.0002031
1578511240,0.0002029
0691020310,0.0002027
0394298314,0.0002026
156511521X,0.0002021
0060527161,0.0002001
0679740422,0.0001998
0875964524,0.0001984
0534925618,0.0001978
0684863758,0.0001964
0520224558,0.0001961
0671723650,0.0001944
0375705619,0.0001939
0679731148,0.0001894
0070561311,0.0001887
0743510119,0.0001883
0226245322,0.0001883
047157581X,0.0001858
0440223067,0.0001849
0471370088,0.0001841
0072512601,0.0001801
0393019586,0.0001795
0072294345,0.0001791
0446676675,0.0001769
0072294337,0.0001749
0965026183,0.0001746
0787947636,0.0001746
1891984012,0.0001733
0140278796,0.0001732
0375753494,0.0001702
1884956041,0.0001699
0226467759,0.0001683
0694522120,0.0001676
0967059844,0.0001674
059522055X,0.0001662
0030293235,0.0001633
0060938455,0.0001627
0534378625,0.0001616
0060956526,0.0001576
0684869683,0.0001573
0226245330,0.0001568
0312133081,0.0001547
1585670839,0.0001495
1578050952,0.000148
0060566108,0.000147
0674510534,0.0001444
0670891924,0.0001426
0838417744,0.000139
0687084164,0.0001384
0140390154,0.0001376
0826316530,0.0001373
0520229029,0.0001367
0072495839,0.000134
006052944X,0.0001327
0793144337,0.0001315
0071419721,0.0001304
0130133817,0.0001289
0805047603,0.0001277
0375409122,0.0001268
1578512611,0.0001218
0380793296,0.0001211
0393046222,0.0001209
0451628810,0.0001208
0195115511,0.0001206
0965857409,0.0001203
087584801X,0.0001198
047132146X,0.0001193
0963910337,0.0001173
0394715195,0.0001157
0449213315,0.0001142
1580650031,0.0001124
0395908752,0.0001122
0679450807,0.000111
0960170626,0.0001107
0310250005,0.0001097
B0000029BV,0.0001093
0875848362,0.0001081
0553528521,0.0001064
0070610479,0.000105
0471330213,0.0001049
0887306187,0.0001048
158115030X,0.0001047
0929765737,0.0001041
1880759756,0.0001039
0030259517,0.0001038
0066619912,0.0001033
0671201581,0.0001033
1561703737,0.0001028
1561704741,0.0001018
0321023978,0.0001017
1568600739,0.0001016
188516730X,9.98e-05
156860064X,9.92e-05
0671213326,9.77e-05
0971872317,9.72e-05
0743507088,9.67e-05
0875420036,9.67e-05
0452281539,9.66e-05
0768909031,9.65e-05
1582970033,9.58e-05
0195218892,9.55e-05
0814403123,9.51e-05
0471170305,9.45e-05
0030247519,9.44e-05
0671582488,9.37e-05
0198700555,9.34e-05
0395962870,9.33e-05
0966583221,9.28e-05
0805330755,9.08e-05
0066619920,9.05e-05
0393038920,9.04e-05
0139519483,8.93e-05
0393317544,8.91e-05
0030270189,8.87e-05
0674361539,8.87e-05
0375406697,8.87e-05
0226245349,8.85e-05
0226750213,8.81e-05
0534386393,8.79e-05
0844235563,8.66e-05
1571741631,8.65e-05
0312203438,8.62e-05
0201710382,8.6e-05
1561706531,8.58e-05
0321091027,8.49e-05
0521658225,8.42e-05
0887309526,8.4e-05
0787909386,8.35e-05
0679738762,8.3e-05
0814470734,8.3e-05
0521576040,8.29e-05
0757000002,8.25e-05
1886093040,8.2e-05
0314223169,8.19e-05
0553343661,8.18e-05
0465072690,8.12e-05
1582341087,8.06e-05
0449911470,8.04e-05
0886851890,7.97e-05
0471348147,7.93e-05
0486425576,7.9e-05
1559632232,7.89e-05
0658001353,7.86e-05
0520064119,7.85e-05
0553212788,7.84e-05
0471183415,7.79e-05
0716736934,7.67e-05
0073039373,7.67e-05
0195215737,7.61e-05
0062725009,7.54e-05
0860916464,7.5e-05
0671872761,7.38e-05
039586061X,7.31e-05
0425161692,7.29e-05
0256211337,7.24e-05
0786870699,7.14e-05
0816035482,7.05e-05
140250862X,7.01e-05
0486268721,7e-05
0898797756,7e-05
089879420X,6.94e-05
0385427204,6.93e-05
0735200491,6.84e-05
0030212294,6.83e-05
0595203841,6.83e-05
0787940135,6.81e-05
1588620921,6.78e-05
0805373659,6.76e-05
1559277432,6.76e-05
0767900596,6.73e-05
0130122173,6.7e-05
0786887400,6.7e-05
0875163238,6.64e-05
0471387177,6.56e-05
0471037397,6.56e-05
0716735954,6.54e-05
0321062000,6.39e-05
0743528360,6.37e-05
0198270127,6.29e-05
0471174696,6.25e-05
083081972X,6.23e-05
0312154291,6.19e-05
0471155144,6.17e-05
0395985889,6.09e-05
0787951722,6.06e-05
0393318486,6.01e-05
1576601234,5.99e-05
1556237308,5.97e-05
0879804351,5.93e-05
1574533029,5.9e-05
013016559X,5.88e-05
0658005006,5.88e-05
0684869195,5.84e-05
0919345921,5.82e-05
0130185256,5.82e-05
0136638236,5.78e-05
0898799775,5.77e-05
1561706094,5.76e-05
156924801X,5.73e-05
1582970440,5.72e-05
1580621953,5.68e-05
1578565529,5.6e-05
061823974X,5.59e-05
0256099391,5.57e-05
0521457300,5.57e-05
0486248631,5.56e-05
039577019X,5.52e-05
0786305541,5.52e-05
1568600615,5.5e-05
B0000787EV,5.49e-05
0805386882,5.48e-05
188495622X,5.47e-05
006052085X,5.45e-05
1581150210,5.44e-05
0072501790,5.41e-05
156731239X,5.35e-05
1883955181,5.32e-05
093696507X,5.32e-05
0415189853,5.32e-05
1564145905,5.32e-05
0446523216,5.29e-05
0674510410,5.27e-05
0609804952,5.26e-05
0670881465,5.26e-05
0875421261,5.22e-05
0767903021,5.08e-05
0195152832,5.07e-05
0471409154,5.05e-05
0804743851,5.05e-05
1577662334,5.03e-05
0198750242,5.03e-05
1587620685,5.01e-05
0030259622,4.99e-05
0860918963,4.96e-05
0195083520,4.96e-05
0321014219,4.93e-05
053437610X,4.91e-05
1571741097,4.9e-05
069102832X,4.86e-05
0071386262,4.85e-05
0201770369,4.82e-05
0787948039,4.79e-05
0618141014,4.74e-05
0716742578,4.74e-05
0071376712,4.74e-05
1567183042,4.72e-05
0465005225,4.7e-05
0820315311,4.66e-05
0446678295,4.62e-05
0030244277,4.62e-05
0310221498,4.61e-05
068486603X,4.6e-05
0534534325,4.6e-05
0140173188,4.59e-05
0066211298,4.59e-05
0937611565,4.58e-05
0340740361,4.55e-05
1582341400,4.53e-05
0764550349,4.53e-05
1561702137,4.52e-05
0300087276,4.5e-05
0671536648,4.49e-05
0743522869,4.48e-05
0735712026,4.42e-05
0312235003,4.33e-05
0060092610,4.32e-05
0962141526,4.31e-05
0553213407,4.3e-05
0972349502,4.29e-05
1571742255,4.29e-05
0471391166,4.28e-05
0395948622,4.22e-05
0716734168,4.19e-05
156170878X,4.14e-05
1576737373,4.14e-05
0805330976,4.13e-05
1901250962,4.12e-05
0800757173,4.09e-05
0761514414,4.04e-05
0446691437,4.03e-05
0136279449,3.97e-05
0520202503,3.94e-05
0130293202,3.84e-05
158567088X,3.83e-05
0440504910,3.81e-05
039373031X,3.8e-05
0618035915,3.78e-05
0805319425,3.74e-05
0375413251,3.72e-05
0415043182,3.69e-05
0937611727,3.67e-05
0201719797,3.66e-05
0312421435,3.6e-05
0452272815,3.58e-05
0131001175,3.54e-05
020172149X,3.54e-05
1571741615,3.53e-05
0136797547,3.52e-05
1586635808,3.51e-05
0805063897,3.51e-05
1855381125,3.49e-05
0486229076,3.46e-05
0262530708,3.41e-05
0030221145,3.4e-05
0071401946,3.39e-05
0716744732,3.38e-05
970050204X,3.38e-05
0471899992,3.37e-05
0465005217,3.36e-05
0929652010,3.36e-05
0452010713,3.33e-05
0201172852,3.32e-05
0762706600,3.3e-05
0609609580,3.28e-05
0486290735,3.28e-05
0226253252,3.27e-05
1581151993,3.25e-05
1571741186,3.24e-05
0066620562,3.22e-05
0658010786,3.19e-05
0070066426,3.15e-05
B0000025H2,3.1e-05
069452607X,3.09e-05
1567182577,3.09e-05
0226284182,3.08e-05
157660053X,2.98e-05
0452283698,2.95e-05
1580626823,2.92e-05
0140444270,2.91e-05
0534385419,2.88e-05
083082233X,2.88e-05
0007133235,2.88e-05
0486401960,2.85e-05
0521645506,2.85e-05
0688161499,2.85e-05
0684863022,2.85e-05
0679431349,2.83e-05
0761563520,2.79e-05
0812098528,2.79e-05
0393730778,2.77e-05
1578591147,2.74e-05
089879997X,2.72e-05
0395522641,2.7e-05
0658000640,2.7e-05
0871138298,2.69e-05
0787909467,2.69e-05
1865082309,2.68e-05
1558680608,2.65e-05
1581150296,2.64e-05
0618334661,2.64e-05
067481200X,2.64e-05
0375703195,2.63e-05
0256262195,2.6e-05
0809224380,2.58e-05
037550317X,2.57e-05
0226476510,2.57e-05
0805365567,2.56e-05
0415223296,2.55e-05
188491019X,2.54e-05
0787947644,2.54e-05
0521328675,2.52e-05
0312258577,2.51e-05
0764586823,2.5e-05
0764552090,2.49e-05
0028638352,2.48e-05
0743528379,2.47e-05
0936783214,2.45e-05
0750641304,2.45e-05
076241507X,2.43e-05
039951838X,2.42e-05
1577310160,2.42e-05
0061044482,2.39e-05
0446525561,2.39e-05
1557094489,2.39e-05
0066621194,2.38e-05
0761522212,2.37e-05
0130355496,2.36e-05
0691023476,2.36e-05
0671657135,2.35e-05
B000002BVB,2.34e-05
0970118503,2.32e-05
1884956025,2.31e-05
0553281828,2.3e-05
0875421210,2.29e-05
0966583299,2.28e-05
1564144941,2.26e-05
0140266933,2.25e-05
0674171039,2.24e-05
0937611107,2.19e-05
0671735578,2.17e-05
0963405594,2.17e-05
0899666957,2.14e-05
0060931175,2.13e-05
1568600461,2.13e-05
B00000DF9H,2.12e-05
0967156548,2.11e-05
0884151158,2.11e-05
1576830284,2.1e-05
0471498114,2.1e-05
0847823784,2.08e-05
0471035122,2.07e-05
0767909143,2.07e-05
0312110014,2.06e-05
1570715114,2.06e-05
B0000025RO,2.02e-05
0898799309,2.02e-05
0830822763,1.98e-05
0738702544,1.98e-05
0743507800,1.97e-05
1563524694,1.97e-05
0762412550,1.97e-05
0071362460,1.95e-05
0385058985,1.95e-05
097173304X,1.93e-05
0937611603,1.93e-05
0809094894,1.93e-05
0375418865,1.91e-05
0873379101,1.89e-05
0062732781,1.87e-05
1568600631,1.87e-05
0941188361,1.87e-05
031220955X,1.86e-05
0132663546,1.86e-05
0471177903,1.85e-05
0812211650,1.84e-05
0887309135,1.83e-05
1561700231,1.83e-05
0894803123,1.79e-05
0937611506,1.79e-05
0471250686,1.78e-05
003018682X,1.78e-05
1558747524,1.76e-05
0807845884,1.75e-05
0814478603,1.75e-05
0300001479,1.74e-05
0814477631,1.72e-05
0883658941,1.72e-05
0195141628,1.71e-05
0609801198,1.71e-05
0471213268,1.7e-05
1561703281,1.7e-05
0072528788,1.7e-05
1561706272,1.68e-05
0684850222,1.68e-05
0471363294,1.68e-05
0451174127,1.68e-05
0471355941,1.67e-05
0679603255,1.67e-05
094118823X,1.67e-05
0872186210,1.67e-05
0812929233,1.66e-05
0030212146,1.66e-05
0764112503,1.65e-05
0534235565,1.65e-05
074346303X,1.64e-05
0451524977,1.63e-05
0452280559,1.61e-05
0471190950,1.61e-05
0452266602,1.6e-05
0691086796,1.59e-05
0471165654,1.59e-05
0738700924,1.59e-05
0618149163,1.56e-05
0140260234,1.55e-05
0892563524,1.54e-05
0887307663,1.53e-05
0814407722,1.53e-05
0395902223,1.52e-05
1571740481,1.51e-05
1559634863,1.49e-05
1886284253,1.48e-05
1880559897,1.48e-05
067976268X,1.48e-05
0761508600,1.47e-05
1565115759,1.47e-05
1879505509,1.47e-05
0802134017,1.45e-05
1930097441,1.45e-05
0201407191,1.44e-05
0312289774,1.44e-05
0135296374,1.43e-05
0446384062,1.42e-05
0805062262,1.42e-05
0312143435,1.42e-05
0972488901,1.39e-05
078212187X,1.38e-05
0938935127,1.38e-05
0673467740,1.37e-05
0609606840,1.37e-05
0449911772,1.36e-05
0130272930,1.34e-05
0553214640,1.34e-05
1929936001,1.34e-05
9700511294,1.33e-05
1580081975,1.31e-05
0962067164,1.31e-05
1585360775,1.3e-05
1574101374,1.3e-05
1558607838,1.3e-05
0060958405,1.28e-05
0451205367,1.28e-05
0743212126,1.25e-05
0240803981,1.25e-05
0873376080,1.25e-05
0962580392,1.24e-05
097197540X,1.24e-05
158297120X,1.24e-05
1578512328,1.24e-05
0486277909,1.22e-05
0072396814,1.22e-05
0892814241,1.22e-05
0786868414,1.22e-05
0449001113,1.21e-05
0471352322,1.21e-05
0072909994,1.21e-05
0471215449,1.2e-05
0767904834,1.2e-05
0803958633,1.18e-05
0716733706,1.18e-05
0446677450,1.18e-05
0486299880,1.17e-05
0060988290,1.17e-05
0684809303,1.16e-05
0966103254,1.16e-05
1573453919,1.16e-05
0887307043,1.16e-05
0226467716,1.15e-05
0321078438,1.15e-05
0887309593,1.13e-05
0314258590,1.12e-05
0195128087,1.12e-05
006000973X,1.1e-05
0471061905,1.1e-05
1573241997,1.09e-05
0694526479,1.09e-05
020168859X,1.08e-05
1561707473,1.07e-05
082542366X,1.07e-05
0911589090,1.07e-05
0201637731,1.07e-05
0879804475,1.06e-05
0195142365,1.06e-05
0787951390,1.03e-05
0240804775,1.03e-05
0802131255,1.03e-05
0873646258,1.03e-05
0809231026,1.02e-05
0375418857,1.01e-05
1569246297,9.9e-06
0345410149,9.8e-06
0671646788,9.8e-06
0767904842,9.8e-06
0809227835,9.7e-06
1575024128,9.7e-06
1587622084,9.7e-06
0814406785,9.6e-06
0395588685,9.5e-06
0618104682,9.5e-06
0889651507,9.5e-06
1588276686,9.5e-06
0830723358,9.5e-06
1558196536,9.4e-06
1578511445,9.4e-06
0060187654,9.3e-06
067179437X,9.3e-06
0060092629,9.1e-06
0609608398,9e-06
027364436X,8.9e-06
0062731696,8.8e-06
1584500662,8.8e-06
0130866407,8.8e-06
0875421296,8.8e-06
0964744805,8.7e-06
0071391347,8.7e-06
0844285242,8.7e-06
0674839757,8.7e-06
0875420486,8.6e-06
0805072675,8.5e-06
0966638328,8.4e-06
0743517814,8.4e-06
0671766414,8.4e-06
0136119719,8.3e-06
0812933044,8.3e-06
1557091056,8.2e-06
1567186882,8.2e-06
081331951X,8.2e-06
0310920329,8.1e-06
0735711186,8.1e-06
1877864587,8.1e-06
0963626841,8.1e-06
0451526201,8.1e-06
1879618001,8e-06
0312152159,8e-06
0743201140,8e-06
0694521973,7.9e-06
0394572300,7.8e-06
0062503731,7.8e-06
188722906X,7.8e-06
0887306667,7.8e-06
0062516043,7.8e-06
156414481X,7.7e-06
0972446222,7.7e-06
1567182526,7.7e-06
0816034141,7.6e-06
1580632041,7.6e-06
0688149499,7.6e-06
0787957127,7.6e-06
0787900338,7.6e-06
0887307280,7.5e-06
1586635603,7.4e-06
1559271701,7.4e-06
0262691914,7.4e-06
0793131677,7.4e-06
1559277297,7.4e-06
1557094713,7.1e-06
0471592242,7.1e-06
1561707295,7.1e-06
0452270545,7.1e-06
0899664164,7.1e-06
1565075331,7.1e-06
0060185481,7.1e-06
0738201561,7.1e-06
1565077822,7.1e-06
0310214785,7e-06
0691018545,7e-06
0130873047,7e-06
0806502002,6.9e-06
0060938463,6.9e-06
1572241136,6.9e-06
1881052818,6.8e-06
0897933818,6.8e-06
0787958476,6.8e-06
0814405185,6.7e-06
1401901123,6.7e-06
094839059X,6.7e-06
0764173618,6.7e-06
0195851161,6.7e-06
0814470254,6.7e-06
0674004124,6.6e-06
030681076X,6.5e-06
1567315682,6.5e-06
0873647289,6.5e-06
0877283486,6.5e-06
0688014291,6.4e-06
0941394034,6.4e-06
0735711968,6.3e-06
0838409342,6.3e-06
0735711704,6.3e-06
155935271X,6.2e-06
1564144356,6.2e-06
0137935633,6.2e-06
0060526564,6.2e-06
0256214395,6.1e-06
0787910430,6.1e-06
1567180868,6.1e-06
0030314038,6.1e-06
0738202878,6.1e-06
0674328035,6.1e-06
0192834371,6.1e-06
1567181120,6e-06
0940795027,6e-06
1887229094,6e-06
0393003981,6e-06
0679420436,6e-06
0877288747,5.9e-06
0814471234,5.9e-06
0028639456,5.8e-06
0671043218,5.7e-06
1886806101,5.6e-06
0872205525,5.6e-06
0672321513,5.6e-06
0471120294,5.6e-06
1576600963,5.6e-06
087516000X,5.5e-06
0812928202,5.5e-06
1580622577,5.5e-06
0812933052,5.5e-06
0802139752,5.5e-06
0553473212,5.4e-06
055337978X,5.4e-06
0739302752,5.4e-06
0060007737,5.4e-06
0446677477,5.4e-06
0735710791,5.3e-06
1561707929,5.3e-06
0944435092,5.2e-06
0875846327,5.2e-06
0812568796,5.2e-06
1882577981,5.2e-06
0471293393,5.2e-06
1564145751,5.2e-06
0679726136,5.1e-06
0375405909,5.1e-06
0787940216,5.1e-06
0375403299,5.1e-06
0805045686,5e-06
0970058705,5e-06
0062501496,5e-06
1580910998,4.9e-06
1558605347,4.9e-06
0446675210,4.9e-06
0071402314,4.8e-06
0395907713,4.8e-06
002900151X,4.8e-06
1561704903,4.8e-06
0252068920,4.8e-06
0471378178,4.7e-06
1555422535,4.7e-06
0572023405,4.7e-06
0826447139,4.7e-06
0735201811,4.6e-06
0140127224,4.6e-06
1574532960,4.5e-06
0471285927,4.5e-06
0694526088,4.5e-06
068483801X,4.5e-06
0875421318,4.5e-06
0133033899,4.5e-06
0684837196,4.5e-06
0030326214,4.5e-06
0915005069,4.4e-06
1580627560,4.4e-06
0273649167,4.4e-06
0932102093,4.4e-06
0071356177,4.4e-06
0805832149,4.4e-06
0310215323,4.4e-06
0195218884,4.3e-06
0962141542,4.3e-06
0446677000,4.3e-06
0553110233,4.3e-06
0679768092,4.3e-06
0875421202,4.3e-06
0618052852,4.3e-06
0672316498,4.3e-06
0967959160,4.3e-06
0965096564,4.3e-06
0671887076,4.3e-06
0883780305,4.2e-06
0451628012,4.2e-06
093530066X,4.2e-06
013012897X,4.2e-06
0786884274,4.2e-06
013388158X,4.2e-06
0809058405,4.2e-06
1558608400,4.2e-06
0890894884,4.2e-06
1576600122,4.2e-06
0761521305,4.2e-06
0471417920,4.1e-06
0385476345,4.1e-06
0375403493,4.1e-06
0393314723,4.1e-06
0471144479,4.1e-06
0520215680,4.1e-06
0471133922,4.1e-06
0385260954,4.1e-06
0735710627,4.1e-06
0262661284,4.1e-06
0910924007,4e-06
1881451356,4e-06
0380785080,4e-06
0471409189,4e-06
0944918042,4e-06
0671733354,4e-06
0937611069,4e-06
0446386367,4e-06
1576752518,4e-06
068482356X,4e-06
0898798248,3.9e-06
1578565227,3.9e-06
0446531774,3.9e-06
0671708821,3.9e-06
087542127X,3.9e-06
087337603X,3.9e-06
1564146200,3.9e-06
1578565375,3.8e-06
0071382313,3.8e-06
1570429979,3.8e-06
1586214713,3.8e-06
0385237847,3.8e-06
089089910X,3.8e-06
0787955116,3.8e-06
0520221656,3.8e-06
1587620014,3.8e-06
0966103203,3.8e-06
0553210750,3.7e-06
002907990X,3.7e-06
0071360530,3.7e-06
0831400447,3.7e-06
0385504454,3.7e-06
1580624588,3.7e-06
0300076754,3.7e-06
0789723700,3.7e-06
0140189858,3.6e-06
1564965163,3.6e-06
1886785031,3.6e-06
0316353000,3.6e-06
0812932870,3.6e-06
1581802366,3.6e-06
0140431950,3.6e-06
0671618601,3.6e-06
0066214076,3.6e-06
0446394971,3.5e-06
0679603158,3.5e-06
080652071X,3.5e-06
1559270608,3.5e-06
0471415138,3.5e-06
0671635301,3.5e-06
0070610495,3.5e-06
0793160278,3.5e-06
1581150784,3.5e-06
0671581864,3.5e-06
1560006218,3.5e-06
0884198812,3.5e-06
0671790234,3.5e-06
0671691406,3.5e-06
0070450986,3.5e-06
0066214688,3.4e-06
0619059621,3.4e-06
1560525800,3.4e-06
0136328601,3.4e-06
0691056579,3.4e-06
0071410945,3.4e-06
1559276673,3.4e-06
0395907683,3.4e-06
047116044X,3.4e-06
1565544269,3.4e-06
0966103289,3.4e-06
0738201057,3.3e-06
1559276517,3.3e-06
0131014986,3.3e-06
086543171X,3.3e-06
0873646215,3.3e-06
0875421245,3.3e-06
1558686150,3.3e-06
0671708635,3.3e-06
073820482X,3.3e-06
0139570020,3.3e-06
0919345530,3.3e-06
0738701920,3.3e-06
1567186432,3.3e-06
0451190262,3.2e-06
0671765914,3.2e-06
