,number_of_visits
1561840262,0.0002912
0440507545,0.0002909
0071418717,0.0002908
0738205141,0.0002908
0201703394,0.00029
0684855313,0.0002897
0070242674,0.0002897
0684834316,0.0002896
0966234138,0.0002894
073820482X,0.0002894
1573227358,0.0002888
0312958684,0.0002886
1878901729,0.0002884
0836280849,0.0002877
1565075331,0.0002875
0471527092,0.0002875
0130165832,0.0002863
0060931159,0.0002855
0684803313,0.0002852
0226320618,0.0002852
0449911640,0.0002851
0452281172,0.0002848
0140173188,0.0002847
0071379304,0.0002844
0062501496,0.0002844
0814477186,0.0002842
0787953105,0.0002836
0785266666,0.0002835
081440765X,0.0002831
0679754938,0.000283
0911226311,0.0002827
013979591X,0.0002826
0671739891,0.0002823
0446670642,0.0002822
0787955086,0.0002822
0679751114,0.0002821
0553378589,0.0002819
0440505003,0.0002817
0941599191,0.0002816
0875848036,0.0002816
156860064X,0.0002805
0029055156,0.0002803
0887309836,0.0002803
080078412X,0.0002802
1572240229,0.0002799
0446529575,0.0002792
0679762884,0.0002791
047102466X,0.0002789
0553210092,0.0002784
0553379658,0.000278
0130462152,0.0002777
0767903730,0.0002773
0070610479,0.0002767
0060012781,0.0002765
0749432187,0.0002765
0967206715,0.0002763
052180079X,0.0002759
0060973358,0.0002757
020530902X,0.0002756
0140235310,0.0002753
0842345523,0.0002751
0887309135,0.0002748
0312199880,0.0002744
0805040978,0.0002742
0316180661,0.0002737
158180055X,0.0002737
0898621283,0.0002736
0071357807,0.0002731
0486277879,0.000273
0671761552,0.0002729
0385262426,0.0002729
076191269X,0.0002727
0071362363,0.0002725
0380810336,0.0002724
0915035634,0.0002723
0735200394,0.0002721
0970214308,0.0002716
0070329338,0.0002714
0385472560,0.0002704
0071410945,0.0002704
0443062617,0.00027
006251184X,0.0002696
0967916208,0.0002694
0028741129,0.000269
0761521496,0.0002685
0440202019,0.000268
0140260404,0.0002676
0812210379,0.0002674
0967509912,0.0002666
0671797506,0.0002665
031021467X,0.0002663
051509028X,0.0002662
0875165060,0.0002661
0785243038,0.0002661
1569244979,0.0002659
0767900421,0.0002653
0471136174,0.0002651
1572242582,0.0002651
0874779766,0.000265
0823023753,0.0002649
0375705619,0.0002649
0029113121,0.0002648
0967187109,0.0002647
1885167296,0.0002645
0671885251,0.0002644
0156007088,0.0002643
0133036030,0.0002641
0671657860,0.000264
0743525051,0.0002639
0875844405,0.0002639
0312284543,0.0002638
0399525408,0.0002636
0440507561,0.0002632
1573920339,0.0002631
0060922583,0.0002631
0471382477,0.0002631
0310250005,0.0002629
079316799X,0.0002627
0812931181,0.0002623
0679731148,0.000262
0961320303,0.000262
0062503421,0.0002615
0449911624,0.0002614
0875166105,0.0002614
0195142365,0.0002613
0399527494,0.0002611
0671733419,0.0002609
0156329301,0.0002608
0671746219,0.0002605
0375420797,0.0002604
0735710627,0.0002599
0380807009,0.0002598
0029001013,0.0002597
0060955899,0.0002595
0875847897,0.0002594
0786868244,0.0002593
1573240834,0.0002591
0060523794,0.000259
1561705357,0.000258
002864168X,0.0002575
1931866007,0.0002574
0130411507,0.0002573
0743529065,0.0002567
0764554816,0.0002564
0471430676,0.0002563
014044095X,0.000256
1578511933,0.0002558
0679762698,0.0002557
0471291986,0.0002556
140190131X,0.0002555
0060915870,0.0002554
0060913916,0.0002553
0887306152,0.0002552
0130090255,0.0002548
0786868236,0.0002546
0446530867,0.0002543
0142002488,0.0002539
1561707295,0.0002539
0967059844,0.0002535
0877282463,0.0002533
0764112945,0.0002527
1857883039,0.0002524
1578511437,0.0002521
0446520942,0.0002517
093404113X,0.0002517
0875420133,0.0002515
0684863758,0.0002515
0471409154,0.0002514
1578511429,0.0002513
0761528172,0.000251
1571743847,0.000251
0875163017,0.000251
1569246297,0.0002509
0884151158,0.0002507
0324071515,0.0002505
1580624820,0.0002502
091822635X,0.0002502
0226468011,0.00025
0964326191,0.0002496
0609809091,0.0002492
0942061411,0.0002489
1580174485,0.0002485
0743214285,0.0002485
0875163025,0.0002485
1891279025,0.0002484
006251783X,0.0002484
0446691437,0.0002481
0967875501,0.000248
1578512549,0.0002479
1878424092,0.0002476
1567181414,0.0002474
0471119601,0.0002473
0738204307,0.0002463
0735202869,0.0002461
0814479421,0.000246
0471578266,0.000246
0966431200,0.0002457
0062503642,0.0002451
1561703478,0.0002451
0844232424,0.000245
0684853108,0.0002449
0738703109,0.0002447
0785243631,0.0002446
0380785080,0.0002446
0072482567,0.0002444
0894803123,0.000244
0865475784,0.000244
0684811634,0.000244
0814471234,0.0002438
0875426638,0.0002437
0071380396,0.0002437
0201570483,0.0002433
0684841479,0.000243
0743228626,0.0002428
1561708291,0.0002427
1576751198,0.0002425
0553375407,0.0002417
0875849385,0.0002415
0471144479,0.0002408
0787908703,0.0002407
1568848684,0.0002404
0967098807,0.0002401
0688168507,0.00024
0060081988,0.00024
0062503790,0.0002399
0930323114,0.0002397
157675006X,0.0002397
0452276853,0.0002397
0553281097,0.0002395
1571740767,0.0002395
1564143961,0.0002392
0970058705,0.0002388
088730995X,0.0002387
0898154081,0.0002384
020172149X,0.0002383
0553375490,0.0002382
091581109X,0.0002378
1580622054,0.0002378
0071352872,0.0002374
0764550616,0.0002368
1582341036,0.0002366
0738204412,0.0002365
0740733370,0.0002364
0070062188,0.0002362
0743526589,0.0002357
0375407731,0.0002356
0761510001,0.0002356
0809247992,0.0002355
013026248X,0.0002353
1879237237,0.000235
0609805797,0.0002349
0060653019,0.0002349
0380006766,0.0002346
1580083110,0.0002345
0449003612,0.0002344
0743462688,0.0002339
0809105543,0.0002338
0060934484,0.0002338
0471159034,0.0002337
1576751244,0.0002337
1558505113,0.0002334
0312143427,0.0002332
0425099997,0.0002329
1576750191,0.0002328
0062513710,0.0002318
0814478808,0.0002315
0452278376,0.0002315
0060971843,0.0002312
1573241776,0.0002311
0393322343,0.0002311
0452272041,0.000231
0844232432,0.0002309
0060938463,0.0002309
0684827085,0.0002308
0471126500,0.0002308
0809225034,0.0002307
0471361909,0.0002307
0631231366,0.0002305
0385421311,0.0002304
155927204X,0.0002299
0671708260,0.0002297
0787955132,0.0002295
0812927427,0.0002293
0399523820,0.0002291
0273649167,0.0002291
0871319055,0.0002289
0312954115,0.0002289
0415222818,0.0002288
0679768092,0.0002288
0070653283,0.0002287
0875421210,0.0002282
0963266713,0.0002281
1559770295,0.000228
0520054539,0.0002278
0465056741,0.0002277
038549369X,0.0002273
157174102X,0.0002273
0201626950,0.0002272
0787903620,0.0002272
1565636260,0.0002271
1571741402,0.0002271
0915132370,0.0002263
1580623026,0.0002262
0679758569,0.0002262
0070580561,0.0002257
0451174127,0.0002255
0735710740,0.0002254
0875848974,0.000225
1572242299,0.000225
0684831465,0.0002249
0966740017,0.0002248
0312281188,0.0002248
0465051596,0.0002246
0823056201,0.0002243
0070240205,0.000224
0312289774,0.0002239
078796378X,0.0002238
0071351825,0.0002237
0156870118,0.0002236
053312977X,0.0002236
1888232005,0.0002234
0471292524,0.0002234
1558605827,0.0002234
0310234697,0.0002234
0425150755,0.0002232
1890132284,0.0002231
0684836599,0.0002229
0072482591,0.0002229
0679720200,0.0002227
0787952028,0.0002223
0061319759,0.0002222
1892123924,0.000222
140190033X,0.0002219
1885167563,0.0002218
1564146758,0.000221
038549162X,0.0002208
0822013185,0.0002206
0891415637,0.0002204
0451528123,0.0002204
0814405452,0.0002203
0385495285,0.0002196
0130783862,0.0002196
0684869683,0.0002194
0262541165,0.0002191
0440508339,0.0002188
0786868163,0.0002184
0140255265,0.0002178
0465071384,0.0002177
0688179061,0.0002176
0198782519,0.0002174
0966002474,0.0002172
0684840073,0.0002171
0877849455,0.0002169
0787945269,0.0002169
0316532681,0.0002167
0891348573,0.0002165
0915144867,0.0002163
0070610487,0.0002162
093689489X,0.0002161
0793153883,0.0002161
1886093040,0.000216
0805460845,0.0002159
002907990X,0.0002155
188603933X,0.0002155
0761514406,0.0002153
0385499841,0.0002153
0451625854,0.0002152
0688147631,0.0002152
0966773233,0.0002151
0446531502,0.0002149
0793159636,0.0002147
0385493231,0.0002147
078670621X,0.0002146
1580627714,0.0002145
0738703192,0.0002145
0811827577,0.0002143
0471573302,0.0002142
1578561256,0.0002141
0385498500,0.000214
0688142273,0.0002139
0385265425,0.0002137
0471388823,0.0002136
0764550632,0.0002136
0312187572,0.0002135
0879800232,0.0002133
0684832488,0.0002133
0735712018,0.0002131
031287782X,0.000213
1556520727,0.000213
1573929344,0.0002127
0553379011,0.0002125
1857883020,0.0002125
1580631134,0.0002123
0793142954,0.0002122
1580622585,0.0002122
1572240938,0.0002121
0060632313,0.0002119
0486299880,0.0002118
1565547063,0.0002117
0132638495,0.0002117
014019536X,0.0002115
0062515020,0.0002112
0471225800,0.000211
0875162606,0.0002109
0875847382,0.0002109
0452269350,0.0002107
0399524479,0.0002107
0787963941,0.0002105
0425081834,0.0002104
0761517529,0.0002104
1886669090,0.0002103
1576750604,0.0002102
0786865237,0.0002099
1565077822,0.0002098
1891984144,0.0002097
0066620554,0.0002096
0130749214,0.0002095
0875162584,0.0002095
055329993X,0.0002094
1562924885,0.0002093
0787958476,0.0002092
0814479359,0.0002092
1572241381,0.0002091
0931432723,0.0002091
0716752379,0.000209
0684835282,0.0002088
0890872465,0.0002088
0743204662,0.0002087
076790088X,0.0002083
0345425839,0.0002081
0789723700,0.0002081
0764553410,0.0002081
1571742700,0.000208
0385504454,0.0002079
0140281584,0.0002078
1583762051,0.0002077
0735203512,0.0002075
0380723743,0.0002075
038548755X,0.0002074
0440507189,0.0002073
068487170X,0.0002073
0609800906,0.0002071
0446670537,0.0002071
0785271007,0.0002071
0066620686,0.000207
0135412110,0.000207
0890897603,0.0002069
0071409998,0.0002068
039370324X,0.0002066
0830822208,0.0002063
0766813606,0.0002061
0446393592,0.0002061
0764550349,0.0002061
0345407288,0.0002059
0787947954,0.0002055
1563150883,0.000205
0674518586,0.000205
0879754249,0.0002049
1576833097,0.0002047
0060514922,0.0002045
0814479200,0.000204
0814470939,0.0002039
0312964137,0.0002038
1561700231,0.0002037
0071363645,0.0002033
0932194400,0.0002031
0618056734,0.0002031
0446386391,0.0002031
0312194668,0.000203
0913543209,0.000203
0767904524,0.0002029
1580621376,0.0002027
1883219507,0.0002027
0967450659,0.0002024
0471410144,0.0002024
0874777518,0.0002022
0844231010,0.000202
1573241415,0.000202
0785271929,0.0002019
0915132664,0.0002019
0963266705,0.0002018
0785264787,0.0002017
0915811375,0.0002017
0471355437,0.0002016
1883629004,0.0002015
0811816281,0.0002013
0130289221,0.0002011
0486255093,0.0002011
0787954810,0.000201
0618127445,0.000201
0070248176,0.0002009
1571742670,0.0002006
1564968375,0.0002003
0130090565,0.0002
0449207862,0.0002
1878424076,0.0001999
0787948047,0.0001999
0805056491,0.0001997
0071373616,0.0001997
1578513332,0.0001994
0688094554,0.0001994
0800757106,0.000199
1555520693,0.0001989
0764116622,0.0001987
1561707929,0.0001986
0735202206,0.0001985
1561794643,0.0001985
1576600998,0.0001981
0446362999,0.0001981
0875162762,0.0001981
1572307188,0.0001979
0875421261,0.0001979
0743203224,0.0001976
091122629X,0.0001976
0967162408,0.0001974
1576750310,0.0001974
1569120501,0.0001971
0195069978,0.0001969
0875848982,0.0001969
1565845080,0.0001967
0240803744,0.0001965
0786887117,0.0001964
0312281544,0.0001964
067973807X,0.0001964
0918880416,0.0001963
0743455967,0.0001962
1580622720,0.0001962
0140245227,0.0001961
0312218990,0.0001958
0072471638,0.0001957
1572241950,0.0001956
0743520815,0.0001956
0452283612,0.0001955
0314258590,0.0001954
0821409700,0.0001953
0310221714,0.0001953
0743201507,0.000195
0375700188,0.000195
0787909386,0.0001949
0517881640,0.0001949
0966132769,0.0001949
0684857073,0.0001948
0449912043,0.0001947
0131025716,0.0001947
1891279041,0.0001947
087584877X,0.0001947
0028626303,0.0001946
0395578205,0.0001943
0672321513,0.0001943
0140258779,0.0001943
0060923091,0.0001942
031224665X,0.0001941
0871401622,0.000194
1402200552,0.000194
0310402913,0.0001938
1564145581,0.0001937
0142001619,0.0001935
0688161499,0.0001935
0743212126,0.0001934
0130289760,0.0001934
1883219752,0.0001932
0071349243,0.0001932
0965963837,0.0001931
0865713596,0.0001928
0062516353,0.0001927
067976867X,0.0001926
0070119589,0.0001925
0929652010,0.0001924
0201328046,0.0001923
0875161995,0.0001923
0684847434,0.0001922
0029166837,0.0001922
0875847595,0.0001921
1580082513,0.0001921
0449911500,0.0001916
0879804351,0.0001915
0764552570,0.0001915
0071360530,0.0001913
0688121195,0.0001912
0312169140,0.0001912
0684856093,0.0001911
0671796372,0.0001909
0738201561,0.0001909
0684833328,0.0001909
1580627943,0.0001908
0671537245,0.0001908
0787943711,0.0001907
0446674494,0.0001906
0787950165,0.0001905
0071385290,0.0001904
0553280384,0.0001904
0805020411,0.0001901
0028642635,0.0001899
0375725121,0.0001896
0521357306,0.0001895
0030270170,0.0001895
0684818876,0.0001894
1566251621,0.0001894
091581112X,0.0001893
0130179647,0.0001893
1585421952,0.0001892
0471548944,0.000189
0465006965,0.0001889
B00000273U,0.0001888
0195158695,0.0001887
0915811030,0.0001886
060980281X,0.0001885
0935257012,0.0001883
0963209116,0.0001883
0028643186,0.0001882
0735710732,0.0001882
0070517827,0.0001882
0964383209,0.0001882
157851181X,0.0001882
0517884003,0.0001881
0972072837,0.000188
055357485X,0.0001878
0887308554,0.0001877
0201770377,0.0001877
1891373005,0.0001876
0471000604,0.0001876
0553265008,0.0001875
0060930683,0.0001872
0446673714,0.000187
0764550667,0.0001869
0521566274,0.0001866
1572242310,0.0001865
0449215431,0.0001865
0070610495,0.0001864
038072572X,0.0001863
0071419721,0.0001863
0425175014,0.0001863
0767906594,0.0001862
1928782078,0.0001862
0452273161,0.0001862
002862114X,0.000186
0131759477,0.0001859
157660084X,0.0001859
0609607723,0.0001859
0915132729,0.0001859
0809225379,0.0001858
0671872761,0.0001857
1885167520,0.0001855
0071398716,0.0001855
0066620856,0.000185
0471392286,0.0001849
0060006641,0.0001848
1576751724,0.0001848
0140441921,0.0001848
0684835827,0.0001848
0451200438,0.0001847
0393317900,0.0001847
1558506004,0.0001847
0935907076,0.0001846
0071342559,0.0001846
020155089X,0.0001845
0671674323,0.0001845
0029184657,0.0001845
081447909X,0.0001843
0140264450,0.0001841
1401902103,0.0001841
0324114524,0.0001839
0071347070,0.0001836
0814406807,0.0001835
0140263284,0.0001834
0471225819,0.0001834
0875421830,0.0001834
0553343874,0.0001833
1885167547,0.0001832
1591840015,0.0001832
1558606580,0.0001831
0452266602,0.000183
1880666855,0.0001828
1582341338,0.0001828
1576751538,0.0001826
0471273473,0.0001826
1879237040,0.0001825
0814719414,0.0001825
0814478263,0.0001825
1890651109,0.0001824
084423169X,0.0001824
188516727X,0.0001823
0312118856,0.0001823
068480302X,0.0001822
0517605252,0.000182
0060521961,0.0001819
1582700206,0.0001818
0440501601,0.0001817
0142001902,0.0001817
1572243503,0.0001816
0071388966,0.0001815
0028625250,0.0001814
0071355472,0.0001811
0805072675,0.0001809
067978120X,0.0001809
1578512441,0.0001808
0028642104,0.0001808
0029190908,0.0001807
0226451178,0.0001806
0786705973,0.0001806
0060086769,0.0001806
0060006781,0.0001805
0452275644,0.0001803
1565544463,0.0001803
0674328035,0.0001803
0345345053,0.0001802
0684830159,0.0001802
0814404162,0.0001801
