,number_of_visits
0671673254,0.0003527
0875164269,0.0003524
0060932902,0.0003522
0399519904,0.0003517
0830822763,0.0003516
0312929870,0.0003513
0395906253,0.000351
0310209307,0.0003495
157851486X,0.0003494
0786887176,0.0003491
0875163092,0.0003488
1891279017,0.0003479
0671621009,0.0003472
1400046831,0.000347
0393315703,0.0003469
0875847161,0.0003467
0140432078,0.0003464
0071412743,0.0003463
047132339X,0.0003461
0139649581,0.0003457
1581802366,0.0003445
0750699035,0.0003443
0609609491,0.0003436
0609805363,0.0003431
0802138292,0.000343
0060959371,0.0003419
0399146709,0.0003412
1581800460,0.0003412
0735712026,0.0003401
1577310128,0.0003398
0892814500,0.0003395
1577311868,0.0003392
0967162440,0.0003379
0029019869,0.0003376
0761522131,0.0003375
039952827X,0.0003372
0688069711,0.0003369
0786880708,0.0003364
0671745212,0.0003345
0743525159,0.0003333
0805061738,0.000333
0671213326,0.000332
0553274872,0.0003317
0596000359,0.00033
0300088981,0.0003295
0761510575,0.000328
0312310846,0.0003274
0688172156,0.0003272
1567184855,0.0003256
0963203401,0.0003251
0130957011,0.0003244
155738486X,0.000323
0471515388,0.0003223
0062503995,0.000322
0936965088,0.0003217
0440506255,0.0003214
1561705403,0.0003214
1582970912,0.000321
048629899X,0.0003209
0393310728,0.0003204
0874778980,0.0003201
0684845776,0.0003199
0060652950,0.0003197
0142002364,0.0003191
0195141628,0.0003181
0553374397,0.0003178
0737304243,0.0003171
0887308244,0.0003164
0486411249,0.0003158
0948390530,0.0003156
0802467997,0.0003147
0767908864,0.0003145
0971476993,0.0003144
0446673072,0.0003142
068480056X,0.0003138
0140281916,0.0003132
0553371320,0.0003127
0060086270,0.0003125
0070511144,0.0003123
188327222X,0.0003112
0521284147,0.0003109
0135853982,0.0003103
0452275350,0.0003092
0060520221,0.0003088
0967162432,0.0003079
0873379101,0.000307
0963865439,0.0003066
0140286780,0.0003066
0446386367,0.0003063
1574101129,0.0003063
0879757051,0.0003061
0764113992,0.0003056
0070680345,0.0003044
0672316498,0.0003043
1572242167,0.0003037
0471059706,0.0003033
0465021212,0.0003031
0553585975,0.0003026
1564967743,0.0003013
0375407723,0.0003013
0131000691,0.0003012
0471225347,0.0003007
0800785991,0.0003
0310214785,0.0002998
1565656296,0.0002995
0446385077,0.0002992
068482471X,0.000299
1572180714,0.000299
0865713847,0.0002986
1567181406,0.0002986
0937611697,0.0002985
0471397296,0.0002984
0809224356,0.0002975
1561703494,0.0002969
0060652934,0.0002967
0070522359,0.0002965
0679749861,0.0002952
0960638881,0.0002949
0070527261,0.0002945
0393321886,0.0002942
0471386308,0.0002942
0691027641,0.000294
0425099733,0.0002939
0446676683,0.0002934
0938399101,0.0002922
0553263900,0.0002921
0785274308,0.0002917
0471436399,0.0002911
0393324397,0.000291
1576752356,0.0002909
0679736042,0.0002904
1576751740,0.0002903
0671701355,0.0002891
0310236487,0.0002888
0767900340,0.0002886
0814470726,0.0002881
0140120904,0.000288
0809231581,0.0002879
0764552775,0.0002876
0793160278,0.0002876
0060932910,0.0002875
0786864370,0.0002875
1581150989,0.0002875
0517415283,0.0002874
0141001895,0.0002873
0553067966,0.0002871
0786868414,0.0002868
1562863282,0.0002868
0966797000,0.0002848
0070525587,0.0002846
020132797X,0.0002845
0385479506,0.0002845
0071362460,0.000284
0967499011,0.0002834
0446528382,0.0002834
0684841460,0.0002826
0465016154,0.0002825
1572242205,0.0002824
0071362614,0.0002824
0201710382,0.0002823
0887306144,0.0002823
1561705322,0.0002818
073520019X,0.0002815
0875165982,0.0002812
0471444936,0.0002806
1561840262,0.0002805
0887308171,0.0002803
0764526413,0.0002802
006051471X,0.0002799
0399145419,0.0002799
034537410X,0.000279
0452283248,0.0002788
1880115026,0.0002787
0446314080,0.0002781
0806523832,0.000278
0964595354,0.0002777
0671657135,0.0002772
0895948389,0.000277
0786311312,0.0002768
0262541157,0.0002765
1891686038,0.0002759
0767904818,0.0002757
0140235310,0.0002753
0684844419,0.0002753
0385495927,0.0002751
0684811464,0.0002751
0743203151,0.0002751
0882791346,0.0002748
1576600351,0.0002743
0062516329,0.0002734
0446530867,0.0002728
0425104257,0.0002722
0764102869,0.000272
076791029X,0.0002718
0071363092,0.0002718
0875846327,0.0002717
0875848346,0.0002713
0451167228,0.0002709
0201311453,0.0002704
0812932293,0.0002703
0787955116,0.0002699
0156329301,0.0002695
0688112730,0.0002695
1571741593,0.0002693
0521627494,0.0002693
1572241985,0.0002685
0684801523,0.0002681
0029184673,0.0002677
1561701688,0.0002672
1585421162,0.0002672
0314257918,0.0002669
0385496680,0.0002663
0684848813,0.0002655
1564144984,0.0002653
0767909089,0.0002653
0671700758,0.0002653
0142001104,0.0002652
0029117062,0.0002649
0787948039,0.0002646
0321011473,0.0002646
0553061771,0.0002635
0140296468,0.0002635
0887309836,0.0002634
0836280849,0.0002632
0875848842,0.000263
0071386262,0.000263
0130669970,0.0002627
0062516965,0.0002627
038548254X,0.000262
0449213315,0.000262
0380715775,0.0002619
0767903730,0.0002614
1891686003,0.0002613
0679763996,0.0002612
0970643500,0.0002611
051509028X,0.0002608
0201700883,0.0002602
0830819711,0.0002596
0967187109,0.0002593
1885167482,0.0002587
1572580143,0.0002586
0321127307,0.0002584
1581151993,0.0002584
0618335404,0.0002584
002864168X,0.0002582
0071411909,0.0002579
081447795X,0.0002578
1567184995,0.0002576
0875166105,0.0002576
1581602820,0.0002574
0785263500,0.000257
0879803975,0.0002568
1558608702,0.0002567
0786866578,0.0002566
0399528636,0.0002566
0812210379,0.0002564
0761506160,0.0002564
0573699216,0.0002564
0671750186,0.0002555
014044095X,0.0002552
0070089973,0.0002548
0140257314,0.0002545
0262550423,0.0002545
0452270545,0.0002545
1580910637,0.0002544
0071360751,0.0002543
0938716360,0.0002542
0743200403,0.0002541
0809058405,0.0002541
0385029306,0.000254
0553371835,0.0002536
0060653019,0.0002525
081440765X,0.0002521
1573920339,0.0002521
0967509912,0.0002521
0071357246,0.0002517
0130462152,0.0002515
0671880748,0.0002515
0967205905,0.0002515
073820482X,0.0002515
0471359386,0.0002512
0060928972,0.0002507
0684855313,0.0002503
0658001353,0.0002502
0844203491,0.00025
0062516507,0.0002488
0395687187,0.0002487
0312194668,0.0002484
0812933044,0.0002483
0875849105,0.0002483
0446531774,0.0002482
0670031860,0.0002477
096787551X,0.0002476
0028642201,0.0002475
0875848834,0.0002471
0837709121,0.0002467
0743212347,0.0002465
1578631505,0.0002464
0446394998,0.0002462
0658001450,0.0002453
1581801467,0.0002446
0890899940,0.0002445
1573227358,0.0002445
156860064X,0.0002444
0515087378,0.0002443
0471295639,0.0002441
0671671642,0.0002439
0440507545,0.0002438
0446675962,0.0002438
0553210092,0.0002428
0133036030,0.0002422
1556524625,0.0002421
0671733419,0.0002421
0911226311,0.0002416
0385502257,0.0002414
0873377885,0.0002409
0793144337,0.0002408
1564143511,0.0002406
0764552279,0.0002403
0440507790,0.0002398
0380723743,0.0002398
0060523794,0.0002397
0964326191,0.0002397
0684850419,0.0002397
0891348581,0.0002391
020530902X,0.0002391
0785274405,0.000239
0553268147,0.000239
0471237744,0.0002387
0679754938,0.0002386
0070246440,0.0002385
0785264817,0.0002385
0385483821,0.0002384
0205360734,0.0002381
0671887173,0.0002372
1581152744,0.0002371
0029183308,0.0002369
093871628X,0.0002368
0842345523,0.0002366
0312958684,0.0002362
073551982X,0.0002361
0071357807,0.0002359
0385493223,0.0002353
0226320618,0.0002352
0767904842,0.0002351
006251184X,0.0002348
0060931159,0.0002343
0743529065,0.0002343
0226468011,0.0002342
0130165832,0.000234
0312144776,0.000234
0915144867,0.0002335
1561584118,0.0002333
0072441070,0.0002331
089879983X,0.0002331
0070504776,0.0002329
0028638352,0.0002329
0875163025,0.0002327
019286212X,0.0002327
1580174485,0.0002324
0814477186,0.0002324
0471430676,0.0002321
0312281544,0.000232
0316600059,0.0002309
0793155614,0.0002308
0910924007,0.0002308
0875420133,0.0002307
1931866007,0.0002306
0071418717,0.0002299
0818405716,0.0002299
0735710627,0.0002298
0446674265,0.0002295
0684835282,0.000229
1572242582,0.000229
1878424068,0.0002289
0679751114,0.0002285
0380810336,0.000228
0156870118,0.000228
0452265193,0.0002278
0875844405,0.0002273
0060922583,0.0002265
0967916208,0.0002263
0553379658,0.0002263
0070242674,0.000226
0060973358,0.0002256
0452281172,0.0002256
0070680396,0.0002254
1573921769,0.0002254
0684846470,0.0002253
0875426638,0.0002245
0898621283,0.0002244
007137048X,0.0002241
0915132370,0.000224
0735202850,0.000224
0967059844,0.0002238
0961320303,0.0002236
1578512549,0.0002228
0140173188,0.0002225
0875163017,0.0002224
0140436790,0.0002221
0764112945,0.0002221
0130903272,0.0002219
0446529575,0.0002218
0385421311,0.0002217
0062501496,0.0002216
0738703109,0.0002214
0471527092,0.0002214
0787953105,0.0002212
0312187572,0.0002208
0750671637,0.0002207
158180055X,0.0002207
0471136174,0.0002206
0875848036,0.0002204
1561705357,0.0002201
0385472560,0.0002199
0787955086,0.0002194
0071379304,0.0002194
0449911640,0.0002192
0970058705,0.0002191
0443062617,0.0002189
0684834316,0.0002189
0312199880,0.0002183
0785266666,0.0002183
0874778379,0.0002179
0875165060,0.0002176
0970214308,0.0002176
0738205141,0.0002175
0070610479,0.0002174
1878901729,0.0002174
0060081988,0.0002173
0749432187,0.0002169
1582341028,0.0002164
1580624820,0.0002164
0131001175,0.0002164
080078412X,0.0002159
067179437X,0.0002157
0913543209,0.0002156
1571740767,0.000215
0070653283,0.000215
0070329338,0.0002148
0875847897,0.0002148
0452276853,0.0002146
0684803313,0.0002145
0440505003,0.0002143
1555520693,0.0002138
0446691437,0.0002137
031021467X,0.0002136
1857883039,0.0002136
0875421261,0.0002135
0399527494,0.0002132
0671797506,0.0002132
140190131X,0.0002131
0201703394,0.000213
0553281097,0.0002128
0910311641,0.0002125
093689489X,0.0002123
0071380396,0.0002121
0823023753,0.0002121
0671885251,0.0002118
0399550003,0.0002107
0761510001,0.0002103
047102466X,0.0002103
0786868163,0.0002103
0415222818,0.0002101
0805040978,0.0002101
0967875501,0.0002096
0785243038,0.0002095
0399523820,0.0002094
0195142365,0.0002093
0380807009,0.0002092
013979591X,0.0002092
0312271913,0.0002092
0887306152,0.0002092
0875421210,0.000209
0618219196,0.0002088
0449003612,0.0002087
0071410945,0.0002085
0385504454,0.0002085
0876293577,0.0002085
0316180661,0.0002083
0966740017,0.0002082
0761521496,0.0002082
0521357306,0.0002078
1569244979,0.0002076
0786868236,0.0002076
0894803123,0.0002073
0415278449,0.0002073
0471370088,0.0002071
0915132664,0.000207
0062503421,0.000207
0446670642,0.0002069
0553375407,0.0002067
0688168507,0.0002064
0875162045,0.0002063
0679731148,0.0002062
0310234697,0.0002061
0684838494,0.000206
0875848974,0.0002056
0312281188,0.0002053
B000063TON,0.0002053
1567181414,0.0002052
0553375490,0.0002046
0935257012,0.0002042
0877282463,0.0002036
0471382477,0.0002034
052180079X,0.0002033
0446520942,0.0002032
1561708291,0.0002032
0201570483,0.0002031
0142002488,0.000203
1571742700,0.0002029
0380006766,0.0002028
020172149X,0.0002027
0140260404,0.0002024
0684811634,0.000202
0679762884,0.0002018
0553378589,0.0002017
0385262426,0.0002011
1578511933,0.000201
0679762698,0.0002009
0451528123,0.0002007
0395700132,0.0002007
0761528172,0.0002003
0465056741,0.0002001
0130411507,0.0002
0312284543,0.0002
0375420797,0.0002
055329993X,0.0001998
1885167296,0.0001997
079316799X,0.0001997
0966002474,0.0001997
0671761552,0.0001996
0451174127,0.0001995
1571743847,0.0001994
0743525051,0.0001992
0028741129,0.0001991
0814479421,0.0001991
1578561256,0.000199
0967206715,0.0001989
0804831904,0.0001984
0786868244,0.0001983
0310250005,0.000198
0674518586,0.000198
0767903005,0.0001979
0684869683,0.0001979
0130289221,0.0001977
0671708260,0.0001977
076191269X,0.0001972
1556520727,0.0001972
0029001013,0.0001971
0071362363,0.0001969
0471291986,0.0001968
0892819596,0.0001967
0761517529,0.0001966
0735200394,0.0001965
0684841479,0.0001965
1578511437,0.0001964
1931468141,0.0001964
0761514406,0.0001962
0684831465,0.0001961
0062503642,0.0001958
0671657860,0.0001957
0871319055,0.0001956
0312143427,0.0001956
0865714827,0.0001956
0879754249,0.0001954
0767900421,0.0001951
0324071515,0.0001951
1576751198,0.0001949
0787903620,0.0001949
0874779766,0.0001947
1573240834,0.0001947
0471144479,0.0001947
0679758569,0.0001945
0785243631,0.0001944
0375705619,0.0001942
1576750604,0.0001941
0062503790,0.0001939
0915035634,0.0001936
0060012781,0.0001935
0446670537,0.0001931
0814478808,0.000193
1572240229,0.0001928
0062513710,0.0001926
1571741402,0.0001924
0066620554,0.000192
0029055156,0.0001919
0679768092,0.0001919
0425099997,0.0001911
0465071384,0.000191
0452278376,0.000191
0738703192,0.0001908
039370324X,0.0001906
0399525408,0.0001905
006251783X,0.0001905
0452266602,0.0001904
0393322343,0.0001901
0895947366,0.0001899
0140245227,0.0001898
1572242299,0.0001898
0941599191,0.0001898
0142001902,0.0001897
0631231366,0.0001897
0071419721,0.0001897
0060971843,0.0001897
0452272041,0.0001896
1888232005,0.0001896
0887309135,0.0001895
0671746219,0.0001895
1576751244,0.0001893
0884151158,0.0001891
1879237237,0.0001887
1561707295,0.0001887
0312954115,0.0001884
0440507561,0.0001883
0787908703,0.0001883
0814479359,0.000188
0764553410,0.000188
0967098807,0.0001879
0688161499,0.0001877
0812931181,0.0001873
091822635X,0.0001872
0130179647,0.0001872
1580623026,0.0001871
0375407731,0.000187
0966431200,0.000187
0961413506,0.000187
1578511429,0.0001869
0875849385,0.0001868
0440202019,0.0001868
0070248176,0.0001867
1402200552,0.0001867
1573241776,0.0001862
0735202869,0.0001861
0312289774,0.0001861
0471573302,0.0001859
157675006X,0.0001859
038549162X,0.0001858
0865475784,0.0001858
0029113121,0.0001857
0875162584,0.0001857
1885167563,0.0001854
0471361909,0.0001853
0449911624,0.0001848
0966132769,0.0001847
0809225034,0.0001847
053312977X,0.0001845
0789723700,0.0001844
014019536X,0.0001843
0072482567,0.0001842
0553379011,0.0001841
0684827085,0.0001841
0740733370,0.0001839
0961413514,0.0001836
0743214285,0.0001835
0140126384,0.0001834
1569246297,0.0001834
0764554816,0.0001833
1878424092,0.0001833
0844232432,0.0001832
1576750191,0.0001832
0609809091,0.0001832
1565075331,0.0001831
0553265008,0.0001831
013026248X,0.0001827
1582341036,0.0001826
0787955132,0.0001825
0553343661,0.0001825
0809247992,0.0001825
0915132729,0.0001825
0822013185,0.0001822
0071360530,0.000182
0071352872,0.000182
0814471234,0.000182
0787954810,0.0001819
0380785080,0.0001818
1580622054,0.0001817
0883781042,0.0001816
0823056201,0.0001815
0440508339,0.0001815
0060913916,0.0001814
0684853108,0.0001813
0874777518,0.0001813
0809105543,0.0001812
0738204307,0.0001812
0553573136,0.0001811
1559948752,0.000181
1580622585,0.0001809
088730995X,0.0001809
1891279025,0.0001806
0887309585,0.0001806
0933291159,0.0001805
0134106717,0.0001804
002907990X,0.0001804
0787947954,0.0001803
0425081834,0.0001803
0385493231,0.0001802
0071349243,0.0001802
0891348573,0.0001802
1568870205,0.0001802
0156007088,0.0001802
0452269350,0.0001801
0735710740,0.00018
0399524479,0.00018
0865713596,0.0001798
0553280384,0.0001798
0875162606,0.0001797
1890132284,0.0001797
0130749214,0.0001796
0471119601,0.0001795
038072572X,0.0001794
0684863758,0.0001793
0062515020,0.0001792
0898154081,0.0001791
0070580561,0.0001787
157174102X,0.0001787
0743462688,0.0001786
0671739891,0.0001786
0486277879,0.0001785
0879804203,0.0001785
0273649167,0.0001782
0930323114,0.0001781
0913543780,0.0001779
091122629X,0.0001778
0966773233,0.0001777
0130090255,0.0001776
0764550616,0.0001775
0471225800,0.0001771
1578513332,0.0001771
0486255093,0.0001769
1580083110,0.0001768
0060955899,0.0001767
0743526589,0.0001767
0609805797,0.0001766
0787952028,0.0001766
1568848684,0.0001764
0060514922,0.0001764
0875847382,0.0001762
0449223256,0.000176
0060652381,0.0001758
0844232424,0.0001757
0873648153,0.0001754
0071351825,0.0001751
0942061411,0.0001748
0471159034,0.0001748
091581109X,0.0001748
0618127445,0.0001747
0070240205,0.0001744
1564143961,0.0001743
0814405452,0.0001739
0609800906,0.0001738
0875421830,0.0001737
0201626950,0.0001736
0787950165,0.0001732
0425111709,0.0001731
0873642147,0.000173
1569120501,0.0001728
093404113X,0.0001726
0743228626,0.0001726
038549369X,0.0001724
0060958405,0.0001721
0316532681,0.0001717
038549517X,0.0001716
0787909386,0.0001716
0875420486,0.0001716
0875165575,0.0001715
0072482591,0.0001715
0140441921,0.0001715
1892123924,0.0001714
155927204X,0.0001714
0060006641,0.0001714
1857883020,0.0001707
1558605827,0.0001705
1565636260,0.0001704
1576751538,0.0001701
078796378X,0.00017
0385498500,0.00017
0879804351,0.0001699
0060938463,0.0001698
1581602626,0.0001698
0716752379,0.0001697
0805460845,0.0001696
0844231010,0.0001695
0471126500,0.0001694
0967450659,0.0001694
0140255265,0.0001691
0446362999,0.0001691
068480302X,0.0001691
0787958476,0.0001691
0070062188,0.000169
0766813606,0.0001689
1558505113,0.0001688
0785264787,0.0001683
0385495285,0.0001682
0672321513,0.0001681
1585420875,0.000168
0743204662,0.000168
1573929344,0.0001679
0786868686,0.0001679
0684836599,0.0001679
068487170X,0.0001678
1891279041,0.0001677
0060632313,0.0001676
0891415637,0.0001675
0786887117,0.0001674
0963209116,0.0001672
1559770295,0.0001672
1572241950,0.0001672
1580631134,0.0001672
0684857073,0.0001671
0875421903,0.0001671
1576750310,0.0001671
1561794643,0.000167
0446386391,0.000167
0521566274,0.0001668
0425175014,0.0001668
0393321932,0.0001667
0877849455,0.0001667
0875848982,0.0001667
0963266713,0.0001666
0071363645,0.0001665
0140264450,0.0001664
0805056491,0.0001664
0198782519,0.0001663
0520054539,0.0001662
0471410144,0.0001661
0735712506,0.000166
0070517827,0.000166
0814719414,0.0001659
0133033899,0.0001659
0517123207,0.0001659
0800757106,0.0001656
0875164838,0.0001654
0029190908,0.0001653
1561703478,0.0001653
0895947811,0.0001652
0671872761,0.0001652
0452264189,0.0001652
0688094554,0.0001652
0679720200,0.0001652
0130783862,0.0001651
0312964137,0.0001651
1558606580,0.000165
0767904524,0.000165
0684847434,0.0001648
0972020705,0.0001648
1562924885,0.0001647
0130090565,0.0001646
0201622408,0.0001646
0684818876,0.0001644
0787948047,0.0001644
0890872465,0.0001643
1891984144,0.0001643
1585421952,0.0001642
0811816281,0.0001642
038548755X,0.0001642
0060006781,0.0001641
0609608398,0.000164
0471409154,0.0001638
0029184657,0.0001637
0671739166,0.0001636
0887308635,0.0001636
0071373616,0.0001635
0743201507,0.0001633
0971229007,0.0001632
0517881640,0.0001632
0385499841,0.0001632
0226468046,0.0001631
0375725121,0.0001631
0486299880,0.000163
0262621045,0.000163
0814404162,0.0001629
0385265425,0.0001629
0814478263,0.0001629
0486277909,0.0001628
0201770369,0.0001627
1565547063,0.0001626
0735710732,0.0001626
0743455967,0.0001626
0890897603,0.0001625
0471388823,0.0001625
0060086769,0.0001624
0136867189,0.0001622
0465051596,0.0001622
0743203224,0.0001622
0135412110,0.0001621
1565077822,0.0001621
1883219752,0.0001621
0449207862,0.0001621
0764552570,0.0001619
1886093040,0.0001619
0785271007,0.0001618
0446673714,0.0001618
0811827577,0.0001617
0793159636,0.0001617
0793142954,0.0001616
0964988801,0.0001615
1580627943,0.0001614
0688175910,0.0001614
1583762051,0.0001613
0913543543,0.0001611
094839059X,0.0001609
031224665X,0.0001608
0471578266,0.0001607
0764550632,0.0001606
0814406807,0.0001606
0130262781,0.0001605
0764550349,0.0001605
1573241415,0.0001604
1886669090,0.0001603
0684856093,0.0001603
0449911500,0.0001602
1883219507,0.0001601
087877050X,0.0001601
1572243503,0.00016
1564968375,0.00016
0028626303,0.0001598
0684840073,0.0001598
0814471773,0.0001598
0345407288,0.0001597
0735712018,0.0001595
1580621376,0.0001594
0821409700,0.0001593
0814479200,0.0001592
188603933X,0.0001592
1555520227,0.0001592
0786865237,0.0001592
0446606219,0.0001592
0312218990,0.0001592
0465069347,0.0001591
0965967239,0.0001591
0140281584,0.0001589
0932194400,0.0001589
0345425839,0.0001589
0425150755,0.0001588
0735203512,0.0001587
019283715X,0.0001586
0131759477,0.0001585
1572307188,0.0001583
0931432723,0.0001583
0812927427,0.0001582
