,number_of_visits
0553583182,0.0006061
156305339X,0.000606
0385030096,0.0006025
1572242140,0.0006016
0966638328,0.0006012
0809229897,0.0006009
1580622577,0.0005972
0887306667,0.0005963
0070511136,0.0005944
055327757X,0.0005926
0131014986,0.0005872
0062503731,0.0005869
0688039693,0.0005861
0918222885,0.0005849
1891984217,0.0005844
0446673463,0.0005805
0684868016,0.0005758
0735200661,0.0005741
0060516402,0.0005692
0793136644,0.0005672
1561705365,0.0005631
0385499345,0.0005606
0684850028,0.0005586
0449902927,0.0005554
0071401946,0.0005552
0226284182,0.0005538
0671015206,0.0005501
0486411443,0.0005498
0486287386,0.0005489
0226467716,0.0005476
155643393X,0.0005471
0345410025,0.0005404
0060516070,0.0005396
0060927585,0.0005342
0786883561,0.0005338
0887306136,0.000532
1570715882,0.0005312
0671724002,0.0005304
1581150784,0.0005301
0140282025,0.0005297
0933121288,0.0005261
0967089328,0.000526
0471592242,0.0005256
0805011943,0.0005239
0802775985,0.0005211
0735201978,0.0005202
006093574X,0.0005195
0684856360,0.0005192
0553266462,0.00051
0793168201,0.0005066
159184021X,0.0005048
0874774241,0.0005046
0735713308,0.0005039
0446673870,0.0005039
0743520696,0.0005033
1587622084,0.0005031
0931580439,0.0005028
0553562835,0.0005027
0671316451,0.0005026
1571740562,0.000502
1571741038,0.0005016
0875421849,0.0005012
0471177504,0.0005008
0671727524,0.0004999
0486290735,0.0004998
0887309992,0.0004988
0787956678,0.0004971
0500282293,0.0004968
0671733354,0.0004967
1578563682,0.0004941
007140807X,0.0004929
0679755551,0.0004922
0805011714,0.0004872
067179227X,0.0004847
0842359060,0.000481
0140442014,0.00048
1879505444,0.0004774
0252068920,0.0004768
0887307280,0.0004764
0385303122,0.0004736
0875423574,0.0004734
0688170366,0.0004728
0486419312,0.0004715
1559391766,0.000469
0887306292,0.0004687
0887306187,0.0004685
0671746073,0.0004683
0787234796,0.0004677
039472903X,0.0004668
0140444211,0.0004664
0385483961,0.0004651
0060533226,0.0004634
1578518261,0.0004631
0671891634,0.0004626
188516730X,0.0004623
0671765914,0.0004575
1886284253,0.0004565
0684849143,0.0004563
007138703X,0.000453
002900151X,0.0004525
1580622240,0.0004525
0618249060,0.0004523
0393318346,0.0004514
0785274316,0.0004495
0345428897,0.0004492
0874775043,0.0004486
0440147301,0.000448
0684846349,0.0004455
0375713425,0.0004434
0743520718,0.0004418
0671891049,0.0004409
1565541464,0.0004409
0887309151,0.0004368
0517880857,0.000436
074352506X,0.0004325
1558747524,0.000432
1577312295,0.0004301
0609806262,0.0004299
0831400447,0.0004298
0393310353,0.0004296
1581152507,0.0004286
1578511445,0.0004275
0887307043,0.0004267
0452283833,0.0004251
1585420212,0.0004232
0446678430,0.0004223
087477845X,0.0004208
0937611352,0.0004208
0740718584,0.0004177
0967751705,0.0004159
1576832201,0.000415
1879181584,0.0004148
1577310462,0.0004135
0393318486,0.0004116
1577312406,0.0004116
0471357642,0.0004105
0679757651,0.0004091
0793173655,0.0004085
0738208175,0.0004084
0310209307,0.0004082
1880032759,0.000408
1572242523,0.0004079
0471204013,0.0004073
0446602744,0.0004067
0919345921,0.0004066
0553245767,0.0004047
156205810X,0.0004039
0809229773,0.0004036
0446394599,0.0004024
0786865954,0.0003999
039370095X,0.0003999
0486295834,0.0003991
074325001X,0.0003988
067162248X,0.0003966
0786303158,0.0003961
1576751996,0.0003958
002864283X,0.0003951
0465067107,0.0003948
0785271198,0.0003945
0195136306,0.0003944
0761519661,0.0003941
0471189626,0.0003929
1580626823,0.0003925
0912411481,0.0003911
0452272815,0.000391
0874779731,0.0003908
0738204633,0.0003907
0553371657,0.0003906
0310210089,0.00039
0071388591,0.0003898
0446676950,0.0003891
1400046831,0.0003876
156138626X,0.0003845
087584863X,0.0003842
1551803542,0.000384
0814471145,0.0003831
0449002829,0.000383
0440145368,0.000383
0880889187,0.0003829
1559391014,0.0003822
1567184855,0.0003809
0060652969,0.0003806
0310214785,0.0003791
0452270863,0.0003787
0449219984,0.0003783
1558503919,0.0003779
188623017X,0.0003768
1577310993,0.000376
1578515572,0.0003753
1580622534,0.0003744
0062501976,0.0003742
0915556324,0.000374
0960170618,0.0003738
0071412913,0.0003735
096673839X,0.0003722
076111940X,0.000371
089486971X,0.0003693
0140432078,0.0003691
0967286247,0.0003686
1855383446,0.0003685
0553279726,0.0003685
0553274872,0.0003684
0395906253,0.0003683
0688103804,0.0003668
1567183603,0.0003659
0312929870,0.0003653
1578516870,0.0003646
0452281326,0.0003632
1577310128,0.0003628
0385237847,0.0003625
0553276999,0.0003622
0875847161,0.0003621
0743227905,0.000362
0071412743,0.0003613
0830822763,0.0003609
0316321001,0.0003606
0802138292,0.0003606
0684870681,0.0003596
0750699035,0.0003594
0060959371,0.0003579
0875847404,0.0003577
0743525159,0.0003576
0761101608,0.000356
0312083165,0.0003545
0553371320,0.0003528
157851486X,0.0003521
0140178244,0.0003511
047132339X,0.00035
1581800460,0.0003499
0963865439,0.0003498
0399519904,0.0003487
1577311868,0.0003484
0471353124,0.0003474
0452283574,0.0003471
0553374397,0.000346
0671621009,0.0003457
0814479928,0.0003451
0060932902,0.0003449
0399146709,0.0003448
0674194241,0.0003448
0300088981,0.0003438
0937611697,0.0003438
0767908864,0.0003437
0892818662,0.0003427
0609609491,0.0003427
0471386308,0.0003421
0786887176,0.0003413
155738486X,0.0003398
0671673254,0.0003398
0761510575,0.0003397
1891279017,0.0003394
0486411249,0.0003393
0735712026,0.0003391
0688172156,0.0003389
0887309097,0.0003386
0936965088,0.0003378
1581802366,0.0003376
1561705322,0.0003372
0393315703,0.0003363
0393310728,0.0003362
0060951605,0.000335
0967162440,0.0003342
0060652950,0.000334
0960638881,0.000333
1561705403,0.0003324
0471515388,0.0003318
0875163092,0.0003314
0130957011,0.0003313
0887308244,0.0003304
0684845776,0.0003303
0761522131,0.0003302
0688112730,0.0003297
0201710382,0.000329
1581150989,0.0003281
0471397296,0.0003276
068480056X,0.0003274
0596000359,0.0003272
0446386367,0.000327
0688069711,0.0003269
039952827X,0.0003268
0142002364,0.0003267
0764113992,0.0003267
0684848813,0.0003264
0761110526,0.0003257
0818403969,0.0003245
0140281916,0.0003245
0060934913,0.0003234
1561703494,0.0003205
1567181406,0.0003195
0070511144,0.0003195
1562863282,0.0003194
0873379101,0.0003193
0312310846,0.0003192
0874778980,0.0003184
0471436399,0.0003175
048629899X,0.0003171
188327222X,0.0003169
0971476993,0.0003168
1574101129,0.0003167
1582970912,0.0003164
0793160278,0.0003158
0679749861,0.0003148
0938399101,0.0003141
0060520221,0.0003135
0948390530,0.0003135
0671745212,0.0003131
0195141628,0.0003127
0691027641,0.0003121
0070527261,0.000312
0140286780,0.0003114
0471059706,0.0003109
0465021212,0.0003102
0425099733,0.0003096
0671657135,0.0003095
0310236487,0.0003094
0684841460,0.0003091
0737304243,0.0003088
0060652934,0.0003074
0375407723,0.0003068
0805061738,0.0003066
0465016154,0.0003057
068482471X,0.0003045
0139649581,0.0003043
1564967743,0.0003041
1576752356,0.0003037
0029019869,0.0003026
1576751740,0.0003019
0521284147,0.0003019
0070680345,0.0002997
0786880708,0.0002996
0452283248,0.0002987
0070525587,0.0002983
0553067966,0.000298
0314257918,0.0002978
0966797000,0.0002976
0517415283,0.0002975
0062503995,0.0002974
0393324397,0.0002971
0385479506,0.000297
0875164269,0.0002969
0800785991,0.0002961
0446530867,0.0002961
1572241985,0.0002954
0446673072,0.0002948
0140120904,0.0002947
0201700883,0.0002941
0967162432,0.0002934
0671701355,0.0002933
0471444936,0.0002933
0553585975,0.0002933
0062516329,0.000293
0609805363,0.0002929
0070522359,0.0002928
0140257314,0.0002926
076791029X,0.0002922
0767900340,0.000292
0452275350,0.0002912
1565656296,0.0002907
1576600351,0.0002904
0671700758,0.0002904
0140296468,0.0002903
0809231581,0.0002899
0809224356,0.0002887
0767904818,0.0002885
0156329301,0.000288
0887308171,0.0002874
0071362460,0.0002872
1880115026,0.0002869
006051471X,0.0002863
0786868414,0.0002862
1581602820,0.0002861
0446676683,0.000286
0892814500,0.0002856
0446528382,0.0002853
0201311453,0.0002845
020132797X,0.0002841
1581151993,0.000284
0842345523,0.0002839
0786864370,0.0002838
0029184673,0.0002835
0812932293,0.0002834
0865713847,0.0002831
0142001104,0.000283
0071362614,0.0002827
0452270545,0.0002826
1891686038,0.0002826
0071386262,0.0002824
1555704026,0.0002818
0262541157,0.0002814
0399145419,0.0002811
0471225347,0.000281
1561840262,0.0002809
0964595354,0.0002809
0131000691,0.0002806
0814470726,0.0002794
0684844419,0.0002793
1885167482,0.0002789
0262550423,0.0002789
0764552775,0.0002789
0553263900,0.0002788
0802467997,0.0002787
1572242205,0.0002785
0879757051,0.0002785
0887306144,0.0002785
1572242167,0.000278
0071363092,0.0002775
0679736042,0.0002774
0787955116,0.0002772
0451167228,0.0002772
0446385077,0.0002768
0060086270,0.0002767
1572180714,0.0002765
0895948389,0.0002762
0385029306,0.000276
0786866578,0.0002754
0672316498,0.0002746
051509028X,0.0002739
034537410X,0.0002734
0887309836,0.0002734
0135853982,0.0002732
0440506255,0.0002725
1564144984,0.0002716
073520019X,0.0002716
0393321886,0.0002714
0865714827,0.0002713
0761506160,0.000271
0970643500,0.0002702
0890899940,0.0002701
0684801523,0.00027
0767904842,0.00027
1571741593,0.0002697
0806523832,0.0002689
0425104257,0.0002686
1878424068,0.0002685
0060932910,0.0002684
0882791346,0.0002677
0060653019,0.0002671
0786311312,0.0002663
0785274308,0.0002658
0787948039,0.0002657
0875846327,0.0002654
0071411909,0.0002654
1585421162,0.0002654
0679763996,0.0002653
0830819711,0.0002649
0879803975,0.0002648
0743203151,0.0002647
0399528636,0.0002647
0440507790,0.0002647
0070089973,0.0002646
0140235310,0.0002646
1567184995,0.0002645
1561701688,0.0002642
0743200403,0.0002641
0875848346,0.0002635
0967499011,0.0002632
1891686003,0.0002629
0793144337,0.0002621
0141001895,0.0002616
1581152744,0.0002609
1578631505,0.0002606
1580910637,0.0002606
0967205905,0.0002604
019286212X,0.0002591
0875848842,0.0002587
081447795X,0.0002586
0385495927,0.0002582
0967187109,0.0002579
096787551X,0.0002577
0877282463,0.0002577
0130462152,0.0002576
0743529065,0.0002569
0071357246,0.0002567
0029117062,0.0002562
0618335404,0.0002551
0028638352,0.000255
0446531774,0.0002549
0764102869,0.0002545
0062516507,0.0002543
0140436790,0.0002542
0515087378,0.0002539
0321011473,0.0002539
0521627494,0.0002532
0471359386,0.000253
1578561256,0.0002529
0743212347,0.0002524
0553061771,0.0002521
0658001353,0.0002521
0911226311,0.000252
0573699216,0.0002518
0321127307,0.0002518
0553210092,0.0002516
0785243038,0.0002509
0785263500,0.0002509
0836280849,0.0002507
0060523794,0.0002506
0553268147,0.0002506
0380715775,0.0002505
0395687187,0.0002501
0658001450,0.0002499
0553371835,0.0002483
0130165832,0.0002481
0471237744,0.0002481
0316600059,0.0002481
0964326191,0.000248
0671880748,0.0002477
0764552279,0.0002474
0130669970,0.0002473
0764526413,0.0002471
0471295639,0.0002469
0385502257,0.0002468
0385496680,0.0002467
0446394998,0.0002462
020530902X,0.000246
0205360734,0.0002448
0875163025,0.0002447
0767909089,0.0002443
0130903272,0.0002443
1572580143,0.000244
0891348581,0.0002439
0312194668,0.0002432
0671750186,0.000243
0446314080,0.0002429
0440507545,0.0002428
0070680396,0.0002427
0875848834,0.0002425
0312958684,0.0002423
0446675962,0.0002422
156860064X,0.0002417
1580174485,0.0002416
081440765X,0.0002415
0785264817,0.0002412
0812933044,0.0002412
1565075331,0.000241
0671671642,0.0002405
0684850419,0.0002405
0156870118,0.0002404
0385483821,0.0002401
0785274405,0.00024
0140173188,0.00024
0684846470,0.0002398
0062516965,0.0002397
158180055X,0.0002397
0844203491,0.0002397
0671887173,0.0002393
038548254X,0.0002388
089879983X,0.0002379
0967916208,0.0002377
0875849105,0.0002373
1581801467,0.0002371
0938716360,0.0002368
1556524625,0.0002365
0670031860,0.0002364
0060928972,0.0002363
1878424092,0.000236
0449213315,0.0002358
0070610479,0.0002347
1558608702,0.0002346
0963203401,0.0002342
0446691437,0.000234
0875165982,0.0002335
0684855313,0.0002335
0071360751,0.0002335
0380723743,0.0002329
0837709121,0.0002326
0684838494,0.0002325
0875421210,0.0002321
0399527494,0.000232
0471527092,0.0002319
1564143511,0.0002319
0738703109,0.0002316
0385493223,0.0002316
0452265193,0.0002313
0875426638,0.0002313
0071418717,0.0002309
0131001175,0.0002306
1568870205,0.0002303
073551982X,0.0002298
0875420133,0.0002295
0785243631,0.0002293
0399550003,0.0002293
0749432187,0.000229
0310234697,0.0002289
0070329338,0.0002289
1931866007,0.0002284
0062501496,0.0002283
0070653283,0.0002282
0823023753,0.000228
0894803123,0.000228
0312281544,0.000228
1857883039,0.0002279
0875421261,0.0002278
0875165060,0.000227
0446674265,0.000227
0029183308,0.0002269
0028642201,0.0002268
0060955899,0.0002266
0735202850,0.0002265
047102466X,0.0002265
0967059844,0.0002265
0874778379,0.0002262
0071379304,0.0002257
0471370088,0.0002257
1561705357,0.0002256
0679751114,0.0002252
1561584118,0.000225
0875849385,0.000225
140190131X,0.0002249
0875844405,0.0002248
0449911640,0.0002246
0440505003,0.0002244
0062513710,0.0002241
0679754938,0.0002239
006251184X,0.0002238
0156007088,0.0002238
0071357807,0.0002237
0070246440,0.0002236
0967509912,0.0002235
0060922583,0.0002234
0887306152,0.0002233
0060081988,0.0002232
0915144867,0.0002231
0814477186,0.0002229
0898621283,0.0002229
0875847897,0.0002229
0809058405,0.0002229
0380810336,0.0002228
1578512549,0.0002228
014044095X,0.0002228
1573920339,0.0002227
0443062617,0.0002225
0875163017,0.0002224
0684803313,0.0002222
0735710627,0.0002222
0875166105,0.0002215
0967875501,0.0002215
1573227358,0.0002214
0312199880,0.0002211
0785266666,0.0002211
007137048X,0.0002207
093871628X,0.0002204
0201703394,0.0002204
0684834316,0.0002202
1556520727,0.0002199
0060973358,0.0002191
1555520693,0.0002189
0767903730,0.0002186
0787903620,0.0002185
0873377885,0.0002179
0471430676,0.0002177
0451174127,0.0002173
0787953105,0.0002172
0738205141,0.0002168
1878901729,0.0002166
1580624820,0.0002166
1571740767,0.000216
0312144776,0.0002152
0787955086,0.0002152
1561707295,0.0002149
0767903005,0.0002148
0671761552,0.0002148
1572242582,0.0002147
0970058705,0.0002146
031021467X,0.0002145
079316799X,0.0002143
1573240834,0.0002138
1561708291,0.0002138
0070242674,0.0002135
0385472560,0.0002132
0793155614,0.0002131
0812210379,0.000213
0452281172,0.000213
0399525408,0.0002128
0446520942,0.0002125
0471136174,0.0002124
0028741129,0.0002124
0471382477,0.0002121
0738703192,0.000212
0395700132,0.000212
0140260404,0.0002119
0684835282,0.000211
1572240229,0.0002109
0471291986,0.0002109
0684841479,0.0002109
0440507561,0.0002107
1567181414,0.0002103
052180079X,0.0002102
0415222818,0.0002102
0891415637,0.0002101
0440202019,0.0002101
0452266602,0.00021
0070504776,0.00021
0446529575,0.00021
0688168507,0.0002098
0764112945,0.0002096
0671733419,0.0002096
1582341028,0.0002095
0133036030,0.0002094
0521357306,0.0002094
020172149X,0.000209
0142002488,0.0002088
B000063TON,0.0002087
0671739891,0.0002085
067179437X,0.0002085
0671708260,0.0002085
0875848974,0.0002084
076191269X,0.0002081
0966740017,0.0002081
0964191644,0.0002078
1578511437,0.0002077
0226320618,0.0002074
1578511933,0.0002073
0486255093,0.0002065
014019536X,0.0002064
0226468011,0.0002064
0618219196,0.000206
0761510001,0.0002059
0380807009,0.0002056
0066620554,0.0002055
0029055156,0.0002055
0884151158,0.0002054
0553379658,0.0002052
0786868163,0.0002048
0553378589,0.0002048
0805040978,0.0002048
0393322343,0.0002045
0684869683,0.0002044
1569244979,0.0002043
0553281097,0.0002042
0312284543,0.0002042
0679762884,0.0002041
0674518586,0.000204
0324071515,0.0002037
0312271913,0.0002036
0316180661,0.0002033
073820482X,0.0002032
0029001013,0.000203
0735200394,0.0002029
0679731148,0.0002029
1576751198,0.0002027
0273649167,0.0002025
0471144479,0.0002025
1885167296,0.0002025
0195142365,0.0002023
0671797506,0.0002022
0415278449,0.000202
0375705619,0.0002018
0935257012,0.0002017
0062503421,0.0002016
0933291159,0.0002016
0070240205,0.0002016
0761521496,0.0002016
0874779766,0.0002014
0910311641,0.0002013
0312143427,0.0002013
0071380396,0.0002012
0385421311,0.0002011
0312187572,0.0002011
0451528123,0.0002005
091822635X,0.0002004
0961320303,0.0002004
1569246297,0.0002004
0786868236,0.0002002
0787952028,0.0001998
0385504454,0.0001994
0761528172,0.0001994
0449911624,0.0001993
0452278376,0.0001993
0913543209,0.0001993
0679768092,0.0001993
0941599191,0.000199
0764554816,0.0001988
0743525051,0.0001986
1572242299,0.0001984
1571741402,0.0001984
0071410945,0.000198
0671657860,0.0001979
0310250005,0.0001977
0814479421,0.0001977
0750671637,0.0001974
0312289774,0.0001974
0743228626,0.0001972
0312281188,0.0001969
0471361909,0.0001969
0786868244,0.0001965
0910924007,0.0001963
0740733370,0.0001959
0471225800,0.0001957
0967206715,0.0001956
0471126500,0.0001951
0471578266,0.0001949
0767900421,0.0001946
157675006X,0.0001944
0071351825,0.0001943
1878424076,0.0001942
0060514922,0.000194
0970214308,0.000194
0130411507,0.0001939
0865475784,0.0001937
0609800906,0.0001937
0679762698,0.0001935
0915132370,0.0001933
0966234138,0.0001932
1576751244,0.0001929
0071362363,0.0001928
0486277879,0.0001926
0671885251,0.0001925
0446670537,0.0001923
1892123924,0.0001922
0070062188,0.0001922
0062515020,0.0001921
0887309135,0.0001919
1568385048,0.0001918
055329993X,0.0001917
039370324X,0.0001915
0895947366,0.0001915
0201570483,0.0001913
0071352872,0.0001912
002907990X,0.0001911
0684811634,0.0001909
1857883020,0.0001909
0814471234,0.0001908
1573921769,0.0001906
080078412X,0.0001905
1564143961,0.0001905
0966132769,0.0001904
0735712018,0.0001904
0967098807,0.0001903
0375420797,0.0001903
0312954115,0.0001903
0822013185,0.0001902
0966002474,0.0001901
1558505113,0.00019
0134106717,0.0001898
0892819596,0.0001898
0072482567,0.0001897
0631231366,0.0001894
0385262426,0.0001893
0072482591,0.0001892
0961413506,0.0001892
0844232432,0.0001891
1891279025,0.0001888
0465056741,0.0001887
0609805797,0.0001885
0761514406,0.0001884
0787950165,0.0001881
0966773233,0.0001879
0471573302,0.0001875
0060913916,0.0001875
0787954810,0.0001874
0787947954,0.0001873
0812931181,0.0001872
0425099997,0.0001872
0874777518,0.000187
0735710740,0.0001869
0130749214,0.0001869
0875847382,0.0001865
0961413514,0.0001863
0875165575,0.0001861
0130179647,0.0001859
013026248X,0.0001855
0130289221,0.0001855
0375407731,0.0001854
0142001902,0.0001854
0743526589,0.0001854
0060971843,0.000185
1402200552,0.0001849
1580083110,0.0001848
0684831465,0.0001846
0446670642,0.0001846
0060934484,0.0001846
002864168X,0.0001846
1580623026,0.0001845
0804831904,0.0001845
0809105543,0.0001845
0380006766,0.0001844
0684853108,0.0001844
1885167563,0.0001844
0471159034,0.0001843
0761517529,0.0001836
0735202869,0.0001835
0140126384,0.0001832
0875420486,0.0001831
0070580561,0.000183
0449003612,0.0001828
1573241776,0.0001827
013979591X,0.0001826
0875162045,0.0001826
0471409154,0.0001826
0452276853,0.0001826
0465071384,0.0001822
0399523820,0.0001822
0787955132,0.000182
0814405452,0.000182
0071360530,0.000182
0060012781,0.0001819
0879804203,0.0001819
1888232005,0.0001819
157174102X,0.0001818
0789723700,0.0001818
0553573136,0.0001818
038549369X,0.0001818
0814478808,0.0001817
0865713596,0.0001814
0071419721,0.0001813
0887309585,0.0001813
0809247992,0.0001813
0071349243,0.0001812
0029113121,0.0001812
0891348573,0.0001809
1571742700,0.0001809
0876293577,0.0001807
0913543780,0.0001806
0787908703,0.0001806
0883781042,0.0001804
0385493231,0.0001802
0684863758,0.0001802
0471119601,0.0001801
0316532681,0.0001793
0452275644,0.0001792
0452269350,0.0001789
1931468141,0.0001789
0070248176,0.0001787
091122629X,0.0001785
0609809091,0.0001785
0738204307,0.0001784
0684857073,0.000178
0679758569,0.0001778
0942061411,0.0001778
1578511429,0.0001774
0452272041,0.0001773
0688161499,0.0001771
0879754249,0.0001771
0198782519,0.000177
0688179061,0.0001768
006251783X,0.0001767
1576750191,0.0001765
0066620686,0.0001764
0814479359,0.0001764
0966431200,0.0001763
0071363645,0.0001761
1578513332,0.0001761
0140441921,0.000176
0140245227,0.000176
0553375407,0.0001759
1580622585,0.0001756
0764553410,0.0001751
0823056201,0.0001751
0785264787,0.0001749
0471225819,0.0001747
1573241415,0.0001745
088730995X,0.0001745
0062503790,0.0001744
0130262781,0.0001741
0553343661,0.000174
0553375490,0.0001739
0449911500,0.0001739
0743214285,0.0001737
1559948752,0.0001736
0671746219,0.0001736
0793159636,0.0001734
0060958405,0.0001734
0684827085,0.0001734
1891984144,0.0001733
0060931159,0.0001732
0875421318,0.0001728
0132638495,0.0001727
0060915870,0.0001727
1569120501,0.0001725
1561707929,0.0001724
0062503642,0.0001723
0743462688,0.0001722
060980281X,0.0001722
0071373616,0.0001721
1572241381,0.0001721
0871319055,0.0001721
0060652381,0.000172
1559770295,0.000172
0130090255,0.0001719
0967450659,0.0001719
0380785080,0.0001718
1573929344,0.0001717
0517881640,0.0001717
1883219752,0.0001715
0684836599,0.0001714
1561794643,0.0001713
0070610487,0.0001712
0890897603,0.000171
188603933X,0.0001709
0800757106,0.0001709
0449223256,0.0001709
0873648153,0.0001709
0553265008,0.0001708
1581602626,0.0001708
0787958476,0.0001704
0873642147,0.0001701
0932194400,0.0001701
0842321845,0.0001701
0879804475,0.00017
0844232424,0.0001698
0688147631,0.0001697
0072441070,0.0001696
0688142273,0.0001696
0140264450,0.0001694
187842422X,0.0001694
0814471773,0.0001693
1580622054,0.0001693
0787945269,0.0001692
0521566274,0.0001691
093404113X,0.0001691
0787963941,0.0001689
0312218990,0.0001689
0830822208,0.0001687
0716752379,0.0001687
0671674323,0.0001686
B00000273U,0.0001685
0471355437,0.0001685
0786865237,0.0001682
0786868686,0.0001681
031287782X,0.0001681
1883629004,0.000168
0743455967,0.0001679
1561700231,0.0001679
0471292524,0.0001678
0879804351,0.0001678
0679720200,0.0001675
155927204X,0.0001674
0130090565,0.0001674
0931432723,0.0001674
0735710732,0.0001673
0684856093,0.0001673
0875421830,0.000167
0787948047,0.0001669
140190033X,0.0001668
0875421296,0.0001668
0071409998,0.0001667
038072572X,0.0001667
0131759477,0.0001666
0684832488,0.0001665
0844231010,0.0001665
1582341036,0.0001665
0130783862,0.0001663
0743201507,0.0001663
0963266713,0.0001663
0486299880,0.0001662
0345425839,0.0001662
0965967239,0.0001661
0743520815,0.000166
0446531502,0.0001658
0375725121,0.0001657
1565547063,0.0001656
1585420875,0.0001656
0060632313,0.0001656
0793153883,0.0001655
0451625854,0.0001653
0060086769,0.0001652
0821409700,0.0001652
0201770369,0.0001652
0201622408,0.0001652
0809225034,0.0001651
0814470939,0.000165
0887308635,0.000165
1572240938,0.0001649
0471388823,0.0001648
1879237237,0.0001648
0895947811,0.0001648
0060006641,0.0001647
1555520227,0.0001646
1565077822,0.0001646
0898154081,0.0001646
0553280384,0.0001646
0684847434,0.0001644
0471410144,0.0001644
038549517X,0.0001642
0805056491,0.0001641
0393321932,0.000164
0879800232,0.0001639
0805072675,0.0001639
0764116622,0.0001639
0449207862,0.0001638
1587620014,0.0001637
0618127445,0.0001636
0915035634,0.0001636
0425150755,0.0001636
0671872761,0.0001635
0446386391,0.0001634
0735203512,0.0001634
1562924885,0.0001634
0399524479,0.0001632
0345407288,0.0001632
0971229007,0.0001631
1571743847,0.0001631
0684800500,0.000163
1564145581,0.000163
0671739166,0.0001629
0029184657,0.0001629
0764550616,0.0001629
0814479200,0.0001629
0767904524,0.0001628
1886669090,0.0001627
0452264189,0.0001626
0375700188,0.0001625
0793142954,0.0001624
0140255265,0.0001621
0440507189,0.000162
0425175014,0.000162
044050564X,0.000162
047103620X,0.0001617
0465069347,0.0001615
0072863641,0.0001614
0425081834,0.0001613
0133033899,0.0001613
0486275639,0.0001613
0517123207,0.0001609
0385499841,0.0001608
0738204412,0.0001607
0735712506,0.0001607
076790088X,0.0001606
0875162584,0.0001606
0028626303,0.0001605
1580627943,0.0001604
1886093040,0.0001602
0764550349,0.0001602
0814404162,0.0001601
0486277909,0.0001601
1583762051,0.0001599
0471000604,0.0001599
1571740872,0.0001598
0787909386,0.0001597
087877050X,0.0001597
0764550632,0.0001597
0465026567,0.0001596
1558606580,0.0001596
0970452519,0.0001596
0962088110,0.0001595
0887308856,0.0001595
1576750310,0.0001595
1890132284,0.0001594
0310402913,0.0001593
0618056734,0.0001592
0743204662,0.0001591
1891279041,0.0001591
0875164838,0.0001587
0393317900,0.0001587
1571741437,0.0001586
0672321513,0.0001584
0553343874,0.0001583
0385265425,0.0001583
0060938463,0.0001582
0688094554,0.0001581
1576833097,0.000158
0517605252,0.000158
0440576474,0.0001579
1585421952,0.0001578
1564968375,0.0001578
0811816281,0.0001577
0609608398,0.0001576
094839059X,0.0001576
0671519980,0.0001575
0446606219,0.0001574
0240803744,0.0001573
039373093X,0.0001572
1572241950,0.0001572
0446362999,0.0001569
0446677000,0.0001569
