Product_id;Product_title;Final_year_review_count;Total_review_count;Average_rating;;
0872203174;The Prince;14;212;4.5;;
0192833979;The Prince Oxford World s Classics;14;212;4.5;;
0140449159;The Prince Penguin Classics;14;212;4.5;;
0393962202;The Prince A Revised Translation Backgrounds Interpretations Marginalia Norton Critical Editions;14;212;4.5;;
0609609491;The One Minute Millionaire The Enlightened Way to Wealth;14;150;4;;
0451527461;The Prince Signet Classics Paperback;14;212;4.5;;
0879753447;Prince Great Books in Philosophy;14;212;4.5;;
157851486X;Primal Leadership Realizing the Power of Emotional Intelligence;14;56;4;;
0521342406;Machiavelli The Prince Cambridge Texts in the History of Political Thought;14;212;4.5;;
0521349931;Machiavelli The Prince Cambridge Texts in the History of Political Thought;14;212;4.5;;
1404314784;The Prince;14;212;4.5;;
1559277459;Primal Leadership Realizing the Power of Emotional Intelligence;14;56;4;;
1559277440;Primal Leadership Realizing the Power of Emotional Intelligence ABRIDGED;14;56;4;;
0881334448;The Prince;14;212;4.5;;
0957886896;The Prince Deodand Classics;14;212;4.5;;
0679763309;An Unquiet Mind A Memoir of Moods and Madness Vintage;14;230;4.5;;
1559277432;Primal Leadership Realizing the Power of Emotional Intelligence;14;56;4;;
0310220157;The Case for Faith A Journalist Investigates the Toughest Objections to Christianity;13;177;3.5;;
0310234697;The Case for Faith A Journalist Investigates the Toughest Objections to Christianity;13;177;3.5;;
0060934913;Kitchen Confidential Adventures in the Culinary Underbelly;13;416;4;;
0553713833;The One Minute Millionaire The Enlightened Way to Wealth;13;150;4;;
159007078X;The Blind Watchmaker Why the Evidence of Evolution Reveals a Universe Without Design;13;270;3.5;;
0553756699;The One Minute Millionaire The Enlightened Way to Wealth;13;150;4;;
097117380X;Income for Life From Real Estate How the Tortoise Got Rich with CDROM;13;20;4.5;;
0310234751;The Case for Faith A Journalist Investigates the Toughest Objections to Christianity;13;177;3.5;;
0553212788;The Prince;13;212;4.5;;
158234082X;Kitchen Confidential Adventures in the Culinary Underbelly;13;416;4;;
0028641639;Business Is a Contact Sport;13;32;5;;
141040045X;Case for Faith Walker Large Print Books;13;177;3.5;;
1573225789;The Color of Water A Black Man s Tribute to His White Mother;13;508;4.5;;
0553528521;Kitchen Confidential Adventures in the Culinary Underbelly;13;416;4;;
0140447520;The Prince Penguin Classics;13;212;4.5;;
0060512180;The Beauty Myth How Images of Beauty Are Used Against Women;13;65;3.5;;
0887307280;The E Myth Revisited Why Most Small Businesses Don t Work and What to Do About It;13;137;4.5;;
0345348109;The Killer Angels;13;444;4.5;;
0684865165;The Rebel Rules Daring to be Yourself in Business;12;13;4;;
0380731762;Feeling Good The New Mood Therapy;12;118;4.5;;
0060538244;The One Minute Apology A Powerful Way to Make Things Better;12;30;3;;
0553382179;Sink Reflections;12;234;4.5;;
0966583221;QBQ The Question Behind the Question;12;108;4.5;;
0960638881;A Course in Miracles;12;180;4.5;;
0380810336;Feeling Good The New Mood Therapy;12;118;4.5;;
0688169813;The One Minute Apology A Powerful Way to Make Things Better;12;30;3;;
0471414646;Optimal Thinking How to Be Your Best Self;12;75;4.5;;
B00006950U;Dogtown and Z Boys;12;85;4.5;;
B0000694WN;Dogtown and Z Boys;12;85;4.5;;
0966583299;QBQ The Question Behind the Question Practicing Personal Accountability in Work and in Life;11;108;4.5;;
1567184855;Journey of Souls Case Studies of Life Between Lives;11;177;4.5;;
0671023373;Man s Search For Meaning;11;194;4.5;;
158297120X;2003 Writer s Market;11;56;4.5;;
0375758259;When Genius Failed The Rise and Fall of Long Term Capital Management;11;132;4.5;;
0743222245;Living History;11;676;3;;
0691050627;Irrational Exuberance;11;66;4;;
037550317X;When Genius Failed The Rise and Fall of Long Term Capital Management;11;132;4.5;;
0735711968;Making the Web Work Designing Effective Web Applications;11;14;4.5;;
0898799775;Writer s Market 2001 8000 Editors Who Buy What You Write Writer s Market;11;56;4.5;;
1578563682;Every Man s Battle Winning the War on Sexual Temptation One Victory at a Time The Every Man Series;11;110;4;;
0875163238;It Works;11;29;4.5;;
0618334661;Reefer Madness Sex Drugs and Cheap Labor in the American Black Market;11;87;3.5;;
0878332022;King of Clubs Grow Rich in More Than Money;11;12;4.5;;
0767907183;Irrational Exuberance;11;66;4;;
0684852861;First Break All the Rules What the World s Greatest Managers Do Differently;11;189;4.5;;
0743226747;The Power of Full Engagement Managing Energy Not Time is the Key to High Performance and Personal Renewal;11;57;4.5;;
0743510119;First Break All The Rules What The Worlds Greatest Managers Do Differently;11;189;4.5;;
1582970440;2002 Writer s Market 8 000 Editors Who Buy What You Write;11;56;4.5;;
0130950912;How to Succeed With Women;11;259;4;;
0881791326;The Elements of Typographic Style;11;57;4.5;;
1576751996;Affluenza The All Consuming Epidemic;11;74;4;;
0971384800;Low Risk High Reward Practical Prescriptions for Starting and Growing Your Business;11;23;4;;
0684865424;First Break All The Rules What The Worlds Greatest Managers Do Differently;11;189;4.5;;
0684849623;Low Risk High Reward Starting and Growing A Business with Minimal Risk;11;23;4;;
1572242507;The Trigger Point Therapy Workbook Your Self Treatment Guide for Pain Relief;11;52;5;;
0671582488;First Break All the Rules What the World s Greatest Managers Do Differently;11;189;4.5;;
0743528425;The Power of Full Engagement Managing Energy Not Time is the Key to High Performance and Personal Renewal;11;57;4.5;;
0465016146;The Mystery of Capital Why Capitalism Triumphs in the West and Fails Everywhere Else;11;109;4.5;;
0743528433;The Power of Full Engagement Managing Energy Not Time is the Key to High Performance and Personal Renewal;11;57;4.5;;
0465016154;The Mystery of Capital Why Capitalism Triumphs in the West and Fails Everywhere Else;10;108;4.5;;
0743522850;Get Anyone To Do Anything;10;90;4;;
0967499011;Magnetizing Your Heart s Desire;10;49;4.5;;
0393050947;The Well Educated Mind A Guide to the Classical Education You Never Had;10;27;3.5;;
074321630X;The Double Helix A Personal Account of the Discovery of the Structure of DNA;10;32;3.5;;
0440506255;He s Scared She s Scared Understanding the Hidden Fears That Sabotage Your Relationships;10;49;4.5;;
0399527834;Carole Maggio Facercise The Dynamic Muscle Toning Program for Renewed Vitality and a More Youthful Appearance Revised Updated;10;124;4.5;;
0312270178;Get Anyone to Do Anything Never Feel Powerless Again With Psychological Secrets to Control and Influence Every Situation;10;90;4;;
0966363507;Don t Be Afraid To Ask How To Date A Beautiful Woman;10;104;4.5;;
0743500555;Get Anyone To Do Anything And Never Feel Powerless Again Psychological secrets to predict control and influence every situation;10;90;4;;
0805061738;The Making of a Chef Mastering Heat at the Culinary Institute;10;85;4.5;;
0688128165;Influence The Psychology of Persuasion;10;138;4.5;;
0684811766;Making the Most of Your Money;10;179;2.5;;
1892881268;Secrets from a Stargazer s Notebook Making Astrology Work for You;10;55;5;;
B00004SZK6;Face Aerobics;10;23;4.5;;
0743520408;Multiple Streams of Income;10;164;3.5;;
0465026567;Gödel Escher Bach An Eternal Golden Braid;10;206;4.5;;
B00008AOW1;Noam Chomsky Distorted Morality America s War on Terror;10;53;3.5;;
0312209045;Get Anyone To Do Anything And Never Feel Powerless Again Psychological secrets to predict control and influence every situation;10;90;4;;
0140143459;Liar s Poker Rising Through the Wreckage on Wall Street;10;159;4.5;;
0735202753;The New Psycho Cybernetics The Original Science of Self Improvement and Success That Has Changed the Lives of 30 Million People;10;24;4;;
0471381802;Multiple Streams of Income;10;164;3.5;;
0070058466;Human Resource Management An Experiential Approach;10;12;3;;
0743201140;Now Discover Your Strengths;10;145;4;;
0060526564;The Customer Comes Second Put Your People First and Watch em Kick Butt;10;11;5;;
1899836713;The Life Coaching Handbook;10;12;4;;
0735202850;The New Psycho Cybernetics The Original Science of Self Improvement and Success That Has Changed the Lives of 30 Million People;10;24;4;;
0967563100;Perpetual Motivation;10;14;4.5;;
0471218871;Multiple Streams of Income How to Generate a Lifetime of Unlimited Wealth First Edition;10;164;3.5;;
0321011473;Influence Science and Practice 4th Edition;10;67;4.5;;
0375762698;Cracking the GRE Psychology Test 6th Edition Cracking the Gre Psychology;9;17;4;;
0735200300;How to Succeed With Women;9;257;4;;
0486404277;Robinson Crusoe Dover Thrift Editions;9;102;3.5;;
0743517881;The Millionaire Mind;9;153;3.5;;
0743509188;Feel The Fear And Do It Anyway;9;63;4.5;;
0967742013;How I Retired at 26 A Step by Step Guide to Accessing Your Freedom and Wealth at Any Age;9;15;5;;
0060958332;The Language Instinct How the Mind Creates Language Perennial Classics;9;81;4;;
0743518136;Now Discover Your Strengths;9;144;4;;
1561700576;Feel the Fear and Do It Anyway;9;63;4.5;;
0471285714;Becoming a Chef With Recipes and Reflections from America s Leading Chefs;9;42;4.5;;
0395683297;Silent Spring;9;106;3.5;;
1557385238;The Technical Analysis Course A Winning Program for Investors and Traders Revised Edition;9;19;2.5;;
067150603X;FEEL THE FEAR AND DO IT ANYWAY;9;63;4.5;;
B00004YMGJ;Advanced Face Aerobics;9;10;5;;
0879804475;The Law of Success In Sixteen Lessons 2 Volume Set;9;13;4.5;;
0385413726;From Beirut to Jerusalem Updated with a New Chapter;9;132;4.5;;
0071363092;The Master Swing Trader Tools and Techniques to Profit from Outstanding Short Term Trading Opportunities;9;229;3.5;;
0740703579;The Millionaire Mind;9;153;3.5;;
0066621194;China Dawn The Story of a Technology and Business Revolution;9;21;4.5;;
0449902927;Feel the Fear and Do It Anyway;9;63;4.5;;
155927655X;The Procrastinator s Handbook Mastering the Art of Doing It Now;9;45;4;;
0743518144;Now Discover Your Strengths;9;144;4;;
0735712026;The Elements of User Experience User Centered Design for the Web;9;20;4;;
0060976519;The Language Instinct;9;81;4;;
0071387102;The Technical Analysis Course;9;19;2.5;;
060960922X;Love Is the Killer App How to Win Business and Influence Friends;9;88;4;;
0670031518;The Blank Slate The Denial of Human Nature and Modern Intellectual Life;9;163;4;;
0226320618;The Road to Serfdom;9;127;4.5;;
0553712853;Love Is the Killer App How to Win Friends and Inspire Colleagues;9;88;4;;
1885167520;Magical Worlds of the Wizard of Ads Tools and Techniques for Profitable Persuasion;9;18;4;;
1561706280;You Can Heal Your Life Gift Edition;9;111;4.5;;
1574101293;E Tailing;9;12;4.5;;
0609805797;The Seven Principles for Making Marriage Work A Practical Guide from the Country s Foremost Relationship Expert;9;61;5;;
0060932902;Genome;9;157;4.5;;
0743517865;The Millionaire Mind;9;153;3.5;;
1559942800;From Beirut to Jerusalem;9;132;4.5;;
0743517873;The Millionaire Mind;9;153;3.5;;
0374158959;From Beirut to Jerusalem;9;132;4.5;;
0808505165;Silent Spring;9;106;3.5;;
0971872317;75 Proven Ways to Make Money Between Jobs;9;14;4;;
0875420508;Buckland s Complete Book of Witchcraft Llewellyn s Practical Magick;9;265;3.5;;
0743517857;The Millionaire Mind;9;153;3.5;;
0452273226;The Mind Map Book How to Use Radiant Thinking to Maximize Your Brain s Untapped Potential;9;67;3.5;;
0802725643;More Than a Carpenter;9;115;4;;
0802775985;The Procrastinator s Handbook Mastering the Art of Doing It Now;9;45;4;;
0740718584;The Millionaire Mind;9;153;3.5;;
1400046831;Love Is the Killer App How to Win Business and Influence Friends;9;88;4;;
0618249060;Silent Spring;9;106;3.5;;
061825305X;Silent Spring;9;106;3.5;;
0971744203;FusionBranding How To Forge Your Brand for the Future;9;13;4.5;;
1885167539;Magical Worlds of the Wizard of Ads Tools and Techniques for Profitable Persuasion;9;18;4;;
0393047644;The Future of Freedom Illiberal Democracy at Home and Abroad;8;97;4;;
0060194979;Genome The Autobiography of a Species in 23 Chapters;8;156;4.5;;
0385720270;Development as Freedom;8;35;4.5;;
1853260630;Candide Wordsworth Classics Wordsworth Classics;8;107;4.5;;
0808509551;Candide Bantam Classics;8;107;4.5;;
0972763708;How to Get Rich Selling Cars to Women;8;13;2.5;;
0553211668;Candide Candide;8;107;4.5;;
0553562835;Sam Walton Made In America;8;60;4.5;;
0842345523;More Than a Carpenter;8;115;4;;
1585420212;Energy Medicine;8;55;4.5;;
0671693409;One Up On Wall Street;8;110;4.5;;
0140127925;One Up on Wall Street How to Use What You Already Know to Make Money in the Market;8;110;4.5;;
140220051X;Soul Talk Powerful Positive Communication for a Loving Partnership;8;10;5;;
0471436399;The Complete Guide to Buying and Selling Apartment Buildings;8;21;4.5;;
0385315546;Drinking A Love Story;8;114;4;;
0074711032;The Coaching at Work Toolkit;8;9;4.5;;
068485743X;The First Five Pages A Writer s Guide to Staying Out of the Rejection Pile;8;60;4;;
0842374272;More Than a Carpenter;8;115;4;;
1567310745;Anxiety Phobia Workbook;8;56;5;;
0060922583;Holographic Universe;8;148;4.5;;
0842345485;More Than a Carpenter Personal Evangelism 6 Pack;8;115;4;;
0762409819;ONE UP ON WALL STREET How to Use What You Already Know To Make Money in the Market;8;110;4.5;;
1556154844;Code Complete;8;145;4.5;;
0679642587;Candide Modern Library;8;107;4.5;;
0312265913;Bread and Butter What a Bunch of Bakers Taught Me About Business and Happiness;8;44;4;;
0071368248;The Startup Garden How Growing a Business Grows You;8;15;4.5;;
0917510186;Small Time Operator;8;32;4;;
0743200403;One Up On Wall Street How To Use What You Already Know To Make Money In The Market;8;110;4.5;;
0465006965;Religion Explained The Evolutionary Origins of Religious Thought;8;30;4.5;;
0471391166;The Peaceable Kingdom Building a Company Without Factionalism Fiefdoms Fear and Other Staples of Modern Business;8;13;2;;
0789723107;Don t Make Me Think A Common Sense Approach to Web Usability;8;236;4.5;;
0805051511;Raising Your Emotional Intelligence A Practical Guide;8;14;3.5;;
1567185800;A Rich Man s Secret An Amazing Formula for Success;8;46;4;;
0785242198;The New Evidence That Demands A Verdict Fully Updated To Answer The Questions Challenging Christians Today;8;60;3.5;;
0759610142;Mindless Selling;8;12;4.5;;
1573441449;The Ultimate Guide to Cunnilingus How to Go Down on a Woman and Give Her Exquisite Pleasure Ultimate Everything;8;32;4.5;;
0060555661;The Intelligent Investor The Definitive Book On Value Investing Revised Edition;8;35;4.5;;
1566491568;Why Men Don t Listen Women Can t Read Maps How We re Different and What to Do About It;8;65;3;;
0759610150;Mindless Selling;8;12;4.5;;
0875421180;Wicca A Guide for the Solitary Practitioner;8;401;4.5;;
0074708422;The Complete Guide to Coaching at Work;8;9;4.5;;
0865714827;The Party s Over Oil War and the Fate of Industrial Societies;8;51;4;;
0679772677;A Civil Action Vintage;8;311;4.5;;
0140440046;Candide Penguin Classics;8;107;4.5;;
0071400206;Game Theory at Work How to Use Game Theory to Outthink and Outmaneuver Your Competition;8;13;3;;
0486276252;Candide Dual Language;8;107;4.5;;
0785243631;The New Evidence That Demands A Verdict Fully Updated To Answer The Questions Challenging Christians Today;8;60;3.5;;
0767907639;Why Men Don t Listen and Women Can t Read Maps How We re Different and What to Do About It;8;65;3;;
157224223X;The Anxiety Phobia Workbook;8;56;5;;
0393051242;Globalization and Its Discontents;8;80;4;;
B00003CXI4;The Legend of Bagger Vance;8;116;3.5;;
0882862359;The Communist Manifesto;7;210;3.5;;
0688153879;Kevin Trudeau s Mega Memory How to Release Your Superpower Memory in 30 Minutes Or Less a Day;7;53;3.5;;
0767904575;The Emperors of Chocolate Inside the Secret World of Hershey and Mars;7;155;4.5;;
1559271701;A Year in Provence abridged;7;106;4.5;;
0879511532;A Book of Five Rings;7;90;4.5;;
0385504322;The New Law of Demand and Supply The Revolutionary New Demand Strategy for Faster Growth and Higher Profits;7;17;4;;
0071401946;Crucial Conversations Tools for Talking When Stakes are High;7;57;4.5;;
1565114205;SPIN Selling;7;57;4.5;;
0071386262;Financial Shenanigans How to Detect Accounting Gimmicks Fraud in Financial Reports Second Edition;7;23;4.5;;
0877735379;The Art of War Pocket Edition Shambhala Pocket Classics;7;239;4.5;;
0873481402;Communist Manifesto;7;210;3.5;;
0679731148;A Year in Provence Vintage Departures;7;106;4.5;;
1885640668;Selling Cars The Handbook of the Professional;7;30;3.5;;
0140157352;Getting to Yes Negotiating Agreement Without Giving In;7;81;4.5;;
0517415283;Book of Five Rings The Classic Guide to Strategy;7;90;4.5;;
0805011943;The Copywriter s Handbook A Step by Step Guide to Writing That Sells;7;28;5;;
0749437979;Brand Driven The Route to Integrated Branding Through Great Leadership;7;8;4;;
0566076896;Spin Selling;7;57;4.5;;
157851746X;Priceless Turning Ordinary Products into Extraordinary Experiences;7;14;4.5;;
0679600701;The Origin of Species Modern Library;7;59;4;;
0140447571;The Communist Manifesto Penguin Classics;7;210;3.5;;
0679421904;The Emperors of Chocolate Inside the Secret World of Hershey and Mars;7;155;4.5;;
0324114524;Business Communication Process and Product;7;13;4;;
1570625190;The Tao of Physics;7;59;4;;
0140868887;The Age of Spiritual Machines;7;166;4;;
0671634062;Getting to Yes How to Negotiate Agreement Without Giving in AUDIO CASSETTE;7;81;4.5;;
0553351702;The Book of Five Rings;7;90;4.5;;
0140444785;Communist Manifesto The;7;210;3.5;;
0972488901;Crucial Conversations Tools for Talking When Stakes Are High;7;57;4.5;;
1580625509;The 101 Habits of Highly Successful Screenwriters Insider s Secrets from Hollywood s Top Writers;7;17;5;;
0553214632;The Origin of Species By Means of Natural Selection or the Preservation of Favoured Races in theStruggle for Life Bantam Classic;7;59;4;;
0385479425;Survival of the Prettiest The Science of Beauty;7;64;4;;
0375751467;The Origin of Species By Means of Natural Selection or The Preservation of Favored Races in theStruggle for Life Modern Library Paperback;7;59;4;;
B00005A05C;John Cleese on How to Irritate People;7;34;3.5;;
0553378201;The Wisdom of the Enneagram The Complete Guide to Psychological and Spiritual Growth for the Nine Personality Types;7;29;4.5;;
0385260946;The Fifth Discipline;7;61;4.5;;
0877734526;The Art of War;7;239;4.5;;
0060391685;Story Substance Structure Style and The Principles of Screenwriting;7;115;4.5;;
0385292163;The Art of War;7;239;4.5;;
088295055X;Communist Manifesto Yu Liang Ts ung Shu;7;210;3.5;;
0452272815;Napoleon Hill s Keys to Success The 17 Principles of Personal Achievement;7;18;5;;
0735712018;Designing with Web Standards;7;82;4;;
0385260954;The Fifth Discipline;7;61;4.5;;
0192834371;The Communist Manifesto Oxford World s Classics;7;210;3.5;;
006019300X;The Field The Quest for the Secret Force of the Universe;7;32;4.5;;
073551982X;Civil Procedure Examples and Explanations The Examples Explanations Series;7;45;5;;
0195014766;The Art of War UNESCO Collection of Representative Works;7;239;4.5;;
0877735158;The Art of War Shambhala Lion Editions;7;239;4.5;;
1400100674;The Art of War;7;239;4.5;;
0060915188;An American Childhood;7;44;3;;
0788789503;The Wealthy Barber Everyone s Commonsense Guide to Becoming Financially Independent;7;63;4.5;;
0517123207;Origin of Species;7;59;4;;
1892123924;Nonstop Networking How to Improve Your Life Luck and Career;7;36;5;;
0671739166;Story of Philosophy The Lives and Opinions of the World s Greatest Philosophers;7;53;5;;
0451527100;The Communist Manifesto;7;210;3.5;;
0877733759;Writing Down the Bones;7;127;4;;
