Product_id;Final_year_review_count
1590073991;6
B00004RFIE;3
B00004RFIC;1
B00004RFIB;1
B000051VPY;1
0684827948;1
073820188X;1
0534368190;1
1884910394;3
0393320030;1
0631164014;2
079382804X;1
0312291612;1
9622930093;2
B000001W2I;1
0613099613;2
1888692057;1
0380820994;2
0394547942;1
B00000322V;1
0804010544;2
0879734094;3
1570544700;1
0071358978;1
6300269833;2
0826447643;2
1558746374;1
6305808155;1
0520013549;1
B00005RT3I;3
B00005QVUM;1
B000027V2R;1
0806522402;4
B00004Y6SL;2
0140442634;1
1572810955;1
B00005B7DP;1
B00000DCXD;1
0590472674;3
B00005YTRK;1
B00005YTRJ;1
B00005YTRM;1
B00005YTRL;1
B00005YTRT;1
B00005YTRW;1
0767013395;1
B00005YTRX;1
1555973779;3
0312865325;3
0672324245;1
B00004TLSK;1
0060937661;5
B0000516SW;1
B00004Y6S5;1
B00004Y6S6;1
B00005YTR8;1
B00004Y6S7;2
B00004Y6S1;10
B00004Y6S3;1
1563894815;1
0805044108;1
0553579061;1
0374350671;1
0553288105;2
0805053093;13
B000002VT3;2
B00006GO90;1
0736902066;1
1860743242;1
B00004Y76A;4
B00000INBI;1
0316779059;36
0520072243;1
0451407539;1
B00000INBZ;3
B00000IC81;3
0814405657;3
0876053886;1
0312983220;5
0790611724;1
B00000INB5;1
0452267250;19
B00000INB3;2
B00000INB1;1
B00000INB2;1
B00000INB0;2
6304907761;3
074340730X;1
0689818971;1
0449001954;3
B000009ELJ;1
8408044133;1
0375403493;4
6302598869;1
0521474655;1
0262631997;1
1581801459;1
B000060OT1;1
0130351288;1
B0000072I1;1
B0000072I3;1
B0000072I2;3
031210409X;2
0340662174;1
B0000072I8;1
0312256248;1
1558321357;1
037575265X;4
0966012224;1
0694514934;1
0201563169;1
0141306424;2
096211314X;1
6304138458;2
1558703306;1
0894806092;1
0887406599;1
0962959359;2
0971024502;2
1400001358;4
0486250237;3
B000060OTI;1
0792151712;62
B000060OTN;1
B000060OTU;2
B0000072IU;1
B00000DMON;1
B0000072IW;1
0446531634;5
0671884433;2
0316110590;1
0060262486;2
0071386998;1
0674127714;1
B00000ADL2;1
0471105600;2
0830819479;2
0790733382;7
1560534605;1
0897333624;3
1575933942;2
0312868855;7
0071342109;1
067975704X;1
0060675578;2
0060004436;1
B000001B2B;1
0413302105;1
0446610763;5
0312252099;1
B000063JZW;1
0323019765;1
0787903051;1
0060196475;3
0767002652;3
6300213056;1
0471118176;2
0130306576;1
0812967941;1
1563897989;2
0375409807;2
B00007L4QN;1
0967584418;3
0141303107;2
0312309635;8
0312290896;3
6302999014;1
B000063JZG;1
B0000014CF;1
0684801345;2
0001474103;1
B000063JZE;2
B000068C24;1
0924893095;1
B00005RT3U;1
0345405404;4
030714335X;1
B00005N8T1;1
B00005LDQC;2
0380804913;4
069452137X;1
0452278066;1
B00000K0PH;2
0671019643;1
B0000560K3;2
0472087215;1
0613505735;9
0893145467;6
1840460644;1
0849942357;1
1572302046;1
B000056QDQ;2
B00006LHWA;1
B000056QDT;4
B000056QDU;1
B00000DARY;2
6302918928;1
0451203712;1
B00000DARP;2
0471547379;2
B000056QDD;1
0312924127;1
1897959222;1
0963266748;1
1887984003;1
0060929111;1
0867164123;1
B00006LHWK;1
0064409422;35
0782115314;1
0595141668;2
B000002KYR;7
B000002KYV;2
B000002KYU;2
0425098532;4
0689834705;6
B000002KYT;2
B000002KYX;1
0375400877;2
B000002KYY;1
0374522693;2
B000002KYA;3
B000002KYJ;1
B000002KYK;2
B000002KYN;1
B000002KYH;2
0609800434;1
B000002KYO;1
B000002KYL;2
0930934857;1
1567184928;1
B000002Q9K;1
B000002Q9Z;1
0440507170;1
B000056PPH;1
0800615387;1
0961948000;1
0881924679;2
1567181252;4
0553278223;13
0393308014;1
0471395706;3
B00000ATA4;2
B000002KY8;8
0393963047;1
019283875X;2
0398056110;1
0553260456;1
0764534297;1
0911977244;1
0312264194;1
0140298568;1
0811827216;1
6300183289;2
0812932765;2
1564145743;2
B000056PP1;4
1581800169;1
0618124926;1
1572318481;2
B000056N8X;3
B000056N8Z;1
0880707186;1
0451628810;1
B000056N8P;1
B000056N8U;3
B000056N8R;1
B000056N8W;1
B000056N8T;3
B000056N8Q;2
B000056N8V;1
B000056N8H;1
B000056N8D;1
0380793660;1
039952276X;1
B00004S8A8;1
0895298678;2
1570761116;2
630309239X;8
B00005LL26;24
1571691340;1
1878923102;7
1573229571;13
0465067611;1
6302166918;1
0201750805;10
0060987073;1
0609806297;1
B000063BOH;1
0060938374;4
B000063BOJ;2
B000063BOM;3
B000063BON;1
0671047558;1
B000063BOT;1
0689821212;1
0312266774;2
1572813156;2
0684867931;1
0375762698;9
0786868821;3
0811201511;1
030680736X;1
1558746609;1
B00005KGL7;3
0790742853;5
0306809389;1
0553214039;1
0553298046;2
0471625469;1
0375503366;1
0914732218;1
0632057718;1
B00000HZH7;5
B00000HZH3;1
B00000HZH0;1
087840273X;3
0395742129;3
0452284015;1
0743407083;3
B00000HZHO;4
B00000HZHM;1
1878610473;2
B00000HZHT;1
B00000HZHS;4
0632054069;1
B00000HZHP;1
1560445831;1
0312182341;1
0132341700;1
067152819X;1
0691002606;1
0872395928;1
1893858138;1
B000060P7Z;1
B00005YF0M;3
0836135121;1
0345330706;2
1571742387;1
0877205191;1
1567301193;1
0898794439;1
0915132397;2
0764553399;1
0743211707;1
0618155651;1
0887072038;4
0064435164;1
0345452771;3
B00006RJER;4
0794500110;1
B000001BX0;1
190113041X;1
0062740105;1
0028637496;1
1893115542;2
0691020841;1
0312981252;1
0064420280;1
630243940X;1
B000000VKF;1
0801862515;1
B000000VKD;1
1561004936;3
B00005IAF6;1
0534214509;1
B00005O438;9
0789434113;1
0913580821;2
B00005IAF8;2
0883145324;1
B00000J2R5;2
0517885174;1
B00000J2R1;1
B00005IAFT;1
B00005IAFP;1
B00000J2RL;1
0764551531;3
B00000J2RF;3
B00000J2RG;2
1585030325;1
B00005O43U;1
0763610798;1
B00000J2RX;4
B00000J2RV;1
0538850132;1
0205331270;2
B00005IAFJ;2
0376036583;1
B000050XEI;8
B00000E3VV;1
0060953500;1
0446531383;1
0883658941;1
1574321781;1
0689847300;1
B00001R3FO;1
B00004I9Z1;1
0029141656;1
0375706429;4
0393321223;2
0345322797;1
B00005RT35;2
0892967870;3
B00007KWHP;5
0425184730;1
0553578677;2
0808563564;1
B00007KWHG;2
0966577701;1
0141300922;2
B00007KWHN;5
B00007KWHH;1
0060976926;1
B00005ALLX;4
B00000719G;1
0517880679;1
B000008NVU;1
B00004VW16;2
0892833289;1
0140176608;2
B00008WJDN;2
B00004VW18;1
B00008WJDS;1
B000000P03;1
0767901231;1
B00008WJDA;1
B00005NB97;3
B00005NB95;6
B00005NB92;1
B00005NB94;2
B00005NB90;1
1572522836;1
B00005NB91;3
B00005NB93;1
B00006DXXV;1
B00006DXXS;1
B00006DXXU;1
B00006DXXR;8
0803257201;1
1578700698;2
0312983670;1
0448419815;1
0767908309;1
1574231502;1
B00006DXX6;2
0156006278;4
0515129054;1
0385497555;1
1583762027;3
0879386150;1
0226668169;1
B00005NB9E;1
2060020344;1
0385468717;1
B00004VW1E;2
B00005NB9X;3
B00008WJD6;6
B00005NB9Z;1
B00005NB9Y;2
B00005NB9U;1
B00008WJD9;1
B00004ST9P;2
B00004ST9Q;2
039305747X;5
6302796857;2
B00004ST9H;3
0879306394;1
0929587863;1
0486294412;1
B0000296XN;1
0679444920;2
B0000296XM;1
0876050410;1
B000024GWV;2
1883707374;3
B000001D06;1
B000024GWX;2
B000001D01;1
B000001D02;1
0375700684;1
0873529871;3
B0000258CO;1
0735605947;1
1552633020;1
0310246547;2
0674525531;1
1570425736;1
0195081056;1
1919792090;1
052116334X;1
0966993306;1
0836236572;1
0792841913;1
B00005QKB0;1
B00005QKB5;3
6304304188;1
0811803635;1
0671017144;3
B00005QKBJ;2
B00005QKBV;6
0870134841;1
B00005QKBN;1
0465031870;1
B00005QKBM;2
B00005QKBR;1
0486257045;1
B0000046BS;5
0739828371;1
0394758536;1
0786705868;1
0679813462;2
B00000G3V8;1
0964490234;1
0446600415;5
6301967380;1
1573221589;4
0515093556;2
0970583109;1
0373244487;1
1556618875;1
0471252670;1
0060278420;1
0965608921;1
B000008821;1
B000008820;2
1560254947;2
0345424581;3
0808528289;1
0385498675;1
0670892920;1
0151007349;1
1892389347;3
0761315799;7
0201770512;1
0963413988;3
0735611599;3
069401057X;1
0061065900;2
B00004TVH6;1
B00005A8TV;2
089789247X;1
B00004TVH4;1
B00005A8TW;1
0471111759;4
B00005A8TX;3
B00005A8TY;4
B00005A8TU;3
0809126591;1
0743446593;2
1881652181;1
6305334854;2
B000004C2W;1
B000001GL9;2
B0000062H4;4
B0000062H0;2
B000001GL5;1
0374309302;1
B000001GLM;1
B0000062HE;1
1568581629;1
0892814519;1
B000001GLB;1
B00005Q62R;3
B000001GLZ;1
0312192460;3
B0000062HU;2
007213027X;1
B000001GLU;1
B00005Q409;2
B00003W7Y7;2
B0000062HS;3
059002910X;1
0891098267;2
080505443X;1
1930819072;3
B00005A3VJ;1
B00004S81P;1
0764508970;3
0321121740;1
0140168125;1
039330695X;1
B000002NH8;2
B00006LU73;4
0325000913;1
0387908390;1
0802775624;1
0786885564;4
188905710X;1
B000002NH4;1
0312310005;1
6305066795;2
0965834441;1
B000003MVT;2
0521099064;1
0760308349;1
B000002AXG;1
0590473700;1
9163082535;3
0786881992;1
0534520073;1
0806133732;1
0877283478;1
0060642149;1
0882707930;1
0688022715;1
1885223234;1
1557834539;1
081121186X;3
0613308727;2
B0000004X3;1
B000002AXR;1
1582431434;1
0140186522;25
0800757203;1
0684825503;1
0375419756;3
B00000IP34;1
0806523794;1
0881925462;1
B000000CWC;2
0195106261;1
0679434453;1
0879755075;2
0785276149;1
0870232754;1
0877790442;1
0783227981;6
0819512117;1
081182554X;1
0808525255;10
1555660126;1
0738920916;2
0716710455;1
0064472132;10
0028612922;1
0874779944;1
0399148795;2
0412049910;1
0060185651;3
0679777660;1
0397584032;1
0486421678;1
B000005LFE;2
B000005LFG;1
B000024613;3
630017476X;1
0671784218;1
0521422140;1
0743233026;7
0671026461;1
0743216393;1
0198611129;1
0764554301;3
0312875207;1
0393321754;1
1580082491;1
0761315349;1
1564143678;2
6303975704;1
B00004RF5N;1
0890065268;1
0809016257;1
0803927436;1
B00005N9HZ;1
0789404516;1
B00004RF5S;3
1559635916;1
0764551043;3
0425184285;2
0671632396;1
0195290011;1
0865476071;1
0806521937;1
1580082653;1
0395567548;1
1891620401;5
0802404332;1
1561583936;1
0764552767;3
087701759X;2
0064401952;2
055321201X;21
0553575643;2
0060182970;2
0876054718;1
0767412028;1
0307116824;1
0940745054;1
071198803X;1
0393968855;1
0380704587;1
082651393X;5
1558491619;1
6304712987;1
0833030507;1
0345410602;1
0521425263;1
0130879134;1
0064431592;1
0152024913;1
0486288978;1
0156528401;1
0262661330;1
0316776777;1
B00001O2V8;3
0440415020;1
0767905784;1
B000068GA2;3
0821766937;1
B00001O2V3;1
0375757392;1
B00005AAZ6;1
0393730107;1
1552975371;1
B000001A7G;2
0393308278;2
0684856859;1
B00004NK6W;2
0899224180;1
0553479431;8
0801021766;1
0446675806;1
6304005946;2
0812543904;1
0028627393;1
0345447980;3
0759625018;1
B00000F3CB;3
B000002AX5;1
B00000F3CD;1
B00001O2VD;1
B00001O2VB;1
B00003ZAGD;1
1580510817;1
158542059X;1
0807823341;1
0881410187;1
1565923855;1
084234098X;1
0393956512;1
1590590023;1
6304945175;1
6302824990;3
0130137847;1
6303092020;1
155849216X;4
1565120388;4
0374199698;129
0789728672;17
0449225046;2
0486225755;1
B00007AJHR;2
B00000JY3D;1
6302161401;1
0802713076;1
055337835X;1
0743246470;6
6301320417;1
1881659569;1
0316325740;1
1575665972;5
0786815558;6
0878918957;2
1569716846;1
0966482379;1
B00005RYOS;1
0809254468;3
0385498306;1
B000025SJ9;1
0061031232;4
0380816512;1
0195067886;1
6300208605;1
0767902254;6
0446313645;2
0609605178;1
0345311744;1
0679446230;34
0833526065;1
0822319241;1
0788822721;2
074344602X;2
0802136516;1
6303852637;1
1584280794;2
0072904720;1
2080106449;1
B00005AUMV;3
B00006EXM3;1
0553472895;26
067101529X;1
0761515631;6
0451165594;1
1878348124;1
0892813040;1
0825424763;1
1557883599;2
0312254180;1
0914457527;1
0671009605;1
0683307789;2
0062512668;1
9652292494;1
0515123846;1
0809233495;1
0380720450;2
B00005UDK5;3
0787908703;5
0671010115;4
0964343304;2
B00004Z3QM;1
0387977163;2
B00001ZSTQ;1
0879305746;2
0899576567;2
1568492421;1
0765300125;1
B00001ZSTB;1
B00001ZSTC;1
B00001ZSTG;2
B00001ZSTJ;1
B00001ZSTI;1
B00001ZSTL;2
088419535X;1
0694514780;1
0920303749;3
6304993838;1
006092554X;2
B00001ZST8;2
0964483815;2
B00006YXGQ;4
0761525696;2
0451526821;3
0060928670;1
0451191145;87
1566911583;2
1892127210;2
0694523755;6
0843951141;2
0877933561;1
0071346503;2
0380728265;1
B000003C0B;1
1580625339;1
0533119723;2
0935621172;1
B000003C0U;1
1555425003;1
0890964653;2
0805072845;1
1566561906;1
0310200067;1
0865163480;1
1888173408;2
031226593X;1
0528837338;3
1576850056;1
055352576X;4
0898704456;1
1584854871;2
0802837301;2
0679781552;1
0262133504;1
B00000IPRH;2
0807554014;1
0664218784;1
1557042888;1
0195001990;1
0658000144;1
B00004TKIC;8
156858198X;2
1884777813;2
189263709X;2
B00005QSSH;1
0738703109;1
0439110165;2
1561893684;1
0683017233;1
0801038324;1
0399510338;1
0804726205;1
0375413073;2
B000056NVB;1
6301576152;1
0316135526;1
0471243221;1
B00006JMSL;1
0843177233;1
0736605673;52
156098659X;1
B00004Y39F;1
1560238747;1
B00005Y1N1;1
B00005Y1N0;1
B00005Y1N2;1
B000000V99;1
1880405091;1
0842351833;2
B000006O8B;1
0471020516;1
0744002621;1
B00000JMXZ;2
B00000JMXU;2
B00000JMXV;4
0780614097;9
B00000JMXK;2
B00008RV07;2
B00000JMXJ;1
B00000JMXH;2
B00000JMXG;1
B00000JMXA;1
B00000JMXD;1
B0000070MI;2
B00000JMX8;1
0156621657;2
B00000JMX2;6
B00000JMX0;1
0071381856;1
6304112246;2
B000002QMB;1
0842329153;5
B00005Y1NY;2
0671045539;1
0679894780;1
B00005Y1NP;1
0813016657;1
1580620469;1
B00005Y1ND;3
B000002QMZ;1
1561707384;1
B00005Y1NF;3
0670882062;1
0894715968;1
0892819006;3
1575421038;1
0140150528;1
6303144837;5
B000050XXO;2
1570716587;1
1573928003;1
0671894390;1
1567185657;2
0792146220;1
158017261X;1
0937064815;2
1587152827;1
B00008RV0I;1
0316893595;1
0140188444;2
0814731279;2
0684850028;5
B00003ZKSP;2
0192100351;4
1885593295;1
0809224321;2
1565122291;1
1567993788;2
B00006JMS0;1
0892967161;1
B00008RV0Q;1
6305301999;1
0771099770;1
B000000KSN;1
1882810317;5
B000000KST;1
0028018281;1
0375402454;1
0819880337;1
0439176859;1
B000002WVK;2
0590442929;1
0020160224;1
B00005HYH2;1
B00005HYH5;3
6305306141;2
0312262531;1
0918825148;3
B00005HYHA;1
0582297966;1
B00005HYHC;3
0886778506;1
0940232537;1
0517708752;1
B000026H15;1
B00005Q6L8;4
0028622189;2
B000000GP0;1
B00004UEEE;1
0141312270;1
0973083727;2
0465098290;1
6303049079;6
0816520526;1
0374525811;1
0195158202;1
0316082775;1
B00002544A;1
B00002544D;1
0345440390;2
6303647073;1
0896584593;1
1573228311;1
0440918057;4
B000005P68;1
0435083341;1
0425168727;1
B00000JNTN;2
B00000JNTX;1
0136298419;1
1859842186;1
0688123627;1
B00000JNTT;1
B00000JNTV;1
630302663X;1
0760301352;1
0939443031;1
0316817805;1
087477893X;1
6303481310;1
0553268147;1
6305276854;4
0801840368;1
0312182953;2
0345439988;1
1564967425;1
032110028X;1
0201180952;1
0312241763;1
0374175403;1
2060000793;1
B0000005PE;1
1895629551;1
B0000296J4;1
B00000DDNT;1
0517703734;1
0781714273;1
1889392146;26
6304963173;5
0226041395;3
0688163173;27
B000005CAK;1
0375806512;1
0201710595;1
156414206X;1
0310229952;1
B000000H60;4
0811211355;2
0809123703;3
094223748X;1
1561708445;5
0743504836;2
1587611325;1
1572318643;1
B000063DGI;1
0801022770;1
B000063DGC;5
B00005QCUN;1
B000063DGF;3
B000063DGE;1
155868767X;1
0865733430;3
0486204154;1
0781725445;1
047138738X;1
B000063DG8;1
157062383X;1
B000063DG3;2
B00005QCU0;1
0811833224;1
0312020309;1
B000006MTC;1
B000000HPE;1
B00005YP9Z;1
B0000064QY;1
0553380958;14
B00005YP9I;1
B000002TWZ;2
B000002HEA;3
B000002TWS;1
B000002TWQ;5
B000002TWU;1
B000002TWW;1
B000006O8Y;1
1896522718;1
B000002TWN;4
B000002TWJ;1
B000002TWC;1
B000002TWG;1
B000002TWF;2
6302799139;10
0130105767;1
B000059RHW;3
0816631409;1
0310242975;1
1928568033;3
0439135249;2
0688124003;1
0735202516;1
6305915695;1
0874349788;1
0060393556;3
0833568531;9
0471318876;1
0967936667;1
B000002TW9;1
0312187203;1
0808592319;1
B000002TW4;1
B00004UEET;2
0028631870;2
B000000GPH;1
078670618X;1
B000009QPQ;3
0060008881;2
B000009QPS;1
0070059284;1
0152018913;1
0140447881;1
B000009QPK;2
B000009QPO;1
B000009QPM;8
B000009QPC;5
B000009QPA;6
0446673706;3
0912586249;1
B000000GPR;1
0521524636;1
0767907485;2
B000006DGG;1
0452281350;1
0812628756;1
1892062348;1
1576870391;1
0669433306;1
0525946063;3
B00005JLL1;2
B00005JLL0;2
0765702371;3
0521585317;1
0670854344;1
0802844499;1
0786867558;2
0820316636;2
087628876X;1
1558604561;1
0849942713;2
0892816295;2
083357518X;1
0763616230;1
0658014900;4
0767906993;4
1573623474;2
0912912065;2
B000002J34;4
0071350268;1
084423933X;1
156924801X;1
0764552430;1
0823405338;1
0935312838;1
1570719500;1
0240804740;1
0061044539;1
0195089243;1
0743202341;1
1852427434;1
1892213923;1
031227856X;2
0879058269;1
0380820617;1
083735319X;1
B00006952G;8
0811824497;1
0764508288;2
0804730466;1
1564552101;1
0833586130;1
0871296152;2
0520225074;1
2831562341;1
1556524110;2
1864502045;2
0807206105;3
0060392878;1
0807065196;1
0060655577;1
0525940545;1
1890451061;1
B00006FXB6;3
1561584843;2
0804713855;1
0763716952;1
1884654088;2
0195145828;1
0875166725;1
1558195815;1
0750626755;1
0671894803;6
074320106X;5
0465068006;1
0441555217;1
0240803299;2
0792840976;3
0553575937;2
B000001ETD;1
1585747122;3
087728816X;1
084230889X;1
6303443958;1
0140421998;3
0683306235;1
393114156X;1
0125153929;1
0962299707;2
B00008NG9P;3
B0000057DP;3
067980904X;2
B0000057DN;5
6303584934;3
0393049639;1
6304475152;1
B0000057DF;1
B0000057DB;4
0760312087;1
B000001ETW;1
0062502727;3
6305871418;3
B00004SCTK;1
059010991X;1
1580540392;1
0062516957;2
0140247750;22
0312252439;2
B00005AQ4P;1
0743527844;5
1558748369;2
B00005AQ4X;1
0679773002;3
1579902677;2
0823013766;1
0873226097;2
0743480953;8
1557282935;1
1563643278;1
0879757051;6
0130461342;1
0671024590;1
6304073496;1
0689811918;2
0500092923;1
0761919619;1
B00005NOTD;1
0787947849;1
0859531821;2
0669201596;2
069811664X;1
B0000026NZ;2
354061477X;1
0967928001;1
0743400194;1
B0000026NF;15
B0000026NB;1
B0000026NG;14
B0000026NC;7
0684873044;1
0670884855;1
0312964293;1
B0000026N2;1
B00005Q4JH;33
B0000026N0;3
B0000026N3;1
0471636819;1
0375410287;2
B000000YUG;1
B00002EPG7;6
B000000YUJ;1
B000000YUO;1
0375708618;4
6302101220;2
0930031989;1
B000002J3W;2
0843178094;1
0672317982;2
0800714784;13
0679423389;2
B000068TTX;1
1573441619;1
6305131147;1
B00000J7V3;2
0936262591;2
B00002429Y;3
B000059LCV;1
B00000E43Q;1
B000059LCP;3
0425168255;1
1890035181;1
1570611068;1
0743412508;1
B000059LC6;1
0070610479;1
B000089GIO;2
B000002J3D;1
0553712438;11
B000068TTT;1
6302138817;2
0380713934;2
0486258262;1
B000077VQD;4
0312988281;1
0517203030;6
0140563717;2
0395884179;1
0958668132;1
1889725048;1
0820313351;2
0966108884;5
0875847617;1
0687002826;3
B00005A0QC;1
0312257112;1
0486203824;1
1881052990;6
0609808516;1
1574090003;1
080410591X;1
184195084X;3
0789479397;1
B0000714FY;1
0310233305;5
0399145621;3
0967917913;1
0942299515;1
0672309092;3
0345395026;1
0448416719;2
0486263436;1
0425180743;1
6305466882;1
0811818160;1
1564782131;1
0394603974;2
0937539414;1
0789304031;1
6302507251;1
0060247983;1
B00005ASLV;1
1561840025;1
1890948055;2
B0000033WF;1
B00005ASLC;1
B000002V09;1
0252065158;2
B0000033WC;2
0060984287;2
0671704184;1
0830815139;1
0873414497;1
0698118855;1
0613146328;1
0201629836;1
B000031WJE;1
0439210461;1
0486649407;1
B000031WJG;1
0783894260;1
B00003W0Z1;1
B000031WJC;1
0425169391;2
1585360414;1
0764553461;1
B000031WJ8;2
1583910700;1
1555913857;2
0553564927;5
0890513406;5
0835608034;2
0521456479;1
0590762540;1
0140566678;1
6304469519;2
0007118481;1
6305505519;1
1571762469;1
0764223089;1
B00000JCC3;1
0517705931;3
0812932846;1
0609807897;1
6305558205;4
0929205022;1
1861006969;2
051788366X;1
068980623X;2
0613083229;1
0805060405;2
055329895X;1
6302374057;1
0312194668;1
0064401324;18
0895249839;1
0785271007;2
1568870477;1
0671743848;1
B00000JCCX;4
0375701842;1
1403306087;1
0521586054;1
0965794407;1
B000002NZX;1
0679822410;1
0842313079;3
0793818710;1
B00006HAX6;5
0805067183;1
0764585789;26
0811835375;1
B0000033W7;1
1885767870;1
0823411907;2
0743423895;1
B0000006O2;1
1841483915;1
096334840X;1
B00000HZ3Q;1
B0000033W0;1
0694518646;1
0811823563;1
B0000006OU;1
B0000006OX;1
0966583299;11
6304291752;2
6304288875;2
1558506004;2
0800627008;1
190434707X;1
B00000AETO;1
0887070388;2
0964586711;2
0373250142;2
0830717765;1
B0000037AE;1
B0000037AB;1
0399215018;1
0195078535;1
0300023731;2
B0000037AP;1
0789402017;1
0688155979;1
B000000NMZ;1
1561452181;2
0743500563;1
1565840437;1
1582700478;1
B0000037A9;1
051788058X;1
0333779711;1
0688152473;3
0064406016;1
B000005IZQ;1
0141180722;3
B000005IZR;1
0760309841;2
B000005IZS;1
B00004TSHJ;1
B000002BM3;2
B000005IZP;1
0262700832;1
B00004TSHE;1
B000002BM5;7
B000005IZA;1
B000005IZF;2
0394824903;1
0801026040;1
B000005IZH;2
B000005IZK;1
B000055WDG;1
B000005IZL;3
0201708981;2
0811717003;2
1559276495;4
0440220440;1
B00003CY57;11
B00003CY51;3
0767906659;2
0943151244;6
038079005X;1
630098687X;1
B00003CY5X;8
1568383541;1
